 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25
1120,22.003,21.681,24.193,27.553,26.599,21.360,22.930,23.442,25.543,18.305,26.488,16.953,21.479,17.158,34.578,22.771,22.809,20.669,23.625,19.783,25.068,25.731,21.204,21.208,22.838
1121,22.002,21.630,24.193,27.536,26.675,21.363,22.831,23.429,25.521,18.326,26.472,16.957,21.472,17.133,34.569,22.766,22.828,20.707,23.604,19.773,25.064,25.723,21.202,21.194,22.860
1122,21.948,21.640,24.231,27.517,26.654,21.346,22.875,23.416,25.533,18.362,26.468,16.932,21.442,17.113,34.533,22.756,22.841,20.706,23.645,19.774,25.079,25.691,21.212,21.212,22.849
1123,22.014,21.658,24.197,27.579,26.754,21.401,22.880,23.515,25.596,18.354,26.508,16.948,21.461,17.156,34.664,22.774,22.828,20.717,23.666,19.767,25.093,25.756,21.218,21.186,22.883
1124,22.014,21.719,24.174,27.578,26.713,21.358,22.916,23.445,25.593,18.376,26.500,16.951,21.461,17.212,34.631,22.807,22.881,20.713,23.616,19.803,25.089,25.745,21.235,21.213,22.899
1125,21.984,21.706,24.216,27.600,26.668,21.401,22.911,23.491,25.572,18.547,26.503,16.943,21.499,17.131,34.548,22.794,22.838,20.714,23.615,19.791,25.078,25.733,21.207,21.219,22.890
1126,21.991,21.632,24.188,27.560,26.662,21.316,22.893,23.458,25.502,18.794,26.531,16.935,21.443,17.132,34.567,22.741,22.805,20.683,23.618,19.792,25.081,25.744,21.169,21.227,22.857
1127,21.963,21.634,24.198,27.535,26.629,21.301,22.829,23.409,25.448,19.688,26.511,16.968,21.450,17.106,34.519,22.772,22.805,20.677,23.566,19.763,25.056,25.721,21.182,21.194,22.842
1128,21.991,21.648,24.132,27.546,26.653,21.326,22.851,23.448,25.523,20.256,26.457,16.943,21.456,17.110,34.511,22.717,22.772,20.668,23.576,19.751,25.050,25.718,21.169,21.174,22.850
1129,21.985,21.679,24.141,27.588,26.691,21.332,22.875,23.456,25.523,19.866,26.456,16.924,21.490,17.152,34.599,22.796,22.794,20.693,23.557,19.757,25.076,25.717,21.182,21.214,22.883
1130,21.981,21.657,24.144,27.612,26.632,21.346,22.868,23.450,25.521,19.529,26.489,16.943,21.476,17.151,34.572,22.739,22.792,20.680,23.582,19.763,25.094,25.678,21.184,21.237,22.868
1131,21.975,21.649,24.141,27.539,26.701,21.320,22.850,23.389,25.501,19.239,26.465,16.966,21.484,17.155,34.526,22.762,22.802,20.671,23.612,19.761,25.056,25.687,21.209,21.219,22.857
1132,21.988,21.633,24.125,27.520,26.589,21.311,22.836,23.405,25.522,19.022,26.450,16.921,21.454,17.107,34.545,22.721,22.781,20.667,23.543,19.744,25.058,25.680,21.195,21.202,22.854
1133,21.943,21.602,24.141,27.552,26.585,21.333,22.843,23.432,25.531,18.997,26.450,16.929,21.449,17.111,34.521,22.714,22.785,20.666,23.514,19.752,25.018,25.683,21.167,21.212,22.850
1134,21.944,21.629,24.112,27.505,26.584,21.305,22.798,23.400,25.222,18.907,26.426,16.933,21.430,17.122,33.852,22.721,22.767,20.691,23.503,19.736,25.049,25.596,21.141,21.166,22.826
1135,21.587,21.250,24.056,27.472,26.489,21.044,22.570,23.230,25.327,18.783,26.405,16.901,21.396,17.056,34.332,22.637,22.710,20.607,23.514,19.706,25.010,25.398,21.071,21.127,22.596
1136,21.973,21.628,24.094,27.478,26.661,21.372,22.829,23.400,25.464,18.829,26.443,16.932,21.440,17.143,34.479,22.728,22.768,20.644,23.484,19.722,25.039,25.676,21.149,21.169,22.853
1137,21.963,21.578,24.140,27.480,26.685,21.326,22.851,23.449,25.472,18.870,26.423,16.936,21.411,17.078,34.509,22.715,22.765,20.644,23.547,19.740,25.065,25.664,21.178,21.168,22.846
1138,21.938,21.616,24.141,27.516,26.611,21.358,22.829,23.424,25.445,18.817,26.439,16.963,21.439,17.110,34.507,22.744,22.787,20.642,23.536,19.753,25.047,25.691,21.194,21.173,22.850
1139,21.944,21.644,24.109,27.499,26.647,21.320,22.839,23.388,25.441,18.718,26.394,16.941,21.396,17.126,34.514,22.752,22.759,20.656,23.496,19.719,25.016,25.703,21.169,21.151,22.807
1140,21.936,21.605,24.101,27.512,26.684,21.333,22.854,23.446,25.460,18.625,26.448,16.946,21.456,17.123,34.539,22.766,22.794,20.656,23.543,19.743,25.053,25.700,21.201,21.181,22.860
1141,21.951,21.593,24.122,27.494,26.612,21.299,22.866,23.428,25.488,18.658,26.425,16.948,21.442,17.098,34.518,22.764,22.778,20.666,23.555,19.741,25.037,25.680,21.184,21.156,22.848
1142,21.956,21.618,24.180,27.532,26.683,21.322,22.844,23.391,25.452,18.695,26.441,16.954,21.386,17.131,34.484,22.749,22.793,20.718,23.571,19.758,25.024,25.691,21.186,21.177,22.829
1143,21.933,21.619,24.146,27.511,26.623,21.321,22.827,23.437,25.472,19.018,26.444,16.935,21.434,17.128,34.531,22.728,22.768,20.684,23.561,19.741,25.015,25.692,21.178,21.165,22.834
1144,21.954,21.616,24.075,27.462,26.550,21.307,22.836,23.334,25.548,19.583,26.417,16.885,21.386,17.077,34.420,22.705,22.733,20.651,23.495,19.708,25.012,25.627,21.169,21.126,22.817
1145,21.967,21.584,24.122,27.445,26.620,21.296,22.836,23.397,25.575,19.473,26.407,16.874,21.427,17.094,34.484,22.707,22.770,20.655,23.575,19.732,25.011,25.734,21.157,21.153,22.867
1146,21.927,21.657,24.161,27.510,26.594,21.311,22.811,23.372,25.524,19.265,26.397,16.908,21.407,17.103,34.410,22.738,22.794,20.651,23.572,19.716,25.032,25.673,21.150,21.173,22.832
1147,21.944,21.591,24.069,27.467,26.537,21.308,22.809,23.435,25.531,19.143,26.400,16.875,21.422,17.077,34.410,22.714,22.760,20.594,23.538,19.683,25.012,25.630,21.121,21.125,22.807
1148,21.949,21.611,24.129,27.427,26.623,21.321,22.809,23.384,25.508,19.039,26.422,16.916,21.402,17.054,34.428,22.729,22.756,20.659,23.547,19.706,25.023,25.665,21.126,21.139,22.825
1149,21.930,21.606,24.128,27.494,26.599,21.360,22.843,23.433,25.556,18.966,26.426,16.893,21.406,17.082,34.404,22.728,22.782,20.660,23.525,19.717,25.019,25.655,21.152,21.136,22.861
1150,21.929,21.618,24.091,27.473,26.585,21.324,22.785,23.401,25.419,18.970,26.413,16.893,21.380,17.078,34.325,22.679,22.770,20.627,23.530,19.700,24.994,25.610,21.114,21.153,22.833
1151,21.929,21.521,24.104,27.362,26.503,21.247,22.721,23.278,25.378,19.095,26.374,16.875,21.380,17.054,34.224,22.665,22.719,20.611,23.528,19.717,24.999,25.520,21.020,21.114,22.744
1152,21.866,21.554,23.997,27.365,26.492,21.247,22.735,23.320,25.413,19.146,26.288,16.831,21.364,17.026,34.312,22.640,22.660,20.548,23.468,19.669,24.928,25.568,21.101,21.094,22.747
1153,21.899,21.569,24.151,27.411,26.553,21.291,22.735,23.333,25.385,19.197,26.411,16.828,21.313,17.016,34.338,22.641,22.741,20.597,23.492,19.687,24.945,25.600,21.107,21.082,22.768
1154,21.902,21.649,24.140,27.433,26.592,21.302,22.760,23.334,25.458,19.111,26.390,16.896,21.391,17.031,34.358,22.709,22.782,20.668,23.558,19.717,24.987,25.588,21.098,21.114,22.813
1155,21.908,21.565,24.117,27.456,26.593,21.291,22.812,23.338,25.440,19.136,26.413,16.916,21.413,17.036,34.343,22.682,22.757,20.657,23.585,19.718,25.002,25.611,21.116,21.171,22.787
1156,21.931,21.619,24.147,27.465,26.593,21.317,22.777,23.371,25.424,19.074,26.395,16.872,21.365,17.072,34.278,22.711,22.765,20.671,23.592,19.730,25.015,25.623,21.118,21.124,22.838
1157,21.955,21.635,24.112,27.452,26.627,21.287,22.799,23.346,25.442,19.152,26.423,16.874,21.394,17.049,34.354,22.698,22.767,20.678,23.545,19.715,25.030,25.635,21.118,21.140,22.821
1158,21.904,21.601,24.081,27.404,26.568,21.270,22.738,23.348,25.414,19.376,26.384,16.863,21.402,17.033,34.329,22.692,22.710,20.629,23.530,19.699,25.001,25.586,21.098,21.113,22.827
1159,21.915,21.582,24.093,27.464,26.640,21.281,22.751,23.330,25.463,19.551,26.379,16.865,21.361,17.044,34.323,22.657,22.764,20.610,23.495,19.691,25.001,25.589,21.116,21.098,22.793
1160,21.917,21.609,24.084,27.369,26.566,21.272,22.774,23.291,25.449,19.565,26.373,16.861,21.336,17.066,34.299,22.660,22.711,20.603,23.482,19.683,24.979,25.566,21.099,21.092,22.805
1161,21.889,21.491,24.040,27.261,26.352,21.219,22.680,23.182,25.323,19.395,26.351,16.828,21.313,17.035,34.302,22.668,22.692,20.583,23.503,19.665,24.963,25.483,21.061,21.069,22.689
1162,21.748,21.427,23.923,27.194,26.427,21.185,22.694,23.243,25.414,19.297,26.267,16.781,21.255,16.959,34.298,22.540,22.566,20.548,23.379,19.517,24.893,25.532,21.060,21.063,22.645
1163,21.863,21.515,24.052,27.367,26.556,21.239,22.692,23.292,25.422,19.119,26.357,16.838,21.288,16.996,34.231,22.628,22.710,20.586,23.502,19.645,24.939,25.558,21.079,21.028,22.762
1164,21.851,21.499,24.061,27.383,26.577,21.223,22.730,23.276,25.492,19.020,26.320,16.850,21.343,17.043,34.272,22.674,22.688,20.605,23.487,19.660,24.948,25.574,21.063,21.089,22.759
1165,21.878,21.550,24.018,27.366,26.618,21.228,22.690,23.270,25.420,18.868,26.335,16.816,21.345,16.997,34.269,22.642,22.675,20.583,23.503,19.650,24.962,25.504,21.054,21.099,22.767
1166,21.894,21.583,24.061,27.448,26.670,21.270,22.753,23.320,25.418,19.019,26.330,16.846,21.365,17.008,34.324,22.627,22.688,20.627,23.505,19.659,24.973,25.568,21.111,21.097,22.750
1167,21.861,21.523,24.001,27.383,26.676,21.269,22.739,23.317,25.388,18.901,26.327,16.844,21.325,17.027,34.280,22.676,22.681,20.621,23.481,19.651,24.947,25.594,21.059,21.043,22.753
1168,21.865,21.531,24.059,27.414,26.683,21.266,22.756,23.366,25.431,18.781,26.356,16.814,21.315,17.012,34.286,22.666,22.727,20.619,23.460,19.658,24.953,25.585,21.067,21.095,22.793
1169,21.926,21.534,24.009,27.382,26.623,21.241,22.759,23.344,25.404,18.752,26.360,16.853,21.315,17.015,34.124,22.659,22.673,20.555,23.502,19.662,24.975,25.568,21.038,21.090,22.755
1170,21.873,21.566,24.030,27.384,26.543,21.196,22.782,23.292,25.448,18.688,26.309,16.869,21.325,17.039,34.286,22.668,22.645,20.567,23.488,19.658,24.948,25.512,21.066,21.087,22.773
1171,21.922,21.626,24.072,27.459,26.671,21.279,22.771,23.359,25.477,18.699,26.357,16.853,21.357,17.021,34.302,22.669,22.726,20.598,23.477,19.658,24.973,25.604,21.129,21.119,22.798
1172,21.855,21.536,24.039,27.428,26.606,21.262,22.691,23.307,25.432,18.658,26.331,16.869,21.334,17.012,34.264,22.671,22.691,20.597,23.482,19.663,24.966,25.546,21.098,21.075,22.742
1173,21.892,21.569,24.052,27.372,26.606,21.247,22.757,23.290,25.423,18.635,26.334,16.847,21.327,17.044,34.317,22.669,22.677,20.600,23.484,19.669,24.955,25.589,21.099,21.068,22.775
1174,21.908,21.551,24.032,27.370,26.622,21.242,22.731,23.317,25.411,18.608,26.351,16.850,21.373,17.062,34.169,22.670,22.678,20.591,23.481,19.643,24.965,25.581,21.108,21.099,22.742
1175,21.834,21.478,24.018,27.337,26.614,21.211,22.639,23.272,25.390,18.562,26.322,16.821,21.306,17.010,34.224,22.627,22.685,20.619,23.440,19.618,24.929,25.472,21.070,21.051,22.740
1176,21.841,21.503,23.970,27.349,26.639,21.214,22.698,23.251,25.356,18.498,26.295,16.810,21.300,17.005,34.210,22.579,22.635,20.542,23.443,19.593,24.886,25.494,21.068,21.023,22.721
1177,21.805,21.484,24.008,27.328,26.564,21.198,22.673,23.270,25.369,18.470,26.274,16.793,21.289,16.969,34.151,22.589,22.615,20.528,23.451,19.597,24.866,25.465,21.039,21.029,22.673
1178,21.849,21.526,23.991,27.270,26.598,21.200,22.713,23.299,25.373,18.364,26.250,16.783,21.269,16.969,34.194,22.631,22.656,20.548,23.407,19.611,24.865,25.509,21.020,21.020,22.680
1179,21.828,21.495,23.952,27.267,26.461,21.152,22.682,23.213,25.272,18.288,26.237,16.783,21.222,16.935,34.141,22.563,22.662,20.568,23.462,19.594,24.835,25.454,21.024,21.002,22.687
1180,21.844,21.491,23.992,27.296,26.538,21.157,22.656,23.211,25.324,18.315,26.243,16.741,21.223,16.956,34.162,22.530,22.634,20.558,23.434,19.583,24.841,25.485,21.048,20.969,22.674
1181,21.871,21.539,24.027,27.400,26.578,21.207,22.707,23.334,25.368,18.342,26.305,16.802,21.283,16.963,34.156,22.643,22.662,20.589,23.459,19.632,24.914,25.543,21.017,21.033,22.740
1182,21.870,21.532,24.045,27.406,26.531,21.228,22.731,23.300,25.368,18.318,26.321,16.830,21.335,16.986,34.176,22.652,22.656,20.587,23.480,19.634,24.943,25.522,21.054,21.064,22.742
1183,21.892,21.542,24.044,27.385,26.616,21.235,22.727,23.353,25.376,18.269,26.307,16.851,21.305,17.024,34.245,22.680,22.713,20.588,23.478,19.651,24.941,25.532,21.066,21.065,22.772
1184,21.938,21.568,24.089,27.386,26.558,21.274,22.756,23.363,25.426,18.289,26.389,16.893,21.379,17.059,34.259,22.699,22.728,20.619,23.541,19.680,24.981,25.562,21.122,21.104,22.802
1185,21.892,21.564,24.085,27.357,26.553,21.234,22.731,23.308,25.399,18.241,26.359,16.843,21.369,17.075,34.253,22.667,22.732,20.623,23.533,19.666,24.976,25.562,21.098,21.111,22.788
1186,21.902,21.577,24.054,27.376,26.563,21.256,22.745,23.351,25.445,18.253,26.328,16.904,21.370,17.058,34.275,22.725,22.716,20.614,23.485,19.670,24.953,25.591,21.061,21.123,22.787
1187,21.882,21.589,24.075,27.371,26.597,21.247,22.730,23.378,25.507,18.228,26.386,16.844,21.306,17.044,34.290,22.681,22.758,20.609,23.493,19.667,24.955,25.586,21.075,21.080,22.808
1188,21.900,21.579,24.086,27.439,26.623,21.251,22.753,23.346,25.537,18.331,26.397,16.885,21.356,17.045,34.312,22.684,22.745,20.602,23.548,19.697,24.965,25.606,21.123,21.137,22.787
1189,21.913,21.614,24.081,27.404,26.656,21.285,22.756,23.325,25.484,18.389,26.389,16.863,21.368,17.069,34.266,22.677,22.678,20.646,23.496,19.685,24.965,25.548,21.110,21.113,22.754
1190,21.920,21.591,24.039,27.439,26.610,21.276,22.767,23.365,25.526,18.647,26.376,16.863,21.340,17.032,34.264,22.660,22.692,20.605,23.505,19.682,24.968,25.594,21.109,21.098,22.778
1191,21.925,21.604,24.056,27.415,26.595,21.262,22.775,23.346,25.423,18.583,26.372,16.872,21.356,17.053,34.300,22.744,22.715,20.612,23.516,19.691,24.989,25.583,21.090,21.112,22.771
1192,21.872,21.553,24.039,27.367,26.565,21.218,22.747,23.302,25.405,18.441,26.381,16.868,21.361,17.040,34.268,22.641,22.705,20.601,23.482,19.662,24.972,25.522,21.115,21.107,22.766
1193,21.883,21.553,24.052,27.365,26.548,21.206,22.696,23.273,25.390,18.512,26.347,16.857,21.344,17.017,34.184,22.653,22.670,20.580,23.436,19.655,24.950,25.530,21.075,21.104,22.713
1194,21.875,21.517,24.055,27.347,26.551,21.233,22.746,23.268,25.369,18.439,26.348,16.861,21.358,17.024,34.191,22.639,22.694,20.571,23.483,19.654,24.982,25.535,21.066,21.099,22.744
1195,21.908,21.550,24.036,27.389,26.564,21.249,22.712,23.301,25.367,18.404,26.361,16.855,21.335,17.017,34.182,22.677,22.668,20.577,23.457,19.662,24.972,25.566,21.073,21.071,22.754
1196,21.888,21.594,24.068,27.376,26.635,21.235,22.744,23.298,25.361,18.334,26.341,16.839,21.348,17.007,34.164,22.622,22.725,20.587,23.474,19.677,24.977,25.544,21.076,21.128,22.741
1197,21.876,21.521,24.030,27.384,26.576,21.220,22.711,23.295,25.371,18.266,26.300,16.816,21.312,16.973,34.168,22.647,22.662,20.572,23.451,19.641,24.942,25.494,21.052,21.075,22.728
1198,21.888,21.536,24.049,27.377,26.551,21.195,22.757,23.293,25.362,18.303,26.337,16.845,21.338,17.033,34.207,22.658,22.715,20.582,23.492,19.658,24.976,25.515,21.063,21.113,22.735
1199,21.862,21.574,24.066,27.402,26.570,21.212,22.707,23.292,25.399,18.313,26.354,16.838,21.357,17.059,34.213,22.669,22.720,20.613,23.500,19.676,24.963,25.547,21.106,21.086,22.731
1200,21.871,21.547,24.034,27.383,26.569,21.217,22.688,23.300,25.389,18.442,26.374,16.868,21.357,17.050,34.200,22.621,22.662,20.580,23.535,19.676,24.958,25.517,21.094,21.086,22.738
1201,21.871,21.552,24.074,27.377,26.527,21.215,22.707,23.291,25.346,18.440,26.333,16.845,21.324,17.019,34.127,22.619,22.719,20.573,23.498,19.686,24.938,25.515,21.048,21.101,22.749
1202,21.901,21.558,24.052,27.381,26.564,21.201,22.695,23.280,25.353,18.326,26.335,16.833,21.333,17.013,34.138,22.612,22.695,20.602,23.502,19.649,24.936,25.521,21.075,21.106,22.743
1203,21.890,21.529,24.071,27.423,26.585,21.256,22.747,23.273,25.326,18.270,26.301,16.803,21.336,17.008,34.120,22.655,22.670,20.624,23.489,19.666,24.942,25.504,21.076,21.096,22.703
1204,21.878,21.545,24.032,27.401,26.611,21.226,22.704,23.287,25.382,18.269,26.353,16.823,21.364,17.012,34.151,22.634,22.731,20.617,23.500,19.663,24.952,25.515,21.083,21.061,22.762
1205,21.871,21.534,24.022,27.344,26.580,21.228,22.699,23.307,25.386,18.192,26.313,16.795,21.290,16.983,34.137,22.597,22.676,20.595,23.464,19.650,24.926,25.520,21.069,21.070,22.704
1206,21.840,21.549,24.033,27.400,26.559,21.225,22.733,23.283,25.436,18.261,26.323,16.803,21.321,17.002,34.169,22.661,22.690,20.559,23.453,19.661,24.948,25.498,21.046,21.085,22.723
1207,21.899,21.562,24.111,27.421,26.642,21.253,22.782,23.362,25.531,18.251,26.363,16.842,21.373,17.044,34.207,22.701,22.722,20.643,23.533,19.676,24.980,25.573,21.082,21.101,22.799
1208,21.938,21.620,24.146,27.438,26.592,21.259,22.751,23.337,25.502,18.342,26.409,16.862,21.370,17.013,34.220,22.711,22.773,20.661,23.551,19.707,24.994,25.573,21.099,21.130,22.777
1209,21.917,21.588,24.129,27.392,26.667,21.261,22.750,23.314,25.497,18.353,26.372,16.840,21.424,17.051,34.182,22.682,22.756,20.671,23.548,19.716,24.989,25.577,21.073,21.152,22.780
1210,21.890,21.575,24.128,27.445,26.600,21.258,22.754,23.343,25.472,18.271,26.393,16.866,21.433,17.011,34.210,22.694,22.754,20.661,23.526,19.690,25.010,25.557,21.111,21.156,22.778
1211,21.946,21.591,24.069,27.467,26.648,21.262,22.730,23.321,25.408,18.230,26.395,16.858,21.372,17.033,34.182,22.641,22.724,20.652,23.547,19.672,24.996,25.576,21.078,21.118,22.750
1212,21.847,21.547,24.052,27.391,26.543,21.228,22.678,23.280,25.335,18.175,26.317,16.822,21.317,17.016,34.108,22.623,22.712,20.621,23.479,19.655,24.960,25.450,21.069,21.091,22.735
1213,21.885,21.548,24.038,27.356,26.604,21.215,22.704,23.280,25.367,18.177,26.334,16.795,21.367,16.997,34.143,22.639,22.698,20.563,23.514,19.646,24.974,25.533,21.046,21.123,22.724
1214,21.874,21.561,24.062,27.350,26.619,21.217,22.707,23.270,25.343,18.154,26.342,16.819,21.335,17.023,34.111,22.660,22.709,20.622,23.522,19.625,24.946,25.558,21.051,21.107,22.739
1215,21.842,21.526,24.061,27.384,26.557,21.235,22.719,23.275,25.337,18.190,26.352,16.817,21.350,17.043,34.117,22.642,22.664,20.583,23.449,19.632,24.962,25.488,21.036,21.084,22.712
1216,21.862,21.537,24.029,27.361,26.522,21.204,22.699,23.278,25.337,18.188,26.343,16.805,21.348,16.982,34.123,22.621,22.665,20.538,23.437,19.640,24.947,25.470,21.059,21.094,22.707
1217,21.862,21.443,23.984,27.314,26.409,21.199,22.678,23.215,25.283,18.253,26.235,16.838,21.341,16.981,34.052,22.559,22.637,20.529,23.389,19.605,24.910,25.477,21.019,21.083,22.683
1218,21.903,21.550,24.031,27.356,26.523,21.219,22.694,23.324,25.373,18.650,26.315,16.834,21.312,16.991,34.132,22.608,22.691,20.587,23.448,19.620,24.914,25.522,21.048,21.069,22.725
1219,21.838,21.522,24.033,27.336,26.511,21.201,22.695,23.323,25.334,19.583,26.343,16.834,21.339,16.980,34.128,22.645,22.702,20.619,23.441,19.634,24.931,25.517,21.068,21.094,22.727
1220,21.888,21.590,24.079,27.347,26.581,21.253,22.731,23.341,25.367,19.638,26.347,16.870,21.372,17.029,34.177,22.655,22.730,20.604,23.516,19.670,24.975,25.548,21.074,21.091,22.758
1221,21.892,21.545,23.964,27.354,26.614,21.254,22.722,23.272,25.346,19.176,26.317,16.833,21.298,16.987,34.120,22.623,22.622,20.610,23.432,19.620,24.917,25.512,21.035,21.070,22.767
1222,21.875,21.564,24.072,27.356,26.516,21.188,22.726,23.254,25.286,18.876,26.323,16.841,21.355,17.003,34.092,22.609,22.684,20.590,23.476,19.659,24.938,25.515,21.056,21.074,22.742
1223,21.819,21.485,23.958,27.331,26.475,21.140,22.641,23.230,25.275,18.658,26.284,16.802,21.283,16.940,34.023,22.573,22.661,20.562,23.434,19.621,24.880,25.439,20.983,21.027,22.700
1224,21.796,21.492,24.024,27.281,26.555,21.140,22.608,23.218,25.294,18.549,26.280,16.755,21.288,16.987,34.012,22.545,22.664,20.545,23.411,19.604,24.874,25.441,20.997,21.029,22.673
1225,21.806,21.511,24.040,27.331,26.528,21.166,22.638,23.179,25.224,18.432,26.283,16.794,21.278,16.959,33.996,22.593,22.656,20.553,23.472,19.621,24.894,25.415,20.995,21.023,22.686
1226,21.832,21.510,24.008,27.342,26.557,21.176,22.643,23.229,25.286,18.451,26.299,16.819,21.281,16.953,33.995,22.581,22.655,20.565,23.450,19.621,24.889,25.452,20.977,21.025,22.662
1227,21.833,21.495,23.993,27.262,26.528,21.153,22.665,23.202,25.260,18.337,26.256,16.787,21.301,16.944,34.032,22.563,22.618,20.542,23.415,19.602,24.880,25.427,20.985,21.042,22.671
1228,21.819,21.477,24.022,27.314,26.532,21.177,22.667,23.260,25.306,18.324,26.286,16.800,21.264,16.992,34.030,22.623,22.661,20.547,23.465,19.594,24.868,25.480,21.013,21.035,22.695
1229,21.792,21.485,24.029,27.339,26.584,21.170,22.655,23.250,25.307,18.283,26.297,16.784,21.312,16.961,34.088,22.604,22.645,20.560,23.474,19.612,24.902,25.435,20.990,21.035,22.734
1230,21.820,21.471,24.024,27.287,26.564,21.133,22.660,23.269,25.286,18.237,26.281,16.806,21.277,16.947,34.062,22.597,22.653,20.530,23.423,19.603,24.894,25.444,20.995,21.024,22.665
1231,21.816,21.515,24.057,27.352,26.535,21.179,22.623,23.265,25.386,18.288,26.293,16.797,21.283,16.958,34.052,22.619,22.691,20.585,23.511,19.628,24.888,25.443,21.019,21.005,22.701
1232,21.801,21.574,24.102,27.389,26.612,21.210,22.684,23.277,25.310,18.501,26.300,16.806,21.303,17.006,34.093,22.641,22.707,20.615,23.504,19.656,24.923,25.450,21.015,21.062,22.707
1233,21.846,21.555,24.092,27.419,26.677,21.229,22.721,23.269,25.341,19.068,26.373,16.835,21.296,16.981,34.053,22.634,22.707,20.608,23.508,19.640,24.931,25.510,21.051,21.056,22.747
1234,21.862,21.564,24.156,27.417,26.771,21.249,22.767,23.326,25.344,19.027,26.361,16.842,21.340,16.997,34.077,22.699,22.758,20.638,23.588,19.703,24.971,25.528,21.063,21.055,22.778
1235,21.864,21.534,24.114,27.408,26.710,21.231,22.712,23.290,25.344,18.822,26.335,16.844,21.352,17.005,34.102,22.665,22.708,20.625,23.579,19.661,24.938,25.493,21.051,21.080,22.720
1236,21.870,21.516,24.084,27.397,26.710,21.190,22.695,23.277,25.275,18.624,26.313,16.818,21.319,16.955,34.089,22.610,22.730,20.618,23.505,19.669,24.950,25.461,21.064,21.093,22.747
1237,21.890,21.609,24.068,27.387,26.712,21.231,22.686,23.261,25.301,18.479,26.317,16.802,21.338,17.027,34.087,22.670,22.723,20.654,23.536,19.671,24.936,25.502,21.066,21.072,22.769
1238,21.858,21.575,24.108,27.396,26.810,21.219,22.671,23.239,25.278,18.624,26.316,16.799,21.307,16.980,34.056,22.692,22.720,20.616,23.545,19.643,24.950,25.492,21.033,21.074,22.738
1239,21.846,21.549,24.118,27.397,26.706,21.226,22.706,23.285,25.267,18.558,26.334,16.822,21.295,17.003,34.048,22.632,22.724,20.582,23.544,19.658,24.912,25.483,21.027,21.049,22.713
1240,21.864,21.528,24.075,27.393,26.589,21.201,22.657,23.238,25.276,18.465,26.315,16.787,21.306,16.951,33.991,22.639,22.703,20.572,23.509,19.648,24.895,25.471,20.981,21.066,22.687
1241,21.787,21.430,24.026,27.363,26.551,21.140,22.616,23.172,25.227,18.397,26.311,16.783,21.265,16.970,33.951,22.601,22.670,20.593,23.442,19.616,24.903,25.412,20.983,21.042,22.697
1242,21.821,21.517,24.021,27.384,26.622,21.169,22.659,23.203,25.288,18.370,26.257,16.797,21.278,16.986,34.017,22.655,22.688,20.539,23.429,19.634,24.914,25.478,21.014,21.022,22.692
1243,21.820,21.550,24.008,27.376,26.518,21.199,22.673,23.208,25.267,18.444,26.290,16.790,21.288,16.943,33.984,22.584,22.685,20.558,23.464,19.635,24.874,25.453,20.990,21.009,22.694
1244,21.796,21.457,24.035,27.324,26.442,21.146,22.637,23.164,25.214,18.356,26.260,16.782,21.273,16.945,33.962,22.572,22.614,20.536,23.478,19.596,24.889,25.431,20.979,21.040,22.609
1245,21.766,21.424,24.010,27.324,26.436,21.128,22.591,23.182,25.255,18.359,26.234,16.790,21.281,16.914,33.882,22.557,22.650,20.558,23.435,19.601,24.869,25.429,21.004,21.030,22.657
1246,21.819,21.523,24.028,27.346,26.424,21.185,22.620,23.274,25.346,18.332,26.280,16.756,21.278,16.948,33.983,22.565,22.671,20.568,23.446,19.616,24.886,25.446,21.004,21.054,22.649
1247,21.821,21.498,24.024,27.306,26.478,21.121,22.653,23.195,25.345,18.270,26.250,16.782,21.288,16.915,33.927,22.584,22.673,20.554,23.427,19.587,24.870,25.426,20.998,21.019,22.632
1248,21.827,21.503,24.048,27.319,26.497,21.144,22.648,23.212,25.407,18.282,26.273,16.803,21.307,16.939,33.977,22.591,22.659,20.563,23.440,19.626,24.878,25.415,21.016,21.047,22.701
1249,21.870,21.523,24.032,27.366,26.493,21.160,22.658,23.241,25.409,18.245,26.264,16.778,21.322,16.962,34.017,22.586,22.663,20.600,23.462,19.616,24.896,25.443,21.019,21.020,22.701
1250,21.823,21.535,24.052,27.353,26.461,21.172,22.652,23.260,25.335,18.197,26.269,16.799,21.283,16.981,33.986,22.596,22.676,20.602,23.438,19.603,24.894,25.455,21.026,21.018,22.692
1251,21.817,21.502,24.022,27.308,26.515,21.199,22.658,23.206,25.328,18.288,26.301,16.789,21.320,17.014,33.996,22.604,22.675,20.582,23.467,19.613,24.899,25.419,21.010,21.064,22.716
1252,21.791,21.495,24.011,27.362,26.438,21.163,22.640,23.191,25.289,18.269,26.234,16.775,21.282,16.934,33.920,22.590,22.638,20.567,23.414,19.596,24.855,25.420,21.012,21.031,22.669
1253,21.796,21.446,23.964,27.296,26.415,21.153,22.600,23.179,25.219,18.150,26.221,16.802,21.238,16.966,33.901,22.575,22.654,20.544,23.420,19.579,24.846,25.402,20.965,21.002,22.648
