 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25
4313,19.511,19.389,21.620,24.853,24.039,18.834,20.199,20.618,23.172,16.356,23.296,14.775,18.833,14.748,26.595,20.279,20.430,18.600,21.047,17.453,22.395,22.431,19.469,18.802,20.329
4314,19.483,19.378,21.606,24.791,24.082,18.808,20.196,20.574,23.160,16.351,23.269,14.781,18.833,14.707,26.564,20.258,20.447,18.577,21.037,17.454,22.375,22.419,19.440,18.781,20.343
4315,19.473,19.392,21.607,24.810,24.060,18.778,20.145,20.532,23.181,16.331,23.241,14.772,18.806,14.731,26.537,20.257,20.422,18.612,21.067,17.474,22.382,22.419,19.428,18.790,20.315
4316,19.486,19.371,21.619,24.777,24.021,18.817,20.187,20.580,23.194,16.324,23.281,14.761,18.794,14.733,26.549,20.272,20.449,18.569,21.023,17.472,22.397,22.424,19.423,18.776,20.323
4317,19.464,19.368,21.578,24.808,24.031,18.785,20.190,20.571,23.168,16.317,23.230,14.759,18.805,14.715,26.526,20.239,20.415,18.568,21.003,17.440,22.359,22.404,19.421,18.773,20.334
4318,19.506,19.384,21.614,24.777,24.025,18.761,20.156,20.531,23.168,16.303,23.244,14.768,18.798,14.726,26.513,20.241,20.439,18.585,21.046,17.433,22.391,22.395,19.432,18.787,20.332
4319,19.486,19.319,21.604,24.742,23.949,18.762,20.158,20.543,23.180,16.331,23.234,14.759,18.800,14.697,26.515,20.223,20.439,18.582,21.015,17.463,22.375,22.378,19.437,18.796,20.306
4320,19.493,19.330,21.606,24.776,23.932,18.789,20.186,20.571,23.173,16.278,23.251,14.766,18.833,14.705,26.545,20.229,20.426,18.556,21.018,17.442,22.356,22.385,19.428,18.763,20.301
4321,19.481,19.385,21.634,24.781,23.929,18.796,20.186,20.570,23.166,16.310,23.254,14.722,18.757,14.698,26.531,20.211,20.401,18.594,21.001,17.456,22.355,22.390,19.430,18.773,20.317
4322,19.472,19.332,21.605,24.748,23.929,18.763,20.150,20.528,23.135,16.283,23.230,14.776,18.788,14.733,26.498,20.238,20.412,18.584,21.001,17.434,22.359,22.397,19.372,18.760,20.275
4323,19.507,19.374,21.579,24.753,23.975,18.755,20.168,20.539,23.178,16.336,23.245,14.759,18.792,14.687,26.518,20.231,20.369,18.573,20.977,17.438,22.373,22.360,19.442,18.782,20.289
4324,19.462,19.355,21.613,24.754,23.972,18.744,20.141,20.574,23.178,16.310,23.227,14.744,18.783,14.715,26.509,20.205,20.435,18.591,21.017,17.430,22.353,22.387,19.415,18.789,20.339
4325,19.480,19.408,21.617,24.827,24.012,18.788,20.199,20.591,23.207,16.359,23.261,14.759,18.787,14.749,26.556,20.233,20.449,18.580,21.056,17.470,22.400,22.412,19.400,18.780,20.371
4326,19.499,19.421,21.639,24.824,24.015,18.784,20.216,20.581,23.154,16.320,23.295,14.813,18.809,14.734,26.549,20.289,20.439,18.618,21.048,17.471,22.400,22.362,19.445,18.774,20.367
4327,19.514,19.393,21.638,24.803,23.995,18.764,20.229,20.564,23.159,16.338,23.263,14.758,18.767,14.725,26.533,20.257,20.376,18.583,21.032,17.439,22.384,22.401,19.435,18.780,20.352
4328,19.528,19.330,21.632,24.809,23.960,18.786,20.177,20.555,23.195,16.402,23.267,14.758,18.802,14.753,26.530,20.248,20.415,18.546,20.979,17.452,22.371,22.367,19.418,18.772,20.368
4329,19.517,19.420,21.601,24.790,23.945,18.782,20.157,20.551,23.175,16.415,23.267,14.752,18.774,14.738,26.533,20.262,20.423,18.592,21.020,17.451,22.383,22.388,19.440,18.791,20.395
4330,19.551,19.396,21.582,24.803,23.911,18.771,20.160,20.568,23.157,16.367,23.256,14.712,18.774,14.739,26.523,20.288,20.402,18.567,20.970,17.436,22.370,22.378,19.444,18.792,20.379
4331,19.524,19.406,21.596,24.808,23.895,18.774,20.177,20.543,23.168,16.350,23.224,14.772,18.749,14.699,26.521,20.301,20.399,18.551,20.977,17.428,22.347,22.348,19.431,18.767,20.380
4332,19.473,19.417,21.593,24.773,23.887,18.747,20.175,20.515,23.137,16.368,23.226,14.761,18.765,14.706,26.485,20.281,20.420,18.538,21.010,17.417,22.327,22.374,19.425,18.747,20.392
4333,19.471,19.370,21.591,24.790,23.913,18.762,20.159,20.540,23.152,16.358,23.233,14.741,18.735,14.711,26.509,20.258,20.401,18.567,21.015,17.425,22.331,22.356,19.428,18.743,20.352
4334,19.510,19.400,21.576,24.786,23.893,18.748,20.122,20.504,23.181,16.402,23.191,14.698,18.761,14.702,26.489,20.220,20.361,18.520,20.982,17.402,22.342,22.350,19.394,18.737,20.358
4335,19.494,19.363,21.558,24.756,23.909,18.757,20.104,20.516,23.167,16.354,23.210,14.730,18.758,14.698,26.457,20.212,20.370,18.509,20.962,17.405,22.305,22.318,19.366,18.719,20.355
4336,19.534,19.396,21.621,24.780,23.896,18.733,20.095,20.513,23.155,16.381,23.252,14.721,18.731,14.706,26.456,20.245,20.407,18.528,21.011,17.425,22.314,22.302,19.386,18.759,20.320
4337,19.496,19.396,21.562,24.739,23.865,18.746,20.136,20.466,23.140,16.413,23.224,14.719,18.763,14.716,26.486,20.211,20.373,18.527,20.988,17.404,22.308,22.331,19.361,18.747,20.316
4338,19.456,19.408,21.588,24.759,23.876,18.733,20.123,20.496,23.112,16.321,23.243,14.737,18.748,14.694,26.434,20.232,20.400,18.517,20.944,17.410,22.320,22.355,19.391,18.737,20.328
4339,19.498,19.419,21.563,24.760,23.879,18.728,20.139,20.468,23.104,16.301,23.217,14.763,18.749,14.685,26.419,20.215,20.404,18.541,20.977,17.399,22.325,22.356,19.408,18.724,20.323
4340,19.465,19.344,21.546,24.666,23.815,18.735,20.113,20.479,23.097,16.312,23.248,14.700,18.757,14.688,26.427,20.217,20.390,18.516,21.004,17.418,22.320,22.348,19.400,18.738,20.278
4341,19.465,19.367,21.578,24.772,23.814,18.719,20.088,20.504,23.099,16.374,23.211,14.719,18.749,14.681,26.434,20.197,20.377,18.539,20.966,17.403,22.310,22.327,19.377,18.734,20.335
4342,19.516,19.378,21.599,24.773,23.833,18.728,20.122,20.497,23.134,16.312,23.219,14.744,18.749,14.709,26.439,20.211,20.376,18.558,20.996,17.448,22.338,22.361,19.424,18.738,20.331
4343,19.460,19.396,21.584,24.791,23.822,18.734,20.136,20.501,23.122,16.317,23.226,14.755,18.752,14.691,26.488,20.266,20.365,18.555,21.006,17.402,22.308,22.324,19.396,18.746,20.312
4344,19.474,19.399,21.566,24.796,23.849,18.767,20.152,20.526,23.140,16.510,23.230,14.736,18.784,14.727,26.434,20.191,20.397,18.511,20.964,17.429,22.295,22.358,19.387,18.761,20.319
4345,19.493,19.365,21.579,24.758,23.834,18.735,20.136,20.523,23.176,17.785,23.228,14.783,18.728,14.750,26.477,20.252,20.412,18.571,20.974,17.415,22.318,22.354,19.416,18.747,20.330
4346,19.456,19.332,21.575,24.764,23.795,18.764,20.124,20.470,23.142,18.355,23.185,14.728,18.739,14.700,26.453,20.164,20.355,18.567,20.958,17.411,22.286,22.306,19.371,18.731,20.315
4347,19.470,19.367,21.591,24.794,23.852,18.763,20.132,20.493,23.106,17.922,23.208,14.740,18.775,14.714,26.446,20.210,20.396,18.555,20.984,17.391,22.322,22.325,19.379,18.750,20.322
4348,19.497,19.389,21.596,24.783,23.860,18.778,20.152,20.509,23.128,17.532,23.238,14.737,18.749,14.742,26.514,20.232,20.400,18.561,21.012,17.437,22.334,22.348,19.391,18.745,20.354
4349,19.467,19.394,21.605,24.798,23.839,18.779,20.155,20.543,23.177,17.224,23.225,14.740,18.733,14.768,26.458,20.262,20.405,18.558,21.010,17.457,22.332,22.370,19.416,18.753,20.335
4350,19.498,19.399,21.559,24.823,23.856,18.777,20.139,20.521,23.160,17.028,23.237,14.741,18.761,14.726,26.480,20.238,20.366,18.561,21.001,17.402,22.347,22.331,19.398,18.756,20.351
4351,19.485,19.370,21.594,24.820,23.884,18.769,20.149,20.491,23.126,16.895,23.247,14.745,18.800,14.713,26.489,20.241,20.393,18.555,20.993,17.431,22.374,22.385,19.398,18.781,20.336
4352,19.502,19.376,21.574,24.807,23.875,18.763,20.102,20.487,23.151,16.771,23.240,14.742,18.767,14.711,26.478,20.228,20.376,18.525,21.004,17.415,22.338,22.365,19.422,18.771,20.328
4353,19.447,19.380,21.561,24.816,23.944,18.785,20.127,20.559,23.130,16.718,23.230,14.733,18.769,14.732,26.452,20.252,20.442,18.560,20.977,17.420,22.349,22.379,19.352,18.758,20.341
4354,19.507,19.389,21.614,24.843,23.969,18.828,20.134,20.516,23.158,16.752,23.236,14.758,18.826,14.726,26.524,20.262,20.422,18.602,21.023,17.444,22.373,22.386,19.413,18.774,20.366
4355,19.520,19.383,21.621,24.848,23.954,18.769,20.135,20.488,23.168,17.033,23.235,14.755,18.764,14.699,26.449,20.276,20.490,18.588,21.035,17.443,22.388,22.365,19.417,18.770,20.384
4356,19.502,19.384,21.619,24.823,23.916,18.769,20.083,20.469,23.157,16.987,23.297,14.761,18.791,14.756,26.453,20.233,20.387,18.568,21.023,17.433,22.401,22.344,19.395,18.794,20.319
4357,19.457,19.363,21.594,24.833,23.902,18.750,20.094,20.475,23.131,16.796,23.226,14.752,18.757,14.714,26.436,20.198,20.365,18.509,20.997,17.391,22.339,22.352,19.373,18.756,20.330
4358,19.492,19.398,21.632,24.839,23.978,18.778,20.116,20.526,23.143,16.738,23.278,14.717,18.781,14.669,26.477,20.266,20.460,18.578,21.010,17.430,22.375,22.331,19.430,18.764,20.349
4359,19.489,19.341,21.619,24.830,23.922,18.775,20.120,20.495,23.148,16.612,23.244,14.762,18.751,14.700,26.444,20.252,20.429,18.554,21.023,17.446,22.383,22.323,19.405,18.745,20.347
4360,19.452,19.407,21.588,24.793,23.917,18.794,20.104,20.490,23.130,16.582,23.244,14.734,18.761,14.691,26.463,20.220,20.379,18.546,20.992,17.438,22.348,22.332,19.387,18.740,20.332
4361,19.458,19.359,21.565,24.830,23.868,18.746,20.135,20.480,23.086,16.517,23.227,14.749,18.742,14.683,26.435,20.243,20.397,18.543,20.999,17.422,22.325,22.299,19.381,18.751,20.306
4362,19.482,19.402,21.626,24.814,23.910,18.797,20.177,20.507,23.118,16.486,23.271,14.729,18.762,14.699,26.465,20.273,20.453,18.587,21.025,17.426,22.351,22.382,19.422,18.751,20.356
4363,19.473,19.372,21.636,24.822,23.892,18.754,20.149,20.515,23.142,16.462,23.280,14.735,18.769,14.731,26.453,20.236,20.431,18.573,21.006,17.424,22.365,22.373,19.440,18.742,20.353
4364,19.500,19.346,21.644,24.872,23.926,18.738,20.144,20.514,23.137,16.556,23.268,14.753,18.795,14.729,26.490,20.285,20.431,18.559,21.032,17.424,22.341,22.311,19.421,18.751,20.346
4365,19.449,19.385,21.589,24.781,23.902,18.774,20.115,20.484,23.142,17.225,23.253,14.712,18.736,14.701,26.467,20.212,20.398,18.561,20.986,17.430,22.337,22.354,19.439,18.737,20.337
4366,19.447,19.335,21.551,24.798,23.904,18.776,20.150,20.487,23.222,18.210,23.233,14.722,18.705,14.676,26.458,20.220,20.425,18.536,21.000,17.418,22.343,22.377,19.384,18.720,20.333
4367,19.433,19.357,21.594,24.830,23.906,18.757,20.124,20.532,23.232,18.044,23.258,14.722,18.761,14.726,26.458,20.214,20.387,18.529,21.023,17.422,22.347,22.365,19.391,18.722,20.338
4368,19.440,19.358,21.579,24.766,23.959,18.756,20.129,20.490,23.181,17.668,23.231,14.732,18.766,14.696,26.448,20.195,20.407,18.577,21.016,17.418,22.350,22.376,19.392,18.737,20.326
4369,19.417,19.355,21.571,24.759,23.840,18.778,20.123,20.468,23.143,17.297,23.214,14.706,18.723,14.698,26.439,20.208,20.396,18.558,20.939,17.426,22.317,22.352,19.401,18.731,20.293
4370,19.451,19.304,21.551,24.751,23.836,18.772,20.135,20.464,23.146,17.140,23.207,14.730,18.745,14.683,26.419,20.220,20.387,18.550,20.972,17.391,22.355,22.322,19.407,18.703,20.294
4371,19.438,19.338,21.600,24.796,23.827,18.754,20.153,20.443,23.153,16.980,23.269,14.751,18.742,14.708,26.480,20.218,20.420,18.555,20.980,17.418,22.340,22.308,19.410,18.743,20.304
4372,19.453,19.323,21.574,24.752,23.791,18.752,20.084,20.463,23.153,16.857,23.227,14.744,18.747,14.698,26.335,20.209,20.380,18.517,20.949,17.395,22.360,22.291,19.375,18.708,20.301
4373,19.444,19.302,21.576,24.704,23.833,18.738,20.156,20.462,23.106,16.760,23.219,14.701,18.708,14.666,26.424,20.230,20.373,18.526,20.962,17.419,22.311,22.332,19.386,18.670,20.297
4374,19.439,19.315,21.584,24.716,23.811,18.747,20.104,20.443,23.104,16.745,23.192,14.697,18.690,14.679,26.458,20.223,20.374,18.536,20.988,17.402,22.295,22.322,19.409,18.686,20.288
4375,19.420,19.350,21.614,24.746,23.832,18.713,20.161,20.455,23.125,16.750,23.207,14.736,18.743,14.705,26.427,20.219,20.377,18.570,20.962,17.417,22.332,22.330,19.384,18.713,20.295
4376,19.419,19.374,21.595,24.754,23.820,18.734,20.137,20.477,23.152,16.776,23.214,14.761,18.773,14.692,26.443,20.244,20.391,18.569,20.985,17.412,22.334,22.340,19.421,18.728,20.304
4377,19.444,19.365,21.579,24.753,23.809,18.759,20.184,20.482,23.127,16.691,23.229,14.751,18.790,14.713,26.412,20.291,20.406,18.546,20.969,17.416,22.335,22.329,19.386,18.749,20.292
4378,19.408,19.315,21.574,24.718,23.825,18.738,20.124,20.490,23.114,16.694,23.212,14.734,18.750,14.697,26.436,20.225,20.425,18.575,20.980,17.414,22.326,22.326,19.401,18.751,20.277
4379,19.418,19.297,21.574,24.672,23.796,18.735,20.132,20.426,23.070,16.582,23.176,14.719,18.736,14.684,26.394,20.194,20.382,18.528,20.966,17.393,22.302,22.284,19.397,18.702,20.282
4380,19.451,19.326,21.566,24.746,23.837,18.765,20.107,20.489,23.099,16.538,23.216,14.692,18.739,14.664,26.418,20.233,20.426,18.524,20.966,17.418,22.293,22.331,19.379,18.715,20.309
4381,19.469,19.379,21.619,24.710,23.853,18.745,20.099,20.468,23.092,16.486,23.229,14.724,18.727,14.695,26.427,20.236,20.409,18.574,21.001,17.447,22.319,22.331,19.414,18.743,20.311
4382,19.431,19.323,21.528,24.579,23.748,18.734,20.084,20.422,23.059,16.398,23.171,14.722,18.712,14.660,26.464,20.205,20.353,18.499,20.956,17.420,22.332,22.331,19.408,18.737,20.234
4383,19.446,19.372,21.492,24.692,23.895,18.770,20.129,20.461,23.134,16.485,23.093,14.708,18.680,14.677,26.445,20.197,20.341,18.501,20.861,17.335,22.207,22.336,19.434,18.667,20.311
4384,19.446,19.354,21.585,24.724,23.934,18.772,20.122,20.482,23.155,16.524,23.223,14.726,18.709,14.654,26.449,20.232,20.416,18.560,20.971,17.389,22.282,22.355,19.423,18.686,20.320
4385,19.433,19.326,21.577,24.731,23.893,18.790,20.120,20.462,23.108,16.807,23.193,14.735,18.761,14.700,26.430,20.264,20.436,18.577,21.004,17.409,22.320,22.330,19.402,18.715,20.329
4386,19.413,19.347,21.556,24.719,23.887,18.720,20.102,20.436,23.095,16.829,23.216,14.717,18.707,14.692,26.365,20.229,20.369,18.550,20.977,17.412,22.308,22.361,19.366,18.718,20.283
4387,19.394,19.299,21.574,24.704,23.884,18.744,20.083,20.435,23.068,16.683,23.228,14.706,18.721,14.687,26.428,20.196,20.374,18.551,20.983,17.403,22.334,22.298,19.409,18.710,20.309
4388,19.449,19.319,21.562,24.719,23.901,18.743,20.087,20.447,23.139,16.624,23.190,14.728,18.736,14.671,26.422,20.233,20.414,18.545,20.952,17.408,22.329,22.311,19.421,18.743,20.297
4389,19.425,19.319,21.543,24.706,23.899,18.765,20.086,20.452,23.110,16.533,23.203,14.720,18.736,14.707,26.436,20.257,20.428,18.554,20.969,17.403,22.305,22.295,19.402,18.700,20.312
4390,19.416,19.295,21.544,24.688,23.783,18.741,20.061,20.403,23.061,16.490,23.167,14.717,18.704,14.672,26.386,20.223,20.350,18.532,20.943,17.399,22.257,22.258,19.363,18.701,20.287
4391,19.440,19.278,21.524,24.688,23.836,18.713,20.088,20.424,23.107,16.445,23.187,14.712,18.714,14.663,26.364,20.199,20.368,18.516,20.945,17.384,22.273,22.290,19.366,18.706,20.300
4392,19.440,19.334,21.526,24.649,23.833,18.740,20.078,20.429,23.084,16.382,23.167,14.712,18.698,14.671,26.366,20.218,20.342,18.536,20.951,17.372,22.283,22.251,19.382,18.689,20.234
4393,19.366,19.302,21.520,24.639,23.764,18.701,20.105,20.396,23.082,16.378,23.178,14.700,18.711,14.694,26.400,20.191,20.371,18.532,20.931,17.395,22.291,22.276,19.395,18.719,20.256
4394,19.389,19.266,21.540,24.672,23.760,18.710,20.031,20.415,23.029,16.317,23.201,14.687,18.733,14.694,26.387,20.192,20.359,18.529,20.982,17.394,22.298,22.316,19.387,18.700,20.232
4395,19.425,19.337,21.558,24.667,23.815,18.742,20.079,20.446,23.091,16.370,23.206,14.702,18.744,14.684,26.423,20.234,20.361,18.527,20.958,17.413,22.305,22.363,19.469,18.695,20.295
4396,19.441,19.303,21.561,24.723,23.883,18.783,20.133,20.421,23.091,16.409,23.182,14.724,18.746,14.681,26.380,20.288,20.393,18.551,20.974,17.385,22.312,22.331,19.419,18.714,20.301
4397,19.416,19.305,21.560,24.700,23.843,18.740,20.075,20.435,23.104,16.903,23.194,14.703,18.724,14.688,26.394,20.231,20.406,18.550,20.980,17.419,22.320,22.305,19.429,18.670,20.273
4398,19.407,19.347,21.553,24.674,23.856,18.757,20.104,20.428,23.097,18.104,23.198,14.698,18.746,14.681,26.376,20.202,20.368,18.508,20.952,17.384,22.320,22.281,19.400,18.717,20.280
4399,19.422,19.268,21.533,24.718,23.813,18.753,20.065,20.416,23.063,18.201,23.156,14.710,18.696,14.673,26.372,20.183,20.346,18.520,20.966,17.375,22.290,22.253,19.364,18.692,20.252
4400,19.449,19.330,21.550,24.722,23.787,18.738,20.093,20.412,23.077,17.734,23.196,14.729,18.713,14.684,26.392,20.180,20.378,18.514,20.944,17.407,22.314,22.294,19.376,18.687,20.276
4401,19.410,19.306,21.531,24.725,23.822,18.697,20.091,20.394,23.050,17.415,23.178,14.701,18.712,14.675,26.377,20.202,20.357,18.550,20.976,17.377,22.290,22.269,19.386,18.697,20.261
4402,19.385,19.346,21.566,24.729,23.800,18.735,20.067,20.420,23.043,17.206,23.193,14.695,18.723,14.685,26.369,20.207,20.389,18.533,20.979,17.396,22.293,22.289,19.369,18.687,20.253
4403,19.407,19.314,21.546,24.713,23.803,18.741,20.077,20.389,23.044,17.011,23.179,14.686,18.667,14.652,26.366,20.212,20.322,18.524,20.940,17.372,22.271,22.291,19.352,18.662,20.255
4404,19.387,19.278,21.529,24.755,23.814,18.737,20.061,20.404,23.074,16.869,23.172,14.702,18.692,14.669,26.336,20.209,20.330,18.534,20.928,17.375,22.273,22.281,19.343,18.670,20.266
4405,19.374,19.285,21.545,24.686,23.796,18.708,20.042,20.411,23.036,16.748,23.172,14.687,18.679,14.673,26.322,20.154,20.354,18.530,20.938,17.378,22.283,22.271,19.354,18.687,20.217
4406,19.389,19.303,21.535,24.726,23.838,18.693,20.063,20.444,23.051,16.701,23.177,14.678,18.705,14.652,26.331,20.181,20.374,18.496,20.950,17.372,22.272,22.293,19.389,18.688,20.272
4407,19.433,19.365,21.560,24.719,23.856,18.717,20.109,20.437,23.085,16.668,23.200,14.667,18.733,14.669,26.380,20.240,20.382,18.534,20.988,17.400,22.311,22.359,19.380,18.727,20.314
4408,19.373,19.307,21.544,24.748,23.887,18.712,20.069,20.433,23.044,16.578,23.198,14.703,18.711,14.665,26.359,20.195,20.385,18.524,20.943,17.384,22.296,22.266,19.393,18.705,20.253
4409,19.413,19.311,21.550,24.750,23.911,18.722,20.080,20.430,23.061,16.572,23.200,14.699,18.736,14.659,26.367,20.223,20.432,18.540,20.942,17.410,22.318,22.261,19.362,18.730,20.289
4410,19.470,19.374,21.595,24.753,23.954,18.736,20.127,20.434,23.080,16.558,23.211,14.740,18.736,14.706,26.356,20.237,20.405,18.558,21.026,17.417,22.339,22.328,19.381,18.746,20.281
4411,19.458,19.334,21.624,24.733,23.938,18.763,20.083,20.461,23.091,16.491,23.229,14.720,18.724,14.685,26.370,20.234,20.430,18.549,20.985,17.434,22.333,22.299,19.409,18.728,20.311
4412,19.450,19.328,21.571,24.727,23.975,18.756,20.042,20.474,23.051,16.447,23.241,14.710,18.760,14.695,26.402,20.231,20.390,18.528,20.969,17.406,22.307,22.313,19.393,18.719,20.310
4413,19.406,19.286,21.546,24.693,23.910,18.747,20.056,20.458,23.043,16.394,23.201,14.685,18.709,14.690,26.357,20.226,20.354,18.526,20.939,17.394,22.296,22.268,19.401,18.689,20.294
4414,19.469,19.338,21.545,24.722,23.930,18.748,20.118,20.501,23.086,16.421,23.209,14.710,18.719,14.672,26.407,20.203,20.379,18.529,21.007,17.400,22.313,22.329,19.402,18.697,20.293
4415,19.443,19.307,21.602,24.748,23.926,18.732,20.092,20.503,23.085,16.521,23.219,14.732,18.741,14.692,26.373,20.240,20.434,18.553,20.974,17.414,22.327,22.320,19.407,18.713,20.300
4416,19.431,19.302,21.522,24.695,23.917,18.733,20.069,20.437,23.083,16.588,23.203,14.712,18.728,14.645,26.385,20.159,20.367,18.531,20.959,17.411,22.306,22.307,19.382,18.694,20.283
4417,19.406,19.331,21.548,24.714,23.958,18.724,20.099,20.482,23.097,16.506,23.217,14.723,18.742,14.687,26.394,20.210,20.381,18.555,20.974,17.421,22.304,22.292,19.397,18.701,20.311
4418,19.392,19.344,21.575,24.702,23.961,18.749,20.084,20.490,23.097,16.549,23.196,14.707,18.707,14.665,26.399,20.260,20.395,18.498,20.932,17.425,22.310,22.315,19.405,18.722,20.293
4419,19.414,19.324,21.564,24.679,23.963,18.704,20.095,20.471,23.089,16.449,23.216,14.725,18.736,14.695,26.401,20.217,20.357,18.560,20.988,17.393,22.297,22.327,19.418,18.698,20.294
4420,19.434,19.310,21.571,24.737,23.929,18.768,20.091,20.518,23.091,16.403,23.242,14.707,18.705,14.694,26.408,20.232,20.431,18.555,20.990,17.422,22.345,22.322,19.405,18.704,20.295
4421,19.445,19.352,21.588,24.696,23.887,18.732,20.104,20.443,23.099,16.360,23.211,14.718,18.720,14.684,26.409,20.275,20.396,18.536,20.989,17.410,22.321,22.302,19.408,18.730,20.279
4422,19.426,19.303,21.564,24.687,23.885,18.724,20.062,20.498,23.128,16.353,23.183,14.720,18.729,14.699,26.411,20.202,20.401,18.528,20.988,17.415,22.344,22.309,19.420,18.731,20.323
4423,19.455,19.316,21.575,24.729,23.811,18.749,20.111,20.497,23.100,16.372,23.221,14.726,18.769,14.729,26.421,20.188,20.444,18.602,20.989,17.442,22.366,22.334,19.436,18.741,20.277
4424,19.446,19.345,21.591,24.769,23.855,18.740,20.116,20.484,23.077,16.297,23.242,14.725,18.770,14.710,26.432,20.220,20.426,18.583,21.007,17.438,22.368,22.340,19.412,18.752,20.242
4425,19.436,19.317,21.560,24.717,23.818,18.728,20.074,20.463,23.084,16.299,23.189,14.747,18.754,14.685,26.415,20.178,20.370,18.554,20.970,17.413,22.307,22.310,19.416,18.708,20.261
4426,19.453,19.339,21.547,24.774,23.843,18.776,20.088,20.480,23.127,16.340,23.212,14.706,18.732,14.688,26.443,20.185,20.353,18.556,20.974,17.416,22.307,22.307,19.430,18.738,20.275
4427,19.454,19.346,21.534,24.747,23.833,18.755,20.106,20.463,23.167,16.307,23.203,14.723,18.738,14.694,26.411,20.199,20.406,18.538,20.986,17.413,22.307,22.332,19.396,18.714,20.265
4428,19.403,19.335,21.533,24.725,23.874,18.749,20.105,20.453,23.161,16.301,23.210,14.745,18.731,14.685,26.369,20.184,20.376,18.497,20.988,17.399,22.319,22.299,19.389,18.743,20.276
4429,19.428,19.330,21.555,24.727,23.843,18.747,20.080,20.455,23.115,16.297,23.196,14.722,18.725,14.675,26.361,20.181,20.332,18.552,20.910,17.417,22.345,22.290,19.408,18.730,20.275
4430,19.432,19.325,21.551,24.713,23.829,18.695,20.106,20.430,23.112,16.370,23.186,14.717,18.702,14.703,26.385,20.215,20.393,18.511,20.971,17.395,22.318,22.319,19.433,18.710,20.265
4431,19.430,19.346,21.553,24.744,23.883,18.727,20.096,20.452,23.124,16.544,23.172,14.694,18.772,14.711,26.359,20.191,20.373,18.562,20.954,17.400,22.324,22.332,19.435,18.715,20.287
4432,19.389,19.306,21.560,24.744,23.876,18.691,20.072,20.446,23.112,16.653,23.226,14.725,18.710,14.694,26.376,20.193,20.363,18.533,20.966,17.397,22.307,22.314,19.428,18.703,20.281
4433,19.411,19.297,21.511,24.687,23.790,18.681,20.013,20.366,22.984,16.634,23.150,14.731,18.701,14.653,26.148,20.192,20.391,18.523,20.958,17.355,22.279,22.189,19.308,18.729,20.243
4434,19.321,19.203,21.547,24.710,23.818,18.659,20.002,20.368,23.118,16.612,23.188,14.688,18.711,14.638,26.380,20.161,20.341,18.478,20.964,17.371,22.277,22.169,19.338,18.682,20.138
4435,19.464,19.346,21.565,24.687,23.883,18.774,20.091,20.468,23.189,16.563,23.204,14.732,18.737,14.663,26.379,20.225,20.393,18.510,20.991,17.412,22.316,22.319,19.445,18.720,20.280
4436,19.421,19.345,21.578,24.703,23.857,18.743,20.097,20.480,23.199,16.487,23.192,14.719,18.725,14.666,26.377,20.222,20.415,18.526,20.982,17.408,22.312,22.294,19.416,18.724,20.285
4437,19.418,19.291,21.556,24.749,23.826,18.710,20.090,20.463,23.164,16.390,23.175,14.708,18.692,14.657,26.365,20.169,20.353,18.543,20.950,17.399,22.313,22.323,19.401,18.722,20.250
4438,19.435,19.298,21.559,24.685,23.774,18.762,20.115,20.454,23.166,16.353,23.237,14.746,18.775,14.733,26.372,20.228,20.371,18.542,21.001,17.408,22.313,22.364,19.435,18.755,20.291
4439,19.404,19.339,21.570,24.674,23.724,18.715,20.101,20.434,23.132,16.347,23.180,14.708,18.717,14.688,26.375,20.197,20.374,18.540,20.959,17.393,22.303,22.277,19.395,18.731,20.243
4440,19.370,19.246,21.568,24.703,23.746,18.711,20.063,20.437,23.091,16.302,23.205,14.705,18.708,14.668,26.362,20.171,20.387,18.515,20.982,17.395,22.317,22.270,19.383,18.722,20.236
4441,19.374,19.285,21.520,24.637,23.710,18.708,20.054,20.399,23.072,16.275,23.185,14.687,18.709,14.649,26.330,20.123,20.323,18.496,20.966,17.389,22.277,22.252,19.350,18.704,20.231
4442,19.379,19.286,21.514,24.658,23.749,18.708,20.051,20.410,23.042,16.263,23.189,14.690,18.711,14.672,26.313,20.101,20.332,18.496,20.947,17.356,22.278,22.276,19.357,18.695,20.218
4443,19.404,19.300,21.551,24.642,23.721,18.708,20.068,20.408,23.059,16.281,23.203,14.695,18.706,14.649,26.331,20.175,20.383,18.486,20.948,17.382,22.290,22.250,19.389,18.703,20.210
4444,19.370,19.287,21.513,24.613,23.747,18.689,20.020,20.412,23.030,16.276,23.173,14.710,18.714,14.674,26.302,20.176,20.334,18.523,20.947,17.378,22.300,22.260,19.393,18.701,20.208
4445,19.385,19.290,21.509,24.637,23.665,18.673,20.041,20.401,23.052,16.297,23.192,14.684,18.706,14.649,26.309,20.137,20.328,18.480,20.923,17.370,22.292,22.204,19.362,18.699,20.209
4446,19.368,19.246,21.521,24.624,23.749,18.733,20.092,20.424,23.084,16.544,23.240,14.708,18.722,14.673,26.342,20.183,20.336,18.550,20.886,17.385,22.291,22.326,19.367,18.677,20.220
