 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
1,23.230,16.640,19.747,16.030,16.651,25.169,29.050,30.999,30.746,27.386,39.248,39.898,35.874,29.065,30.180,29.892,28.727,26.471,43.002,27.393,29.721,25.347
2,23.262,16.644,19.713,16.056,16.658,25.183,29.076,31.041,30.783,27.388,39.285,39.949,35.977,29.069,30.225,29.897,28.691,26.501,43.015,27.418,29.740,25.351
3,23.250,16.589,19.709,16.027,16.615,25.191,29.051,31.038,30.767,27.372,39.265,39.884,35.926,29.030,30.169,29.882,28.696,26.504,42.949,27.367,29.686,25.332
4,23.209,16.523,19.682,16.002,16.603,25.133,29.048,31.053,30.751,27.390,39.239,39.895,35.921,29.025,30.126,29.862,28.696,26.474,42.918,27.341,29.680,25.301
5,23.217,16.516,19.729,16.051,16.605,25.131,29.050,31.079,30.805,27.368,39.251,39.925,36.013,29.034,30.145,29.851,28.674,26.495,42.977,27.418,29.678,25.332
6,23.205,16.518,19.713,16.040,16.597,25.156,29.039,31.033,30.765,27.343,39.197,39.858,35.939,29.007,30.130,29.848,28.662,26.497,42.946,27.363,29.680,25.309
7,23.220,16.519,19.725,16.019,16.583,25.185,29.043,31.055,30.760,27.354,39.186,39.849,35.864,29.060,30.186,29.884,28.706,26.491,42.998,27.377,29.672,25.310
8,23.207,16.539,19.712,16.057,16.572,25.139,29.040,31.025,30.690,27.342,39.219,39.866,35.886,29.031,30.120,29.852,28.657,26.431,42.950,27.322,29.679,25.313
9,23.211,16.554,19.740,16.043,16.632,25.181,29.060,31.063,30.694,27.386,39.258,39.898,35.974,29.023,30.134,29.863,28.710,26.505,43.012,27.375,29.668,25.310
10,23.206,16.523,19.713,16.037,16.629,25.142,29.039,31.007,30.700,27.388,39.190,39.826,35.846,28.956,30.152,29.845,28.635,26.448,42.889,27.276,29.655,25.292
11,23.177,16.531,19.706,16.038,16.587,25.141,29.022,30.970,30.694,27.336,39.119,39.822,35.840,28.987,30.106,29.828,28.652,26.438,42.916,27.341,29.663,25.286
12,23.188,16.504,19.702,16.022,16.568,25.123,29.041,31.019,30.688,27.403,39.178,39.882,35.946,28.959,30.121,29.838,28.652,26.442,42.940,27.321,29.677,25.284
13,23.196,16.512,19.722,16.043,16.615,25.152,29.075,31.046,30.714,27.383,39.218,39.902,35.969,29.006,30.133,29.814,28.655,26.463,42.937,27.352,29.652,25.295
14,23.188,16.562,19.690,16.002,16.610,25.159,29.039,30.986,30.698,27.359,39.179,39.862,35.905,29.021,30.113,29.857,28.609,26.445,42.957,27.338,29.636,25.280
15,23.207,16.511,19.688,15.994,16.581,25.134,29.055,30.992,30.703,27.327,39.175,39.827,35.824,29.012,30.133,29.826,28.646,26.457,43.004,27.317,29.653,25.279
16,23.172,16.494,19.686,16.025,16.568,25.143,29.019,30.924,30.645,27.307,39.126,39.779,35.798,28.979,30.089,29.788,28.616,26.441,42.956,27.274,29.622,25.251
17,23.166,16.503,19.670,16.016,16.597,25.131,28.992,30.939,30.672,27.313,39.109,39.768,35.776,28.965,30.083,29.813,28.590,26.437,42.975,27.310,29.656,25.252
18,23.178,16.530,19.703,16.009,16.554,25.187,29.000,30.943,30.684,27.332,39.109,39.741,35.769,28.968,30.086,29.797,28.590,26.401,43.011,27.307,29.619,25.255
19,23.174,16.485,19.696,15.988,16.561,25.151,28.995,30.994,30.706,27.361,39.159,39.796,35.836,28.961,30.063,29.787,28.618,26.424,42.930,27.303,29.610,25.257
20,23.193,16.498,19.715,16.026,16.560,25.172,29.031,31.003,30.666,27.343,39.161,39.828,35.792,28.987,30.113,29.805,28.613,26.458,42.964,27.374,29.647,25.277
21,23.172,16.508,19.690,16.006,16.541,25.115,29.000,30.975,30.652,27.347,39.160,39.802,35.874,28.963,30.120,29.795,28.621,26.433,42.917,27.294,29.620,25.248
22,23.181,16.497,19.716,16.018,16.583,25.168,29.018,30.921,30.661,27.324,39.139,39.739,35.780,28.976,30.133,29.830,28.596,26.432,42.968,27.338,29.628,25.256
23,23.199,16.487,19.701,16.039,16.602,25.183,29.042,30.991,30.711,27.378,39.206,39.791,35.804,28.961,30.178,29.867,28.646,26.477,42.950,27.387,29.623,25.276
24,23.190,16.475,19.702,15.999,16.568,25.155,29.009,30.930,30.593,27.359,39.126,39.779,35.793,28.982,30.092,29.841,28.634,26.416,42.949,27.349,29.600,25.257
25,23.165,16.473,19.690,15.987,16.550,25.128,29.010,30.946,30.662,27.303,39.146,39.785,35.808,28.946,30.100,29.787,28.614,26.441,42.870,27.313,29.613,25.253
26,23.175,16.516,19.701,15.986,16.545,25.088,28.984,30.919,30.665,27.299,39.046,39.705,35.742,28.932,30.058,29.776,28.620,26.391,42.867,27.284,29.600,25.230
27,23.156,16.539,19.643,15.988,16.566,25.075,28.955,30.892,30.532,27.310,39.031,39.635,35.671,28.876,30.051,29.747,28.602,26.378,42.845,27.275,29.578,25.200
28,23.141,16.578,19.666,16.018,16.603,25.096,28.932,30.834,30.565,27.231,39.006,39.651,35.650,28.865,30.014,29.737,28.554,26.378,42.864,27.239,29.552,25.190
29,23.130,16.582,19.679,16.009,16.589,25.096,28.910,30.880,30.575,27.241,39.014,39.675,35.664,28.911,30.013,29.720,28.564,26.363,42.924,27.223,29.549,25.192
30,23.131,16.622,19.672,16.003,16.578,25.074,28.950,30.922,30.577,27.228,39.075,39.649,35.721,28.901,30.038,29.739,28.548,26.389,42.889,27.268,29.542,25.194
31,23.138,16.554,19.676,15.991,16.569,25.106,28.939,30.937,30.656,27.290,39.063,39.708,35.790,28.915,30.023,29.728,28.535,26.371,42.878,27.290,29.576,25.204
32,23.159,16.577,19.671,15.996,16.584,25.131,28.962,30.940,30.655,27.291,39.077,39.721,35.845,28.910,30.033,29.747,28.570,26.392,42.913,27.254,29.580,25.203
33,23.135,16.540,19.694,15.981,16.583,25.121,28.993,30.956,30.631,27.326,39.074,39.807,35.866,28.920,30.065,29.785,28.559,26.407,42.937,27.300,29.591,25.218
34,23.134,16.455,19.639,15.945,16.537,25.101,28.954,30.917,30.620,27.269,39.058,39.710,35.782,28.874,30.045,29.753,28.586,26.396,42.877,27.292,29.579,25.207
35,23.141,16.459,19.667,15.992,16.555,25.070,28.929,30.851,30.594,27.263,39.060,39.687,35.650,28.885,30.065,29.736,28.568,26.381,42.902,27.284,29.563,25.205
36,23.133,16.455,19.638,15.977,16.546,25.085,28.949,30.883,30.560,27.269,39.056,39.727,35.731,28.888,30.078,29.737,28.557,26.414,42.928,27.285,29.590,25.213
37,23.109,16.465,19.640,15.950,16.523,25.078,28.895,30.868,30.548,27.222,38.994,39.659,35.669,28.880,30.023,29.722,28.524,26.379,42.864,27.275,29.533,25.170
38,23.088,16.430,19.621,15.950,16.517,25.045,28.866,30.811,30.523,27.223,38.959,39.609,35.628,28.843,30.024,29.690,28.536,26.338,42.852,27.288,29.529,25.148
39,23.107,16.471,19.660,15.942,16.506,25.054,28.914,30.853,30.557,27.281,39.021,39.655,35.632,28.842,30.011,29.709,28.534,26.365,42.931,27.266,29.523,25.164
40,23.105,16.446,19.654,15.942,16.516,25.044,28.916,30.855,30.517,27.249,39.030,39.642,35.685,28.873,30.001,29.703,28.560,26.334,42.899,27.235,29.534,25.172
41,23.100,16.461,19.619,15.947,16.493,25.008,28.895,30.868,30.573,27.249,38.984,39.688,35.724,28.884,30.029,29.691,28.541,26.361,42.871,27.230,29.549,25.169
42,23.129,16.438,19.645,15.955,16.516,25.047,28.944,30.891,30.601,27.259,39.054,39.706,35.750,28.874,30.023,29.683,28.541,26.335,42.856,27.247,29.560,25.173
43,23.138,16.444,19.621,15.984,16.539,25.056,28.927,30.876,30.571,27.249,39.062,39.688,35.727,28.873,30.023,29.736,28.557,26.395,42.918,27.308,29.604,25.182
44,23.098,16.434,19.603,15.930,16.516,25.036,28.864,30.846,30.559,27.200,38.938,39.578,35.625,28.867,30.022,29.669,28.526,26.304,42.868,27.280,29.541,25.161
45,23.111,16.474,19.585,15.932,16.482,25.050,28.872,30.815,30.486,27.206,38.979,39.632,35.612,28.862,29.977,29.644,28.509,26.365,42.902,27.272,29.532,25.148
46,23.109,16.435,19.617,15.934,16.505,25.044,28.904,30.835,30.557,27.173,38.967,39.608,35.647,28.838,30.019,29.678,28.519,26.353,42.894,27.231,29.500,25.159
47,23.113,16.455,19.583,15.932,16.482,25.011,28.874,30.820,30.545,27.191,38.940,39.626,35.613,28.841,29.980,29.657,28.512,26.322,42.868,27.262,29.556,25.151
48,23.105,16.423,19.642,15.922,16.477,25.005,28.888,30.858,30.501,27.174,38.974,39.617,35.643,28.856,29.960,29.671,28.511,26.343,42.856,27.246,29.554,25.135
49,23.114,16.442,19.584,15.931,16.497,25.041,28.857,30.814,30.465,27.194,38.904,39.558,35.607,28.820,30.012,29.672,28.493,26.285,42.850,27.203,29.505,25.131
50,23.108,16.437,19.617,15.923,16.468,25.026,28.833,30.777,30.449,27.201,38.915,39.550,35.619,28.847,29.991,29.655,28.471,26.325,42.828,27.234,29.502,25.126
51,23.128,16.447,19.598,15.940,16.491,25.052,28.851,30.784,30.502,27.216,38.930,39.563,35.567,28.843,29.978,29.626,28.499,26.327,42.868,27.270,29.518,25.139
52,23.098,16.565,19.649,15.939,16.538,25.046,28.817,30.769,30.474,27.147,38.944,39.591,35.562,28.825,29.946,29.689,28.495,26.318,42.844,27.259,29.517,25.126
53,23.099,16.549,19.633,15.967,16.508,25.059,28.844,30.782,30.460,27.165,38.925,39.570,35.612,28.830,29.972,29.647,28.466,26.335,42.819,27.223,29.509,25.127
54,23.075,16.532,19.601,15.942,16.504,25.018,28.833,30.747,30.438,27.132,38.880,39.541,35.505,28.804,29.975,29.634,28.486,26.309,42.789,27.252,29.457,25.105
55,23.082,16.516,19.589,15.967,16.539,25.036,28.828,30.747,30.473,27.149,38.906,39.522,35.488,28.808,29.948,29.678,28.479,26.345,42.754,27.240,29.491,25.112
56,23.090,16.522,19.633,15.936,16.495,25.024,28.804,30.732,30.442,27.151,38.868,39.499,35.450,28.802,29.944,29.644,28.446,26.270,42.784,27.225,29.471,25.109
57,23.073,16.471,19.604,15.916,16.500,24.995,28.817,30.686,30.474,27.111,38.850,39.544,35.413,28.820,29.939,29.624,28.462,26.248,42.795,27.124,29.469,25.096
58,23.078,16.511,19.594,15.924,16.501,25.003,28.803,30.698,30.416,27.111,38.876,39.669,35.502,28.805,29.903,29.632,28.449,26.312,42.792,27.194,29.460,25.090
59,23.103,16.510,19.604,15.962,16.517,25.025,28.814,30.746,30.448,27.152,38.938,39.598,35.536,28.819,29.936,29.652,28.452,26.281,42.825,27.201,29.508,25.119
60,23.096,16.534,19.601,15.939,16.528,24.988,28.810,30.722,30.466,27.133,38.914,39.563,35.499,28.821,29.943,29.649,28.488,26.304,42.746,27.208,29.493,25.123
61,23.078,16.532,19.615,15.904,16.481,24.994,28.798,30.732,30.417,27.094,38.928,39.555,35.480,28.813,29.941,29.615,28.443,26.280,42.736,27.228,29.454,25.101
62,23.065,16.512,19.563,15.927,16.533,24.992,28.786,30.755,30.440,27.138,38.903,39.515,35.488,28.793,29.930,29.661,28.424,26.286,42.732,27.160,29.441,25.095
63,23.041,16.516,19.556,15.929,16.498,24.998,28.820,30.755,30.435,27.173,38.917,39.506,35.534,28.800,29.961,29.605,28.448,26.286,42.763,27.229,29.448,25.094
64,23.053,16.441,19.583,15.931,16.491,24.988,28.815,30.724,30.440,27.149,38.847,39.513,35.490,28.796,29.953,29.634,28.487,26.295,42.741,27.183,29.448,25.096
65,23.062,16.411,19.573,15.903,16.477,24.968,28.788,30.676,30.415,27.134,38.814,39.475,35.421,28.744,29.925,29.559,28.494,26.277,42.732,27.183,29.443,25.085
66,23.062,16.377,19.533,15.897,16.458,24.985,28.784,30.677,30.396,27.135,38.836,39.537,35.489,28.767,29.910,29.618,28.446,26.243,42.701,27.163,29.469,25.082
67,23.072,16.389,19.614,15.902,16.469,24.987,28.786,30.749,30.441,27.132,38.879,39.527,35.563,28.788,29.907,29.599,28.479,26.240,42.813,27.201,29.469,25.088
68,23.061,16.376,19.590,15.897,16.444,24.988,28.835,30.792,30.485,27.209,38.937,39.591,35.689,28.767,29.884,29.636,28.403,26.252,42.701,27.161,29.432,25.086
69,23.072,16.368,19.583,15.914,16.457,24.988,28.826,30.821,30.507,27.231,38.920,39.643,35.767,28.765,29.891,29.564,28.421,26.270,42.699,27.186,29.444,25.086
70,23.085,16.411,19.554,15.912,16.444,24.995,28.824,30.767,30.536,27.186,38.939,39.585,35.657,28.764,29.870,29.616,28.409,26.272,42.743,27.197,29.441,25.087
71,23.065,16.404,19.551,15.897,16.441,24.978,28.807,30.723,30.484,27.170,38.913,39.547,35.599,28.774,29.887,29.543,28.441,26.275,42.654,27.177,29.438,25.086
72,23.093,16.404,19.572,15.936,16.485,24.988,28.798,30.764,30.538,27.150,38.962,39.588,35.656,28.772,29.913,29.635,28.424,26.260,42.737,27.221,29.461,25.095
73,23.097,16.448,19.627,15.960,16.495,25.009,28.822,30.781,30.550,27.162,38.981,39.565,35.631,28.774,29.955,29.635,28.508,26.262,42.721,27.214,29.480,25.115
74,23.051,16.446,19.609,15.917,16.461,24.959,28.776,30.746,30.467,27.126,38.928,39.519,35.568,28.801,29.931,29.557,28.441,26.259,42.669,27.112,29.427,25.087
75,23.054,16.370,19.551,15.900,16.437,24.924,28.718,30.701,30.455,27.091,38.816,39.395,35.450,28.730,29.843,29.533,28.380,26.200,42.657,27.168,29.384,25.051
76,23.058,16.374,19.598,15.909,16.445,24.975,28.764,30.720,30.435,27.042,38.860,39.456,35.448,28.753,29.860,29.592,28.405,26.241,42.681,27.173,29.421,25.056
77,23.040,16.381,19.558,15.881,16.447,24.942,28.728,30.681,30.421,27.067,38.788,39.414,35.378,28.727,29.879,29.536,28.441,26.211,42.662,27.106,29.414,25.052
78,23.063,16.365,19.583,15.924,16.464,24.979,28.760,30.691,30.424,27.138,38.848,39.465,35.449,28.772,29.882,29.614,28.412,26.256,42.750,27.170,29.417,25.069
79,23.069,16.426,19.580,15.913,16.465,24.992,28.741,30.658,30.410,27.093,38.818,39.405,35.398,28.757,29.872,29.562,28.391,26.203,42.728,27.146,29.440,25.050
80,23.059,16.353,19.549,15.891,16.452,24.968,28.747,30.669,30.416,27.114,38.858,39.401,35.429,28.736,29.895,29.588,28.405,26.210,42.718,27.156,29.405,25.053
81,23.037,16.405,19.563,15.909,16.439,24.992,28.735,30.682,30.455,27.095,38.796,39.435,35.412,28.766,29.858,29.582,28.376,26.207,42.662,27.153,29.391,25.047
82,23.046,16.375,19.580,15.924,16.493,24.914,28.771,30.649,30.437,27.092,38.808,39.445,35.394,28.750,29.873,29.569,28.421,26.217,42.726,27.169,29.439,25.055
83,23.037,16.367,19.556,15.879,16.450,24.902,28.729,30.607,30.410,27.083,38.797,39.413,35.328,28.739,29.881,29.562,28.436,26.259,42.711,27.167,29.412,25.052
84,23.057,16.385,19.531,15.899,16.432,24.954,28.737,30.662,30.461,27.089,38.806,39.414,35.351,28.778,29.928,29.568,28.418,26.284,42.713,27.138,29.422,25.069
85,23.030,16.385,19.579,15.914,16.470,24.950,28.743,30.655,30.390,27.019,38.810,39.390,35.339,28.778,29.898,29.556,28.479,26.247,42.672,27.174,29.405,25.060
86,23.034,16.414,19.556,15.909,16.477,24.945,28.729,30.612,30.377,27.074,38.795,39.395,35.319,28.744,29.885,29.576,28.402,26.250,42.682,27.191,29.424,25.063
87,23.019,16.361,19.566,15.918,16.432,24.981,28.744,30.647,30.374,27.044,38.818,39.360,35.306,28.729,29.849,29.563,28.396,26.251,42.657,27.156,29.425,25.058
88,23.025,16.373,19.564,15.887,16.472,24.963,28.676,30.606,30.394,27.026,38.759,39.360,35.297,28.731,29.828,29.546,28.402,26.195,42.610,27.161,29.386,25.044
89,23.044,16.357,19.576,15.895,16.437,24.950,28.713,30.603,30.383,27.024,38.779,39.378,35.311,28.722,29.853,29.596,28.390,26.260,42.672,27.174,29.397,25.048
90,23.012,16.352,19.564,15.918,16.450,24.916,28.723,30.598,30.345,27.059,38.781,39.345,35.293,28.696,29.853,29.568,28.366,26.190,42.547,27.126,29.383,25.027
91,23.013,16.378,19.515,15.887,16.450,24.948,28.703,30.606,30.336,27.016,38.774,39.322,35.322,28.689,29.811,29.577,28.373,26.241,42.643,27.120,29.391,25.027
92,23.012,16.339,19.533,15.883,16.421,24.954,28.717,30.593,30.326,27.017,38.803,39.348,35.324,28.708,29.841,29.555,28.381,26.192,42.597,27.133,29.384,25.015
93,23.021,16.389,19.510,15.902,16.476,24.969,28.732,30.665,30.347,27.074,38.813,39.445,35.405,28.741,29.871,29.576,28.439,26.239,42.661,27.137,29.412,25.042
94,23.015,16.396,19.552,15.898,16.450,24.949,28.736,30.586,30.369,27.015,38.812,39.384,35.350,28.703,29.808,29.517,28.377,26.223,42.564,27.154,29.376,25.026
95,23.000,16.384,19.533,15.884,16.432,24.914,28.686,30.608,30.351,27.026,38.786,39.356,35.339,28.664,29.809,29.566,28.352,26.204,42.549,27.128,29.364,25.000
96,23.031,16.374,19.559,15.903,16.457,24.979,28.734,30.624,30.375,27.064,38.781,39.407,35.372,28.732,29.852,29.591,28.405,26.234,42.622,27.128,29.417,25.034
97,23.014,16.333,19.537,15.882,16.450,24.932,28.709,30.605,30.369,27.002,38.786,39.353,35.350,28.711,29.851,29.536,28.402,26.203,42.610,27.146,29.390,25.017
98,23.013,16.375,19.533,15.891,16.439,24.911,28.715,30.605,30.342,27.038,38.774,39.333,35.314,28.712,29.837,29.466,28.374,26.184,42.570,27.098,29.359,25.000
99,23.006,16.335,19.525,15.891,16.436,24.902,28.678,30.565,30.364,26.964,38.715,39.295,35.273,28.667,29.784,29.484,28.360,26.175,42.579,27.112,29.363,24.991
100,22.984,16.338,19.533,15.846,16.430,24.921,28.687,30.581,30.331,26.985,38.722,39.296,35.308,28.695,29.855,29.526,28.340,26.185,42.569,27.102,29.361,24.992
101,23.017,16.385,19.532,15.859,16.439,24.929,28.669,30.574,30.369,27.014,38.750,39.341,35.314,28.698,29.869,29.548,28.352,26.214,42.587,27.176,29.400,25.011
102,23.016,16.373,19.531,15.854,16.431,24.965,28.676,30.590,30.386,26.995,38.779,39.353,35.327,28.706,29.890,29.534,28.407,26.219,42.590,27.131,29.362,25.012
103,23.014,16.385,19.532,15.869,16.434,24.962,28.705,30.568,30.344,27.024,38.741,39.328,35.328,28.693,29.824,29.524,28.399,26.214,42.564,27.131,29.382,25.020
104,23.032,16.363,19.561,15.902,16.442,24.994,28.709,30.587,30.341,27.006,38.745,39.339,35.295,28.703,29.817,29.510,28.399,26.172,42.595,27.113,29.373,25.009
105,23.047,16.406,19.564,15.869,16.437,24.947,28.706,30.583,30.311,27.028,38.744,39.356,35.288,28.683,29.819,29.513,28.401,26.220,42.574,27.140,29.429,25.021
106,23.053,16.355,19.587,15.861,16.427,24.948,28.685,30.624,30.329,27.042,38.736,39.312,35.286,28.718,29.834,29.518,28.372,26.236,42.567,27.168,29.423,25.023
107,23.032,16.399,19.550,15.868,16.459,24.947,28.723,30.639,30.327,26.989,38.761,39.337,35.253,28.716,29.811,29.509,28.388,26.178,42.593,27.107,29.408,25.009
108,23.020,16.501,19.543,15.856,16.467,24.943,28.675,30.536,30.283,27.017,38.691,39.297,35.244,28.668,29.799,29.532,28.334,26.160,42.511,27.133,29.384,24.998
109,23.021,16.534,19.529,15.890,16.467,24.935,28.723,30.614,30.311,27.014,38.737,39.311,35.282,28.731,29.835,29.495,28.362,26.179,42.552,27.183,29.411,25.013
110,23.058,16.501,19.541,15.929,16.548,24.988,28.767,30.619,30.338,27.031,38.767,39.383,35.328,28.758,29.865,29.547,28.395,26.224,42.626,27.164,29.429,25.037
111,23.029,16.504,19.529,15.882,16.489,24.977,28.680,30.570,30.319,27.026,38.691,39.328,35.275,28.721,29.868,29.543,28.391,26.197,42.527,27.149,29.408,25.012
112,23.024,16.452,19.566,15.897,16.482,24.944,28.650,30.538,30.293,27.028,38.703,39.292,35.244,28.712,29.825,29.555,28.412,26.159,42.524,27.142,29.368,25.001
113,23.027,16.460,19.537,15.901,16.457,24.939,28.663,30.547,30.275,26.973,38.740,39.294,35.263,28.672,29.823,29.503,28.341,26.183,42.534,27.137,29.375,24.988
114,23.001,16.465,19.515,15.857,16.487,24.915,28.658,30.528,30.326,26.997,38.695,39.275,35.255,28.674,29.814,29.491,28.354,26.175,42.531,27.098,29.384,24.990
115,22.985,16.467,19.556,15.860,16.440,24.918,28.654,30.523,30.223,26.991,38.678,39.229,35.200,28.648,29.815,29.489,28.352,26.135,42.470,27.089,29.366,24.968
116,22.999,16.476,19.563,15.847,16.450,24.908,28.695,30.580,30.242,26.962,38.672,39.223,35.262,28.669,29.806,29.499,28.331,26.177,42.493,27.094,29.367,24.981
117,23.007,16.424,19.538,15.859,16.447,24.924,28.650,30.554,30.248,26.987,38.626,39.286,35.214,28.663,29.790,29.510,28.365,26.172,42.467,27.113,29.343,24.975
118,23.001,16.398,19.515,15.856,16.458,24.897,28.629,30.524,30.209,26.971,38.681,39.240,35.202,28.621,29.762,29.501,28.319,26.139,42.501,27.142,29.332,24.954
119,23.010,16.435,19.540,15.906,16.477,24.900,28.665,30.538,30.248,26.978,38.706,39.248,35.229,28.674,29.801,29.470,28.369,26.185,42.488,27.094,29.371,24.970
120,23.001,16.426,19.544,15.886,16.458,24.882,28.643,30.550,30.235,26.924,38.674,39.239,35.251,28.645,29.807,29.499,28.336,26.159,42.491,27.108,29.312,24.963
121,23.016,16.472,19.489,15.898,16.461,24.925,28.645,30.531,30.231,27.006,38.689,39.258,35.255,28.635,29.819,29.505,28.340,26.193,42.483,27.106,29.324,24.970
122,23.020,16.418,19.552,15.849,16.449,24.885,28.639,30.539,30.237,26.965,38.647,39.262,35.261,28.660,29.811,29.516,28.324,26.178,42.459,27.126,29.350,24.960
123,22.987,16.447,19.516,15.859,16.455,24.918,28.644,30.528,30.239,26.947,38.631,39.263,35.226,28.647,29.813,29.464,28.331,26.154,42.426,27.052,29.325,24.942
124,22.980,16.392,19.490,15.824,16.435,24.879,28.629,30.496,30.199,26.914,38.645,39.254,35.255,28.638,29.765,29.449,28.324,26.138,42.402,27.047,29.321,24.928
125,22.976,16.415,19.513,15.815,16.398,24.886,28.609,30.485,30.287,26.949,38.658,39.249,35.242,28.587,29.753,29.451,28.337,26.129,42.464,27.083,29.317,24.937
126,23.009,16.455,19.497,15.832,16.429,24.892,28.636,30.484,30.208,26.949,38.644,39.189,35.195,28.684,29.791,29.475,28.327,26.131,42.463,27.093,29.299,24.943
127,22.972,16.414,19.503,15.824,16.413,24.845,28.570,30.454,30.149,26.897,38.546,39.174,35.146,28.603,29.738,29.407,28.295,26.108,42.427,27.054,29.286,24.912
128,22.972,16.440,19.517,15.825,16.410,24.856,28.606,30.479,30.229,26.923,38.608,39.196,35.204,28.627,29.743,29.459,28.288,26.135,42.475,27.109,29.321,24.932
129,22.965,16.427,19.515,15.830,16.387,24.873,28.622,30.493,30.154,26.888,38.590,39.152,35.117,28.654,29.707,29.448,28.324,26.121,42.424,27.068,29.296,24.922
130,22.938,16.422,19.515,15.830,16.403,24.857,28.549,30.423,30.122,26.927,38.564,39.124,35.095,28.594,29.716,29.402,28.303,26.066,42.395,27.068,29.276,24.905
131,22.934,16.431,19.500,15.820,16.392,24.803,28.531,30.402,30.134,26.887,38.551,39.101,35.069,28.587,29.715,29.417,28.280,26.063,42.293,27.046,29.256,24.874
132,22.894,16.363,19.370,15.797,16.336,24.761,28.469,30.375,30.100,26.839,38.462,39.057,34.996,28.556,29.620,29.357,28.231,26.031,42.266,26.988,29.212,24.840
133,22.919,16.388,19.437,15.797,16.353,24.756,28.511,30.376,30.103,26.851,38.520,39.052,35.047,28.572,29.683,29.414,28.245,26.049,42.267,27.032,29.264,24.871
134,22.942,16.331,19.428,15.810,16.363,24.789,28.528,30.396,30.155,26.871,38.515,39.085,35.060,28.580,29.653,29.399,28.279,26.042,42.332,26.997,29.237,24.877
135,22.929,16.323,19.421,15.784,16.353,24.736,28.503,30.351,30.146,26.874,38.461,39.038,35.010,28.557,29.660,29.357,28.249,26.072,42.250,26.989,29.211,24.853
136,22.886,16.335,19.411,15.786,16.330,24.756,28.453,30.330,30.104,26.836,38.466,39.044,35.011,28.520,29.632,29.356,28.217,26.024,42.231,26.947,29.190,24.836
137,22.869,16.353,19.390,15.773,16.364,24.720,28.465,30.332,30.094,26.769,38.464,38.986,34.981,28.510,29.623,29.341,28.187,26.019,42.213,26.967,29.159,24.815
138,22.863,16.338,19.377,15.777,16.320,24.717,28.489,30.297,30.080,26.801,38.454,39.015,34.983,28.516,29.609,29.330,28.184,26.001,42.275,27.021,29.183,24.818
139,22.832,16.346,19.377,15.772,16.345,24.691,28.421,30.287,30.098,26.776,38.385,38.972,34.969,28.503,29.586,29.320,28.163,26.024,42.201,26.944,29.178,24.806
140,22.880,16.368,19.387,15.737,16.318,24.677,28.453,30.309,30.079,26.763,38.449,38.970,34.936,28.534,29.606,29.322,28.165,25.975,42.258,26.946,29.184,24.806
141,22.955,16.494,19.475,16.001,16.496,24.729,28.434,30.293,30.029,26.736,38.371,38.970,34.894,28.447,29.545,29.259,28.142,25.972,42.151,26.916,29.150,24.784
142,22.928,16.471,19.455,15.872,16.379,24.715,28.393,30.268,30.012,26.731,38.335,38.917,34.882,28.464,29.563,29.268,28.151,25.953,42.176,26.851,29.135,24.771
143,22.864,16.356,19.400,15.776,16.319,24.666,28.355,30.248,29.976,26.709,38.367,38.864,34.867,28.439,29.536,29.234,28.141,25.929,42.106,26.904,29.074,24.746
144,22.792,16.328,19.307,15.711,16.279,24.640,28.327,30.188,29.947,26.680,38.251,38.802,34.769,28.382,29.503,29.182,28.070,25.862,42.094,26.822,29.059,24.710
145,22.788,16.235,19.332,15.709,16.262,24.579,28.306,30.186,29.903,26.638,38.195,38.815,34.800,28.366,29.467,29.170,28.040,25.891,42.058,26.817,29.059,24.708
146,22.785,16.238,19.357,15.709,16.291,24.608,28.326,30.160,29.891,26.655,38.277,38.832,34.809,28.404,29.471,29.219,28.044,25.894,42.011,26.847,29.041,24.705
147,22.795,16.242,19.323,15.699,16.248,24.636,28.322,30.166,29.986,26.673,38.255,38.863,34.794,28.399,29.497,29.220,28.090,25.910,42.092,26.836,29.089,24.724
148,22.770,16.295,19.290,15.694,16.215,24.617,28.308,30.124,29.887,26.645,38.278,38.780,34.773,28.379,29.459,29.218,28.062,25.902,42.068,26.892,29.047,24.702
149,22.733,16.213,19.269,15.665,16.236,24.546,28.276,30.099,29.785,26.579,38.175,38.732,34.734,28.340,29.432,29.174,28.001,25.827,42.000,26.805,29.012,24.646
150,22.691,16.181,19.238,15.608,16.186,24.530,28.287,30.067,29.791,26.548,38.134,38.737,34.748,28.343,29.448,29.191,28.041,25.862,41.918,26.829,29.022,24.646
151,22.650,16.132,19.196,15.584,16.155,24.502,28.227,29.994,29.751,26.579,38.096,38.667,34.639,28.312,29.373,29.132,27.984,25.780,41.954,26.761,28.967,24.608
152,22.623,16.155,19.171,15.579,16.137,24.478,28.183,30.001,29.727,26.489,38.117,38.688,34.656,28.271,29.373,29.137,27.971,25.793,41.864,26.763,28.948,24.588
153,22.617,16.100,19.183,15.587,16.125,24.452,28.176,29.961,29.668,26.471,38.051,38.612,34.632,28.256,29.367,29.109,27.968,25.744,41.828,26.710,28.953,24.568
154,22.583,16.059,19.128,15.506,16.086,24.445,28.130,29.991,29.641,26.504,37.992,38.596,34.554,28.261,29.353,29.120,27.951,25.736,41.760,26.744,28.925,24.544
