 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
4940,18.411,12.539,15.406,12.190,12.725,19.415,21.923,22.779,22.195,20.242,30.348,30.203,26.903,22.195,22.691,22.676,21.656,19.746,27.448,21.191,22.685,19.613
4941,18.387,12.513,15.394,12.193,12.725,19.356,21.880,22.779,22.129,20.207,30.294,30.128,26.861,22.188,22.683,22.659,21.631,19.698,27.470,21.156,22.681,19.605
4942,18.392,12.551,15.416,12.201,12.740,19.358,21.919,22.765,22.203,20.281,30.309,30.156,26.895,22.210,22.705,22.656,21.635,19.724,27.428,21.175,22.685,19.619
4943,18.417,12.570,15.415,12.180,12.721,19.376,21.922,22.771,22.235,20.291,30.364,30.203,26.912,22.240,22.693,22.682,21.684,19.745,27.440,21.188,22.705,19.632
4944,18.425,12.565,15.448,12.209,12.769,19.398,21.930,22.831,22.254,20.285,30.403,30.226,26.925,22.252,22.706,22.730,21.670,19.749,27.455,21.213,22.737,19.639
4945,18.413,12.566,15.453,12.192,12.738,19.397,21.941,22.771,22.229,20.314,30.404,30.212,26.936,22.215,22.677,22.663,21.684,19.745,27.431,21.192,22.716,19.627
4946,18.408,12.565,15.390,12.192,12.749,19.407,21.951,22.804,22.212,20.287,30.331,30.212,26.930,22.230,22.685,22.678,21.677,19.712,27.489,21.177,22.729,19.631
4947,18.396,12.527,15.392,12.180,12.723,19.362,21.927,22.777,22.223,20.241,30.392,30.180,26.883,22.177,22.696,22.692,21.673,19.742,27.451,21.220,22.718,19.618
4948,18.391,12.538,15.454,12.175,12.762,19.380,21.918,22.791,22.190,20.295,30.378,30.237,26.893,22.219,22.686,22.710,21.676,19.762,27.459,21.215,22.723,19.638
4949,18.424,12.561,15.441,12.181,12.729,19.378,21.956,22.807,22.237,20.291,30.407,30.259,26.955,22.241,22.741,22.722,21.670,19.776,27.495,21.168,22.724,19.640
4950,18.431,12.559,15.489,12.214,12.765,19.429,21.953,22.824,22.233,20.294,30.455,30.276,26.943,22.280,22.717,22.695,21.686,19.780,27.506,21.259,22.758,19.648
4951,18.418,12.570,15.473,12.209,12.763,19.411,21.915,22.772,22.158,20.259,30.358,30.218,26.902,22.198,22.717,22.676,21.677,19.748,27.436,21.205,22.701,19.628
4952,18.402,12.556,15.446,12.203,12.731,19.367,21.924,22.768,22.174,20.280,30.353,30.176,26.914,22.205,22.701,22.693,21.684,19.761,27.399,21.199,22.700,19.622
4953,18.397,12.551,15.436,12.188,12.738,19.371,21.903,22.757,22.227,20.238,30.330,30.175,26.881,22.229,22.672,22.633,21.680,19.718,27.416,21.166,22.693,19.603
4954,18.401,12.572,15.413,12.184,12.739,19.380,21.925,22.755,22.195,20.263,30.339,30.176,26.867,22.206,22.676,22.633,21.688,19.725,27.434,21.208,22.681,19.612
4955,18.406,12.573,15.437,12.187,12.708,19.442,21.890,22.776,22.171,20.254,30.312,30.198,26.909,22.216,22.671,22.641,21.636,19.750,27.387,21.201,22.699,19.607
4956,18.393,12.538,15.379,12.184,12.736,19.414,21.925,22.757,22.206,20.239,30.373,30.139,26.899,22.181,22.669,22.659,21.699,19.723,27.377,21.157,22.696,19.595
4957,18.380,12.543,15.390,12.174,12.729,19.415,21.908,22.773,22.193,20.263,30.354,30.124,26.859,22.203,22.708,22.657,21.660,19.733,27.404,21.155,22.700,19.605
4958,18.408,12.560,15.405,12.188,12.722,19.455,21.921,22.761,22.181,20.264,30.358,30.183,26.893,22.207,22.678,22.666,21.704,19.740,27.377,21.201,22.707,19.617
4959,18.409,12.526,15.432,12.188,12.738,19.438,21.924,22.744,22.195,20.308,30.383,30.190,26.899,22.214,22.668,22.649,21.691,19.744,27.420,21.213,22.684,19.601
4960,18.380,12.500,15.380,12.192,12.719,19.427,21.919,22.766,22.192,20.266,30.338,30.166,26.874,22.180,22.659,22.641,21.648,19.715,27.407,21.184,22.687,19.594
4961,18.386,12.565,15.394,12.165,12.741,19.408,21.909,22.780,22.151,20.274,30.376,30.179,26.887,22.206,22.690,22.669,21.646,19.726,27.387,21.191,22.684,19.609
4962,18.395,12.552,15.406,12.188,12.704,19.409,21.929,22.776,22.212,20.246,30.336,30.190,26.910,22.205,22.673,22.689,21.654,19.742,27.474,21.208,22.713,19.622
4963,18.397,12.543,15.392,12.175,12.707,19.405,21.909,22.784,22.223,20.294,30.374,30.239,26.923,22.190,22.682,22.716,21.691,19.757,27.432,21.220,22.700,19.633
4964,18.395,12.528,15.398,12.162,12.735,19.409,21.883,22.769,22.184,20.289,30.350,30.160,26.878,22.201,22.721,22.670,21.668,19.746,27.384,21.171,22.702,19.647
4965,18.397,12.515,15.367,12.188,12.734,19.370,21.916,22.794,22.183,20.259,30.341,30.203,26.911,22.228,22.716,22.720,21.676,19.731,27.446,21.175,22.733,19.662
4966,18.398,12.517,15.368,12.176,12.738,19.380,21.892,22.752,22.196,20.261,30.378,30.203,26.892,22.226,22.745,22.688,21.685,19.757,27.413,21.199,22.698,19.652
4967,18.377,12.574,15.374,12.159,12.692,19.356,21.895,22.767,22.188,20.244,30.302,30.145,26.870,22.196,22.682,22.670,21.657,19.731,27.399,21.205,22.704,19.635
4968,18.347,12.513,15.371,12.175,12.681,19.321,21.862,22.734,22.128,20.211,30.253,30.097,26.832,22.180,22.628,22.639,21.634,19.671,27.393,21.142,22.646,19.607
4969,18.327,12.480,15.332,12.146,12.705,19.332,21.837,22.686,22.092,20.214,30.280,30.101,26.829,22.137,22.621,22.634,21.598,19.690,27.364,21.136,22.628,19.590
4970,18.349,12.513,15.348,12.141,12.675,19.324,21.885,22.743,22.097,20.241,30.245,30.077,26.827,22.165,22.615,22.621,21.621,19.698,27.348,21.131,22.621,19.598
4971,18.383,12.553,15.359,12.162,12.708,19.388,21.909,22.743,22.152,20.246,30.344,30.129,26.847,22.189,22.650,22.635,21.637,19.722,27.417,21.183,22.682,19.616
4972,18.370,12.524,15.365,12.154,12.691,19.338,21.873,22.750,22.148,20.259,30.297,30.139,26.826,22.196,22.653,22.659,21.652,19.719,27.397,21.159,22.664,19.609
4973,18.367,12.504,15.369,12.148,12.693,19.360,21.871,22.740,22.127,20.236,30.285,30.152,26.837,22.168,22.665,22.638,21.626,19.710,27.355,21.137,22.689,19.594
4974,18.364,12.519,15.356,12.177,12.703,19.369,21.906,22.762,22.171,20.259,30.316,30.165,26.875,22.200,22.690,22.628,21.660,19.741,27.397,21.159,22.721,19.598
4975,18.399,12.512,15.336,12.173,12.722,19.412,21.911,22.767,22.201,20.260,30.368,30.190,26.894,22.240,22.686,22.656,21.687,19.756,27.424,21.183,22.749,19.602
4976,18.389,12.542,15.338,12.177,12.708,19.367,21.862,22.713,22.165,20.246,30.299,30.140,26.878,22.201,22.633,22.655,21.635,19.721,27.427,21.145,22.693,19.590
4977,18.385,12.505,15.340,12.155,12.710,19.359,21.901,22.759,22.146,20.262,30.286,30.171,26.868,22.184,22.666,22.669,21.627,19.719,27.377,21.186,22.733,19.598
4978,18.385,12.537,15.321,12.183,12.718,19.380,21.870,22.756,22.165,20.286,30.307,30.157,26.848,22.181,22.679,22.638,21.682,19.739,27.381,21.191,22.709,19.591
4979,18.357,12.535,15.350,12.179,12.721,19.387,21.852,22.723,22.126,20.225,30.313,30.141,26.823,22.189,22.703,22.627,21.636,19.698,27.387,21.177,22.672,19.589
4980,18.384,12.563,15.365,12.170,12.718,19.392,21.881,22.725,22.208,20.235,30.303,30.166,26.878,22.221,22.651,22.597,21.660,19.728,27.372,21.182,22.713,19.600
4981,18.382,12.517,15.378,12.175,12.707,19.379,21.866,22.756,22.164,20.229,30.295,30.129,26.852,22.194,22.652,22.647,21.629,19.689,27.452,21.209,22.687,19.582
4982,18.375,12.517,15.377,12.171,12.731,19.343,21.858,22.728,22.183,20.263,30.317,30.138,26.863,22.186,22.655,22.611,21.624,19.709,27.404,21.193,22.673,19.583
4983,18.387,12.548,15.390,12.175,12.721,19.379,21.885,22.748,22.197,20.232,30.322,30.171,26.864,22.168,22.654,22.634,21.651,19.736,27.390,21.201,22.700,19.592
4984,18.388,12.553,15.358,12.166,12.715,19.376,21.900,22.792,22.139,20.275,30.307,30.155,26.831,22.197,22.685,22.642,21.646,19.731,27.401,21.175,22.669,19.598
4985,18.401,12.535,15.379,12.198,12.733,19.382,21.934,22.746,22.230,20.339,30.341,30.173,26.896,22.212,22.699,22.676,21.706,19.757,27.437,21.179,22.712,19.623
4986,18.398,12.548,15.353,12.150,12.720,19.388,21.910,22.782,22.223,20.239,30.334,30.191,26.896,22.215,22.681,22.683,21.693,19.780,27.387,21.169,22.695,19.608
4987,18.390,12.546,15.349,12.167,12.706,19.371,21.886,22.763,22.176,20.241,30.303,30.130,26.878,22.207,22.659,22.651,21.629,19.743,27.353,21.159,22.704,19.612
4988,18.376,12.565,15.334,12.196,12.702,19.345,21.885,22.752,22.215,20.277,30.326,30.145,26.859,22.213,22.657,22.647,21.634,19.708,27.347,21.159,22.689,19.596
4989,18.398,12.512,15.382,12.157,12.732,19.331,21.896,22.770,22.210,20.281,30.333,30.176,26.869,22.220,22.629,22.613,21.651,19.734,27.392,21.183,22.675,19.606
4990,18.374,12.504,15.365,12.168,12.713,19.388,21.880,22.755,22.193,20.243,30.322,30.189,26.871,22.210,22.631,22.651,21.627,19.706,27.375,21.112,22.676,19.596
4991,18.398,12.551,15.377,12.172,12.695,19.389,21.912,22.794,22.218,20.250,30.334,30.166,26.891,22.214,22.691,22.673,21.675,19.741,27.380,21.179,22.719,19.605
4992,18.389,12.520,15.334,12.162,12.728,19.346,21.905,22.752,22.209,20.266,30.340,30.196,26.853,22.267,22.672,22.630,21.649,19.718,27.389,21.176,22.711,19.608
4993,18.389,12.511,15.390,12.181,12.703,19.372,21.874,22.733,22.176,20.291,30.318,30.191,26.879,22.224,22.668,22.621,21.636,19.735,27.332,21.166,22.677,19.591
4994,18.392,12.560,15.379,12.149,12.708,19.360,21.921,22.742,22.217,20.282,30.322,30.168,26.893,22.221,22.686,22.666,21.649,19.729,27.328,21.179,22.694,19.597
4995,18.352,12.476,15.352,12.154,12.696,19.326,21.863,22.747,22.167,20.235,30.261,30.122,26.875,22.178,22.669,22.643,21.590,19.712,27.298,21.107,22.656,19.566
4996,18.378,12.528,15.331,12.167,12.705,19.349,21.857,22.745,22.194,20.208,30.323,30.162,26.901,22.220,22.694,22.666,21.688,19.696,27.313,21.133,22.659,19.588
4997,18.389,12.554,15.366,12.146,12.695,19.339,21.894,22.750,22.157,20.223,30.294,30.143,26.832,22.169,22.664,22.664,21.653,19.721,27.345,21.193,22.652,19.587
4998,18.377,12.530,15.341,12.162,12.695,19.348,21.834,22.671,22.160,20.231,30.256,30.114,26.828,22.147,22.635,22.578,21.629,19.700,27.335,21.124,22.621,19.569
4999,18.386,12.510,15.338,12.152,12.696,19.303,21.849,22.698,22.126,20.206,30.248,30.094,26.829,22.165,22.594,22.608,21.595,19.696,27.263,21.114,22.638,19.554
5000,18.371,12.542,15.384,12.126,12.725,19.355,21.863,22.733,22.140,20.218,30.266,30.112,26.824,22.154,22.649,22.635,21.637,19.699,27.342,21.153,22.660,19.582
5001,18.351,12.518,15.357,12.136,12.711,19.292,21.835,22.707,22.132,20.199,30.184,30.060,26.789,22.147,22.606,22.587,21.597,19.690,27.281,21.101,22.607,19.544
5002,18.366,12.519,15.331,12.183,12.708,19.303,21.849,22.698,22.139,20.179,30.226,30.071,26.797,22.149,22.583,22.574,21.569,19.650,27.284,21.080,22.607,19.542
5003,18.350,12.530,15.338,12.180,12.714,19.280,21.834,22.686,22.106,20.230,30.243,30.089,26.773,22.134,22.584,22.601,21.592,19.669,27.271,21.137,22.607,19.546
5004,18.358,12.543,15.363,12.175,12.684,19.331,21.869,22.735,22.137,20.236,30.221,30.112,26.819,22.148,22.630,22.607,21.601,19.670,27.285,21.120,22.651,19.567
5005,18.373,12.503,15.367,12.175,12.717,19.325,21.850,22.730,22.164,20.222,30.250,30.125,26.835,22.162,22.617,22.607,21.609,19.713,27.357,21.125,22.632,19.569
5006,18.376,12.513,15.406,12.182,12.706,19.357,21.892,22.743,22.234,20.269,30.299,30.103,26.852,22.151,22.689,22.668,21.635,19.712,27.361,21.164,22.666,19.593
5007,18.387,12.547,15.398,12.172,12.731,19.358,21.910,22.752,22.229,20.324,30.311,30.150,26.885,22.188,22.637,22.626,21.642,19.743,27.388,21.159,22.686,19.598
5008,18.393,12.508,15.411,12.165,12.689,19.365,21.902,22.792,22.232,20.267,30.307,30.132,26.872,22.172,22.654,22.630,21.604,19.706,27.369,21.143,22.664,19.584
5009,18.401,12.504,15.407,12.198,12.709,19.366,21.895,22.781,22.268,20.317,30.316,30.141,26.904,22.225,22.652,22.669,21.641,19.727,27.416,21.183,22.667,19.609
5010,18.393,12.531,15.371,12.186,12.713,19.363,21.903,22.770,22.270,20.290,30.302,30.156,26.858,22.226,22.664,22.634,21.651,19.698,27.318,21.120,22.708,19.595
5011,18.407,12.504,15.398,12.196,12.706,19.368,21.889,22.765,22.205,20.338,30.346,30.139,26.876,22.202,22.698,22.663,21.658,19.729,27.356,21.181,22.687,19.604
5012,18.399,12.523,15.375,12.176,12.741,19.380,21.941,22.775,22.249,20.314,30.345,30.153,26.887,22.224,22.680,22.665,21.655,19.748,27.371,21.168,22.688,19.605
5013,18.409,12.534,15.420,12.175,12.728,19.378,21.933,22.833,22.239,20.306,30.319,30.145,26.922,22.206,22.697,22.655,21.669,19.781,27.400,21.142,22.681,19.609
5014,18.373,12.512,15.365,12.158,12.675,19.355,21.878,22.754,22.235,20.271,30.316,30.109,26.879,22.177,22.632,22.636,21.657,19.706,27.304,21.156,22.650,19.574
5015,18.371,12.532,15.362,12.143,12.692,19.338,21.882,22.747,22.234,20.316,30.281,30.153,26.857,22.211,22.657,22.632,21.638,19.706,27.322,21.159,22.740,19.582
5016,18.382,12.561,15.391,12.175,12.687,19.320,21.887,22.765,22.259,20.262,30.295,30.114,26.842,22.179,22.642,22.647,21.638,19.730,27.358,21.131,22.744,19.582
5017,18.375,12.494,15.379,12.166,12.711,19.362,21.917,22.743,22.183,20.296,30.285,30.153,26.860,22.159,22.678,22.611,21.613,19.743,27.353,21.165,22.740,19.586
5018,18.373,12.540,15.356,12.163,12.683,19.368,21.882,22.739,22.184,20.227,30.321,30.128,26.867,22.197,22.649,22.642,21.599,19.687,27.342,21.122,22.698,19.581
5019,18.332,12.529,15.353,12.095,12.658,19.323,21.805,22.673,22.158,20.224,30.245,30.056,26.805,22.141,22.615,22.580,21.596,19.665,27.310,21.095,22.636,19.533
5020,18.344,12.492,15.339,12.149,12.672,19.361,21.852,22.700,22.154,20.237,30.246,30.095,26.830,22.138,22.630,22.574,21.595,19.688,27.311,21.120,22.695,19.552
5021,18.342,12.506,15.335,12.137,12.687,19.348,21.853,22.677,22.202,20.243,30.255,30.091,26.814,22.157,22.635,22.614,21.612,19.685,27.339,21.137,22.660,19.558
5022,18.347,12.514,15.373,12.156,12.710,19.349,21.863,22.684,22.176,20.231,30.224,30.097,26.845,22.133,22.639,22.578,21.624,19.686,27.289,21.096,22.674,19.555
5023,18.347,12.486,15.349,12.183,12.718,19.328,21.843,22.735,22.149,20.233,30.300,30.089,26.849,22.155,22.656,22.601,21.610,19.724,27.311,21.122,22.668,19.562
5024,18.327,12.518,15.342,12.126,12.664,19.300,21.842,22.674,22.149,20.221,30.236,30.050,26.814,22.146,22.602,22.595,21.608,19.697,27.259,21.093,22.652,19.535
5025,18.307,12.505,15.315,12.139,12.671,19.302,21.792,22.659,22.151,20.212,30.229,30.035,26.797,22.114,22.605,22.619,21.593,19.627,27.280,21.088,22.626,19.525
5026,18.339,12.501,15.345,12.111,12.656,19.297,21.833,22.676,22.181,20.214,30.246,30.059,26.830,22.187,22.652,22.609,21.622,19.704,27.290,21.113,22.645,19.549
5027,18.347,12.519,15.311,12.173,12.686,19.342,21.846,22.712,22.195,20.264,30.243,30.083,26.834,22.222,22.638,22.669,21.637,19.703,27.371,21.095,22.652,19.552
5028,18.353,12.562,15.325,12.109,12.675,19.330,21.841,22.685,22.181,20.222,30.231,30.065,26.825,22.161,22.606,22.599,21.592,19.696,27.343,21.102,22.634,19.551
5029,18.340,12.548,15.353,12.155,12.691,19.311,21.829,22.683,22.127,20.219,30.193,30.037,26.783,22.133,22.592,22.615,21.590,19.707,27.262,21.089,22.605,19.539
5030,18.298,12.522,15.308,12.108,12.645,19.286,21.800,22.688,22.113,20.198,30.111,29.999,26.729,22.086,22.554,22.539,21.536,19.615,27.214,21.101,22.566,19.514
5031,18.301,12.484,15.367,12.123,12.651,19.275,21.824,22.672,22.138,20.207,30.205,30.043,26.743,22.112,22.565,22.534,21.547,19.627,27.200,21.072,22.571,19.522
5032,18.301,12.463,15.297,12.102,12.654,19.280,21.837,22.708,22.131,20.223,30.194,30.001,26.756,22.088,22.552,22.516,21.571,19.634,27.258,21.046,22.577,19.513
5033,18.308,12.512,15.304,12.112,12.656,19.258,21.835,22.679,22.117,20.207,30.195,30.014,26.762,22.098,22.568,22.545,21.555,19.663,27.220,21.087,22.559,19.514
5034,18.314,12.461,15.306,12.128,12.650,19.257,21.802,22.669,22.145,20.208,30.196,30.018,26.790,22.104,22.595,22.559,21.575,19.670,27.270,21.087,22.580,19.522
5035,18.329,12.494,15.307,12.108,12.666,19.259,21.839,22.690,22.144,20.204,30.217,30.063,26.791,22.128,22.616,22.557,21.552,19.665,27.309,21.070,22.584,19.539
5036,18.342,12.490,15.303,12.124,12.691,19.308,21.813,22.673,22.142,20.206,30.216,30.023,26.815,22.130,22.591,22.578,21.584,19.693,27.297,21.046,22.592,19.541
5037,18.346,12.501,15.318,12.129,12.671,19.299,21.828,22.709,22.208,20.246,30.272,30.093,26.827,22.138,22.600,22.596,21.598,19.696,27.253,21.113,22.616,19.565
5038,18.364,12.491,15.351,12.127,12.702,19.324,21.836,22.709,22.187,20.226,30.231,30.047,26.853,22.157,22.617,22.564,21.620,19.693,27.308,21.109,22.621,19.561
5039,18.355,12.522,15.306,12.145,12.666,19.295,21.840,22.691,22.184,20.207,30.195,30.057,26.807,22.145,22.610,22.574,21.595,19.710,27.274,21.093,22.621,19.550
5040,18.348,12.523,15.333,12.122,12.704,19.290,21.825,22.674,22.119,20.197,30.229,30.079,26.796,22.123,22.566,22.588,21.609,19.707,27.235,21.098,22.608,19.544
5041,18.349,12.482,15.357,12.147,12.696,19.318,21.858,22.728,22.163,20.234,30.247,30.084,26.810,22.157,22.616,22.578,21.596,19.727,27.291,21.098,22.607,19.558
5042,18.364,12.486,15.324,12.122,12.683,19.323,21.857,22.707,22.160,20.207,30.230,30.078,26.827,22.129,22.605,22.562,21.612,19.693,27.247,21.117,22.621,19.559
5043,18.363,12.503,15.360,12.170,12.705,19.294,21.876,22.692,22.170,20.237,30.268,30.074,26.841,22.164,22.615,22.574,21.592,19.698,27.282,21.079,22.629,19.560
5044,18.366,12.480,15.373,12.135,12.672,19.297,21.849,22.689,22.163,20.246,30.259,30.119,26.828,22.163,22.602,22.585,21.594,19.684,27.292,21.127,22.602,19.562
5045,18.337,12.466,15.309,12.124,12.672,19.281,21.803,22.683,22.161,20.229,30.203,30.060,26.807,22.142,22.602,22.591,21.574,19.685,27.241,21.119,22.595,19.543
5046,18.312,12.477,15.299,12.116,12.649,19.265,21.784,22.668,22.117,20.176,30.189,30.047,26.775,22.132,22.550,22.541,21.589,19.670,27.242,21.064,22.574,19.529
5047,18.331,12.469,15.319,12.124,12.635,19.294,21.800,22.674,22.088,20.181,30.258,30.038,26.766,22.112,22.598,22.553,21.572,19.660,27.253,21.075,22.602,19.533
5048,18.325,12.445,15.352,12.134,12.657,19.272,21.797,22.728,22.152,20.212,30.201,30.023,26.804,22.120,22.560,22.545,21.590,19.656,27.282,21.077,22.581,19.528
5049,18.319,12.491,15.340,12.123,12.691,19.286,21.821,22.681,22.146,20.206,30.228,30.055,26.829,22.122,22.589,22.581,21.600,19.678,27.275,21.107,22.596,19.529
5050,18.338,12.500,15.367,12.159,12.663,19.292,21.810,22.688,22.126,20.174,30.217,30.051,26.788,22.129,22.600,22.563,21.557,19.675,27.274,21.083,22.606,19.534
5051,18.326,12.501,15.390,12.104,12.641,19.285,21.827,22.692,22.167,20.194,30.194,30.048,26.784,22.121,22.581,22.550,21.572,19.668,27.246,21.065,22.621,19.534
5052,18.325,12.530,15.352,12.120,12.648,19.285,21.835,22.718,22.152,20.248,30.253,30.082,26.809,22.127,22.602,22.579,21.581,19.668,27.265,21.090,22.609,19.540
5053,18.321,12.518,15.346,12.121,12.682,19.271,21.800,22.638,22.126,20.189,30.181,30.040,26.769,22.100,22.552,22.552,21.574,19.654,27.249,21.076,22.579,19.516
5054,18.295,12.534,15.310,12.108,12.675,19.260,21.785,22.661,22.097,20.191,30.145,30.029,26.763,22.070,22.534,22.513,21.578,19.648,27.230,21.061,22.571,19.510
5055,18.290,12.495,15.320,12.128,12.663,19.252,21.792,22.629,22.159,20.178,30.185,30.023,26.732,22.091,22.549,22.532,21.533,19.647,27.219,21.061,22.549,19.497
5056,18.299,12.500,15.303,12.140,12.674,19.234,21.801,22.654,22.108,20.194,30.172,29.974,26.763,22.089,22.538,22.543,21.535,19.640,27.245,21.079,22.549,19.514
5057,18.312,12.484,15.336,12.132,12.687,19.257,21.796,22.627,22.106,20.179,30.138,29.968,26.743,22.086,22.560,22.553,21.566,19.648,27.250,21.013,22.588,19.503
5058,18.308,12.504,15.317,12.113,12.685,19.277,21.780,22.647,22.097,20.194,30.165,30.020,26.774,22.116,22.571,22.545,21.573,19.675,27.240,21.031,22.585,19.517
5059,18.291,12.490,15.322,12.110,12.653,19.277,21.790,22.698,22.100,20.194,30.168,30.017,26.755,22.136,22.615,22.632,21.557,19.655,27.266,21.065,22.611,19.519
5060,18.332,12.478,15.340,12.133,12.709,19.310,21.805,22.690,22.136,20.155,30.206,30.021,26.790,22.170,22.633,22.645,21.596,19.680,27.306,21.068,22.614,19.544
5061,18.323,12.541,15.337,12.121,12.660,19.306,21.800,22.708,22.132,20.189,30.206,30.033,26.789,22.111,22.604,22.612,21.588,19.691,27.312,21.079,22.588,19.530
5062,18.300,12.496,15.315,12.116,12.637,19.285,21.762,22.623,22.063,20.179,30.155,30.001,26.750,22.090,22.573,22.528,21.522,19.634,27.247,20.999,22.566,19.504
5063,18.287,12.469,15.271,12.062,12.626,19.240,21.739,22.550,22.046,20.118,30.173,29.934,26.724,22.062,22.562,22.498,21.542,19.629,27.220,21.022,22.539,19.490
5064,18.258,12.476,15.273,12.056,12.602,19.235,21.752,22.573,22.029,20.134,30.074,29.912,26.685,22.034,22.460,22.507,21.545,19.613,27.160,21.006,22.522,19.459
5065,18.283,12.487,15.309,12.109,12.660,19.283,21.766,22.645,22.137,20.152,30.128,29.987,26.730,22.075,22.540,22.505,21.547,19.627,27.222,21.054,22.557,19.492
5066,18.286,12.475,15.263,12.089,12.643,19.284,21.770,22.617,22.095,20.121,30.122,29.973,26.726,22.084,22.519,22.503,21.563,19.622,27.255,21.039,22.534,19.496
5067,18.336,12.462,15.275,12.110,12.650,19.290,21.798,22.638,22.110,20.192,30.212,29.994,26.760,22.073,22.557,22.529,21.566,19.646,27.233,21.064,22.569,19.515
5068,18.343,12.498,15.318,12.127,12.649,19.303,21.814,22.698,22.123,20.165,30.203,30.040,26.787,22.099,22.586,22.560,21.576,19.685,27.281,21.054,22.577,19.526
5069,18.317,12.498,15.310,12.126,12.654,19.310,21.812,22.697,22.122,20.203,30.232,30.057,26.790,22.117,22.590,22.551,21.581,19.689,27.270,21.077,22.608,19.538
5070,18.336,12.490,15.313,12.098,12.647,19.304,21.794,22.649,22.158,20.189,30.206,30.034,26.767,22.129,22.559,22.543,21.587,19.678,27.311,21.082,22.605,19.526
5071,18.327,12.505,15.327,12.122,12.642,19.282,21.827,22.647,22.124,20.160,30.265,30.029,26.785,22.118,22.576,22.551,21.574,19.676,27.289,21.061,22.560,19.520
5072,18.322,12.455,15.310,12.139,12.664,19.334,21.838,22.693,22.141,20.238,30.317,30.079,26.917,22.113,22.564,22.539,21.567,19.663,27.263,21.063,22.588,19.524
5073,18.317,12.461,15.313,12.126,12.629,19.285,21.790,22.674,22.085,20.210,30.231,30.034,26.818,22.147,22.559,22.511,21.557,19.658,27.220,21.094,22.573,19.519
5074,18.315,12.481,15.314,12.100,12.644,19.306,21.821,22.661,22.104,20.186,30.178,30.069,26.775,22.123,22.580,22.568,21.561,19.658,27.271,21.069,22.582,19.515
5075,18.308,12.442,15.288,12.117,12.641,19.313,21.808,22.672,22.141,20.197,30.245,30.042,26.790,22.154,22.584,22.581,21.571,19.670,27.289,21.091,22.609,19.523
5076,18.320,12.495,15.342,12.110,12.643,19.273,21.804,22.658,22.113,20.193,30.217,30.011,26.766,22.115,22.601,22.553,21.573,19.654,27.207,21.046,22.576,19.518
5077,18.300,12.433,15.329,12.092,12.651,19.307,21.790,22.669,22.081,20.179,30.177,29.985,26.755,22.110,22.543,22.521,21.529,19.671,27.216,21.053,22.554,19.504
5078,18.287,12.503,15.363,12.126,12.629,19.281,21.789,22.643,22.084,20.150,30.153,30.024,26.760,22.126,22.553,22.526,21.563,19.632,27.215,21.057,22.555,19.505
5079,18.290,12.481,15.264,12.101,12.603,19.223,21.749,22.606,22.087,20.111,30.184,30.003,26.727,22.054,22.532,22.525,21.524,19.620,27.205,21.065,22.528,19.491
5080,18.296,12.486,15.270,12.100,12.659,19.262,21.770,22.666,22.090,20.153,30.197,29.969,26.745,22.101,22.515,22.494,21.544,19.615,27.194,21.044,22.544,19.488
5081,18.321,12.459,15.282,12.095,12.652,19.262,21.813,22.615,22.081,20.142,30.197,30.029,26.772,22.119,22.555,22.514,21.564,19.642,27.239,21.051,22.573,19.517
5082,18.297,12.465,15.284,12.094,12.642,19.259,21.774,22.610,22.067,20.151,30.173,30.020,26.735,22.078,22.542,22.528,21.559,19.616,27.195,21.065,22.575,19.497
5083,18.296,12.463,15.281,12.111,12.622,19.251,21.783,22.638,22.121,20.167,30.172,30.003,26.750,22.094,22.585,22.542,21.543,19.651,27.218,21.066,22.554,19.502
5084,18.290,12.468,15.279,12.107,12.617,19.261,21.790,22.645,22.111,20.169,30.190,29.982,26.750,22.073,22.546,22.504,21.546,19.629,27.232,21.064,22.546,19.495
5085,18.274,12.432,15.279,12.093,12.623,19.244,21.756,22.635,22.049,20.114,30.150,29.987,26.715,22.073,22.528,22.535,21.520,19.617,27.166,20.998,22.514,19.475
5086,18.283,12.475,15.329,12.118,12.669,19.264,21.780,22.634,22.089,20.180,30.157,30.006,26.786,22.081,22.565,22.513,21.559,19.634,27.192,21.054,22.564,19.496
5087,18.307,12.463,15.304,12.082,12.644,19.254,21.774,22.633,22.080,20.167,30.164,29.994,26.729,22.073,22.528,22.503,21.555,19.629,27.116,21.025,22.532,19.489
5088,18.279,12.477,15.256,12.093,12.635,19.228,21.742,22.639,22.071,20.132,30.121,29.966,26.732,22.060,22.538,22.517,21.525,19.617,27.181,21.024,22.541,19.468
5089,18.261,12.472,15.271,12.067,12.631,19.244,21.755,22.576,22.052,20.087,30.105,29.913,26.691,22.030,22.539,22.469,21.496,19.609,27.135,20.983,22.528,19.455
5090,18.279,12.462,15.270,12.076,12.638,19.244,21.772,22.676,22.124,20.153,30.193,29.999,26.739,22.060,22.532,22.512,21.551,19.631,27.200,21.057,22.525,19.489
5091,18.302,12.454,15.311,12.105,12.665,19.260,21.803,22.656,22.126,20.157,30.181,30.001,26.767,22.111,22.580,22.523,21.549,19.688,27.208,21.039,22.572,19.503
