Time(s),AnalogIn-1,AnalogIn-2,AnalogIn-3,AnalogIn-4,Sequence,TTL-1,TTL-2,TTL-3,TTL-4,AnalogOut-1,AnalogOut-2,AnalogOut-3,AnalogOut-4
4.33829,1.44566,0.0683615,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.34098,1.44566,0.0482192,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.34366,1.44566,0.0506607,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.34635,1.44566,0.0712607,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.34904,1.44566,0.0762963,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.35172,1.44566,0.0924711,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.35441,1.44566,0.0715659,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.3571,1.44566,0.0471511,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.35978,1.44566,0.044557,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.36247,1.44566,0.069277,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.36515,1.44566,0.0744652,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.36784,1.44566,0.0924711,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.37053,1.44566,0.0730918,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.37321,1.44566,0.0589007,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.3759,1.44566,0.0505081,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.37859,1.44566,0.0589007,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.38127,1.44566,0.0697348,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.38396,1.44566,0.0912503,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.38664,1.44566,0.0805689,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.38933,1.44566,0.0550859,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.39202,1.44566,0.0488296,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.3947,1.44566,0.0529496,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.39739,1.44566,0.0769066,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.40008,1.44566,0.0880459,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.40276,1.44566,0.0885037,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.40545,1.44566,0.0639363,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.40813,1.44566,0.0502029,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.41082,1.44566,0.0506607,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.41351,1.44566,0.0645466,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.41619,1.44566,0.0795007,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.41888,1.44566,0.089114,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.42157,1.44566,0.0639363,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.42425,1.44566,0.0515763,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.42694,1.44566,0.0477615,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.42962,1.44566,0.0614948,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.43231,1.44566,0.0788903,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.435,1.44566,0.0930815,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.43768,1.44566,0.07004,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.44037,1.44566,0.0515763,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.44306,1.44566,0.0427259,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.44574,1.44566,0.0579852,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.44843,1.44566,0.07416,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.45111,1.44566,0.0892666,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.4538,1.44566,0.0772118,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.45649,1.44566,0.0558489,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.45917,1.44566,0.0476089,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.46186,1.44566,0.05768,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.46455,1.44566,0.0735496,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.46723,1.44566,0.0886563,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.46992,1.44566,0.0854518,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.4726,1.44566,0.0636311,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.47529,1.44566,0.0469985,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.47798,1.44566,0.0502029,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.48066,1.44566,0.0691244,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.48335,1.44566,0.0897244,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.48604,1.44566,0.0904874,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.48872,1.44566,0.0633259,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.49141,1.44566,0.0488296,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.49409,1.44566,0.0503555,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.49678,1.44566,0.07004,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.49947,1.44566,0.0784326,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.50215,1.44566,0.0910978,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.50484,1.44566,0.0640889,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.50753,1.44566,0.0492874,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.51021,1.44566,0.0462355,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.5129,1.44566,0.0645466,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.51558,1.44566,0.0750755,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.51827,1.44566,0.0984222,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.52096,1.44566,0.0708029,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.52364,1.44566,0.0552385,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.52633,1.44566,0.044557,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.52902,1.44566,0.0593585,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.5317,1.44566,0.0759911,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.53439,1.44566,0.0877407,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.53707,1.44566,0.0795007,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.53976,1.44566,0.0589007,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.54245,1.44566,0.0502029,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.54513,1.44566,0.0566118,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.54782,1.44566,0.0762963,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.55051,1.44566,0.0889615,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.55319,1.44566,0.0798059,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.55588,1.44566,0.0581378,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.55856,1.44566,0.0463881,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.56125,1.44566,0.0541704,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.56394,1.44566,0.0715659,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.56662,1.44566,0.0880459,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.56931,1.44566,0.0878933,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.572,1.44566,0.0714133,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.57468,1.44566,0.0488296,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.57737,1.44566,0.0463881,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.58005,1.44566,0.0624104,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.58274,1.44566,0.0778222,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.58543,1.44566,0.0917081,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.58811,1.44566,0.0724815,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.5908,1.44566,0.0500504,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.59349,1.44566,0.0422681,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.59617,1.44566,0.0614948,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.59886,1.44566,0.0808741,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.60154,1.44566,0.0933866,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.60423,1.44566,0.0706503,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.60692,1.44566,0.0529496,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.6096,1.44566,0.0468459,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.61229,1.44566,0.0634785,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.61498,1.44566,0.0784326,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.61766,1.44566,0.0923185,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.62035,1.44566,0.0793481,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.62303,1.44566,0.0582904,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.62572,1.44566,0.0477615,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.62841,1.44566,0.0556963,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.63109,1.44566,0.0721763,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.63378,1.44566,0.0848415,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.63647,1.44566,0.0790429,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.63915,1.44566,0.0593585,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.64184,1.44566,0.0474563,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.64452,1.44566,0.0529496,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.64721,1.44566,0.0653096,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.6499,1.44566,0.0836207,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.65258,1.44566,0.0889615,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.65527,1.44566,0.0634785,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.65796,1.44566,0.0531022,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.66064,1.44566,0.0509659,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.66333,1.44566,0.0665304,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.66601,1.44566,0.0807215,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.6687,1.44566,0.0871303,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.67139,1.44566,0.0662252,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.67407,1.44566,0.0518815,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.67676,1.44566,0.0434889,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.67945,1.44566,0.0642415,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.68213,1.44566,0.0773644,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.68482,1.44566,0.093234,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.6875,1.44566,0.0752281,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.69019,1.44566,0.0605792,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.69288,1.44566,0.0488296,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.69556,1.44566,0.0601215,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.69825,1.44566,0.0726341,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.70094,1.44566,0.0881985,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.70362,1.44566,0.0807215,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.70631,1.44566,0.0549333,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.70899,1.44566,0.0444044,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.71168,1.44566,0.0553911,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.71437,1.44566,0.0721763,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.71705,1.44566,0.0862148,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.71974,1.44566,0.0787378,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.72243,1.44566,0.0590533,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.72511,1.44566,0.0497452,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.7278,1.44566,0.048677,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.73048,1.44566,0.0706503,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.73317,1.44566,0.0837733,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.73586,1.44566,0.0830103,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.73854,1.44566,0.0685141,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.74123,1.44566,0.0479141,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.74392,1.44566,0.0497452,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.7466,1.44566,0.0660726,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.74929,1.44566,0.0795007,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.75197,1.44566,0.0856044,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.75466,1.44566,0.0704978,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.75735,1.44566,0.0550859,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.76003,1.44566,0.0469985,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.76272,1.44566,0.0642415,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.76541,1.44566,0.0752281,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.76809,1.44566,0.0946074,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.77078,1.44566,0.0711081,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.77346,1.44566,0.0509659,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.77615,1.44566,0.0469985,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.77884,1.44566,0.0595111,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.78152,1.44566,0.0746178,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.78421,1.44566,0.0892666,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.7869,1.44566,0.0811792,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.78958,1.44566,0.0579852,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.79227,1.44566,0.0447096,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.79495,1.44566,0.0578326,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.79764,1.44566,0.0701926,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.80033,1.44566,0.0871303,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.80301,1.44566,0.0851466,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.8057,1.44566,0.0630207,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.80839,1.44566,0.0456252,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.81107,1.44566,0.0531022,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.81375,1.44566,0.0698874,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.81644,1.44566,0.0837733,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.81913,1.44566,0.0804163,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.82182,1.44566,0.0666829,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.8245,1.44566,0.0534074,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.82719,1.44566,0.0512711,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.82988,1.44566,0.0660726,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.83256,1.44566,0.0796533,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.83524,1.44566,0.0900296,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.83793,1.44566,0.0694296,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.84062,1.44566,0.0532548,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.84331,1.44566,0.04532,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.84599,1.44566,0.0665304,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.84868,1.44566,0.0795007,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.85137,1.44566,0.0949126,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.85405,1.44566,0.0721763,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.85673,1.44566,0.0560015,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.85942,1.44566,0.0491348,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.86211,1.44566,0.0595111,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.8648,1.44566,0.0685141,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.86748,1.44566,0.0840785,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.87017,1.44566,0.0804163,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.87286,1.44566,0.0581378,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.87554,1.44566,0.0440992,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.87822,1.44566,0.05768,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.88091,1.44566,0.0726341,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.8836,1.44566,0.0886563,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.88629,1.44566,0.0839259,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.88897,1.44566,0.0573748,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.89166,1.44566,0.0524918,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.89435,1.44566,0.0543229,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.89703,1.44566,0.0653096,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.89971,1.44566,0.0820948,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.9024,1.44566,0.0831629,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.90509,1.44566,0.065157,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.90778,1.44566,0.0492874,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.91046,1.44566,0.0444044,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.91315,1.44566,0.0689718,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.91584,1.44566,0.0778222,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.91852,1.44566,0.0909452,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.9212,1.44566,0.0701926,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.92389,1.44566,0.0514237,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.92658,1.44566,0.0451674,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.92927,1.44566,0.0631733,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.93195,1.44566,0.07828,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.93464,1.44566,0.0950652,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.93733,1.44566,0.0709555,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.94001,1.44566,0.0561541,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.94269,1.44566,0.0514237,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.94538,1.44566,0.0581378,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.94807,1.44566,0.0730918,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
4.95076,1.44566,0.0877407,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.95344,1.44566,0.0770592,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.95613,1.44566,0.0578326,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.95882,1.44566,0.04944,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.9615,1.44566,0.0537126,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.96418,1.44566,0.0682089,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.96687,1.44566,0.0851466,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.96956,1.44566,0.0840785,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.97225,1.44566,0.0618,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.97493,1.44566,0.0495926,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.97762,1.44566,0.0540178,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.98031,1.44566,0.0688192,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.98299,1.44566,0.0825526,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.98567,1.44566,0.0892666,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.98836,1.44566,0.0656148,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.99105,1.44566,0.0553911,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.99374,1.44566,0.0489822,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.99642,1.44566,0.0666829,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
4.99911,1.44566,0.0795007,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.0018,1.44566,0.0953703,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.00448,1.44566,0.0656148,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.00716,1.44566,0.0503555,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.00985,1.44566,0.0456252,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.01254,1.44566,0.0611896,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.01523,1.44566,0.073397,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.01791,1.44566,0.0915555,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.0206,1.44566,0.0721763,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.02329,1.44566,0.0564592,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.02597,1.44566,0.0480667,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.02865,1.44566,0.061037,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.03134,1.44566,0.0704978,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.03403,1.44566,0.0804163,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.03672,1.44566,0.08652,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.0394,1.44566,0.0566118,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.04209,1.44566,0.0463881,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.04478,1.44566,0.0509659,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.04746,1.44566,0.0680563,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.05014,1.44566,0.093997,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.05283,1.44566,0.0822474,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.05552,1.44566,0.0634785,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.05821,1.44566,0.0508133,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.06089,1.44566,0.0500504,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.06358,1.44566,0.0706503,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.06627,1.44566,0.0804163,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.06895,1.44566,0.0869778,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.07163,1.44566,0.0703452,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.07432,1.44566,0.0520341,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
5.07701,1.44566,0.0456252,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.0797,1.44566,0.0613422,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.08238,1.44566,0.0793481,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.08507,1.44566,0.0946074,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.08776,1.44566,0.0726341,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.09044,1.44566,0.0512711,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
5.09312,1.44566,0.0398267,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.09581,1.44566,0.0630207,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.0985,1.44566,0.0790429,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.10119,1.44566,0.0871303,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.10387,1.44566,0.0773644,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.10656,1.44566,0.0540178,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.10925,1.44566,0.0460829,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.11193,1.44566,0.0618,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.11461,1.44566,0.0767541,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.1173,1.44566,0.0886563,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.11999,1.44566,0.0784326,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.12268,1.44566,0.0578326,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.12536,1.44566,0.0456252,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.12805,1.44566,0.0560015,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.13074,1.44566,0.0723289,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.13342,1.44566,0.0859096,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.1361,1.44566,0.0830103,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.13879,1.44566,0.0662252,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.14148,1.44566,0.0512711,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.14417,1.44566,0.0495926,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.14685,1.44566,0.0675985,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.14954,1.44566,0.0811792,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.15223,1.44566,0.0840785,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.15491,1.44566,0.069277,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.15759,1.44566,0.0537126,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.16028,1.44566,0.0431837,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.16297,1.44566,0.0662252,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
5.16566,1.44566,0.0785852,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
