Time(s),AnalogIn-1,AnalogIn-2,AnalogIn-3,AnalogIn-4,Sequence,TTL-1,TTL-2,TTL-3,TTL-4,AnalogOut-1,AnalogOut-2,AnalogOut-3,AnalogOut-4
29.7475,1.44566,6.27445,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7502,1.44566,6.28346,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7529,1.44566,6.26118,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7556,1.44566,6.25126,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7582,1.44566,6.24821,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7609,1.44566,6.26881,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7636,1.44566,6.27155,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7663,1.44566,6.28849,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.769,1.44566,6.26988,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7717,1.44566,6.24805,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7744,1.44566,6.24561,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.777,1.44566,6.25706,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7797,1.44566,6.27796,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7824,1.44566,6.27705,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7851,1.44566,6.27216,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7878,1.44566,6.26255,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7905,1.44566,6.24393,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7932,1.44566,6.24714,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7959,1.44566,6.26881,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.7985,1.44566,6.28422,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8012,1.44566,6.27369,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8039,1.44566,6.2569,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8066,1.44566,6.23524,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8093,1.44566,6.25202,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.812,1.44566,6.26133,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8147,1.44566,6.28605,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8173,1.44566,6.27613,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.82,1.44566,6.26179,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8227,1.44566,6.24851,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8254,1.44566,6.24226,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8281,1.44566,6.25706,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8308,1.44566,6.2772,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8335,1.44566,6.27552,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8362,1.44566,6.26011,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8388,1.44566,6.24912,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8415,1.44566,6.25324,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8442,1.44566,6.26041,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8469,1.44566,6.27277,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8496,1.44566,6.29063,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8523,1.44566,6.27033,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.855,1.44566,6.25507,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8576,1.44566,6.24439,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8603,1.44566,6.25721,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.863,1.44566,6.27461,2.49931,2.49886,1,0,0,0,0,0,0,0,0,
29.8657,1.44566,6.2859,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8684,1.44566,6.27201,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8711,1.44566,6.2505,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8738,1.44566,6.2508,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8764,1.44566,6.26179,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8791,1.44566,6.27476,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8818,1.44566,6.27735,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8845,1.44566,6.27857,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
29.8872,1.44566,6.26698,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8899,1.44566,6.24409,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.8926,1.44566,6.25492,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
29.8952,1.44566,6.2682,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
29.8979,1.44566,6.28468,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
29.9006,1.44566,6.28147,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9033,1.44566,6.25416,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.906,1.44566,6.24241,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9087,1.44566,6.24577,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9114,1.44566,6.27842,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.914,1.44566,6.27766,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
29.9167,1.44566,6.27659,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9194,1.44566,6.2624,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9221,1.44566,6.24577,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9248,1.44566,6.24546,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9275,1.44566,6.25385,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9302,1.44566,6.27552,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9329,1.44566,6.28407,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9355,1.44566,6.26682,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9382,1.44566,6.25034,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9409,1.44566,6.24271,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9436,1.44566,6.25385,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9463,1.44566,6.27674,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.949,1.44566,6.27857,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9517,1.44566,6.2833,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9543,1.44566,6.25446,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.957,1.44566,6.24226,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9597,1.44566,6.2508,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9624,1.44566,6.27033,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9651,1.44566,6.28574,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9678,1.44566,6.27308,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9705,1.44566,6.27079,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9731,1.44566,6.24668,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9758,1.44566,6.25278,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9785,1.44566,6.27247,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9812,1.44566,6.28056,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9839,1.44566,6.27705,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9866,1.44566,6.26286,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9893,1.44566,6.24958,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9919,1.44566,6.24149,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9946,1.44566,6.2627,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
29.9973,1.44566,6.27125,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30,1.44566,6.29048,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0027,1.44566,6.25858,2.49931,2.49886,1,0,0,0,0,0,0,0,0,
30.0054,1.44566,6.24943,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0081,1.44566,6.23524,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0108,1.44566,6.25706,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0134,1.44566,6.28239,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0161,1.44566,6.28773,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0188,1.44566,6.26545,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0215,1.44566,6.23814,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0242,1.44566,6.24516,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0269,1.44566,6.26438,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.0296,1.44566,6.27018,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.0322,1.44566,6.27995,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0349,1.44566,6.2682,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.0376,1.44566,6.25538,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.0403,1.44566,6.24332,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.043,1.44566,6.25645,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0457,1.44566,6.2624,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0484,1.44566,6.27995,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0511,1.44566,6.27995,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0537,1.44566,6.25507,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0564,1.44566,6.23981,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.0591,1.44566,6.2508,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.0618,1.44566,6.25996,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0645,1.44566,6.27979,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0672,1.44566,6.29048,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0699,1.44566,6.26942,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0725,1.44566,6.24989,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0752,1.44566,6.25126,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0779,1.44566,6.25874,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0806,1.44566,6.28208,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0833,1.44566,6.28132,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.086,1.44566,6.26347,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0887,1.44566,6.2418,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0913,1.44566,6.23661,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.094,1.44566,6.25813,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0967,1.44566,6.27659,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.0994,1.44566,6.29856,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1021,1.44566,6.26591,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1048,1.44566,6.24226,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1075,1.44566,6.23478,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1101,1.44566,6.24973,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1128,1.44566,6.26988,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1155,1.44566,6.27842,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1182,1.44566,6.27094,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1209,1.44566,6.25034,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1236,1.44566,6.24226,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1263,1.44566,6.25843,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1289,1.44566,6.26438,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1316,1.44566,6.28025,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1343,1.44566,6.27567,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.137,1.44566,6.25752,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1397,1.44566,6.25019,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1424,1.44566,6.25523,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1451,1.44566,6.26621,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1478,1.44566,6.28101,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1504,1.44566,6.28178,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1531,1.44566,6.25828,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1558,1.44566,6.24928,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1585,1.44566,6.24409,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1612,1.44566,6.25782,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1639,1.44566,6.27186,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1666,1.44566,6.28101,2.49931,2.49886,1,0,0,0,0,0,0,0,0,
30.1692,1.44566,6.26865,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1719,1.44566,6.24409,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1746,1.44566,6.24607,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.1773,1.44566,6.25797,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.18,1.44566,6.26942,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1827,1.44566,6.28971,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.1854,1.44566,6.26362,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.188,1.44566,6.25553,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1907,1.44566,6.23936,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1934,1.44566,6.24683,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.1961,1.44566,6.27918,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.1988,1.44566,6.28758,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2015,1.44566,6.2685,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.2042,1.44566,6.25904,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.2068,1.44566,6.24424,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2095,1.44566,6.2569,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2122,1.44566,6.2685,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2149,1.44566,6.28086,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2176,1.44566,6.27155,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2203,1.44566,6.24729,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.223,1.44566,6.24485,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2257,1.44566,6.24775,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2283,1.44566,6.26957,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.231,1.44566,6.26286,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2337,1.44566,6.25874,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2364,1.44566,6.23981,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2391,1.44566,6.23096,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2418,1.44566,6.22623,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2445,1.44566,6.24943,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2471,1.44566,6.25858,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2498,1.44566,6.26682,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2525,1.44566,6.24699,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2552,1.44566,6.22257,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2579,1.44566,6.22654,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2606,1.44566,6.24195,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2633,1.44566,6.26499,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2659,1.44566,6.26072,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2686,1.44566,6.23981,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2713,1.44566,6.23218,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.274,1.44566,6.22456,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2767,1.44566,6.24485,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2794,1.44566,6.24378,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2821,1.44566,6.24317,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.2848,1.44566,6.23386,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2874,1.44566,6.20579,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2901,1.44566,6.20411,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2928,1.44566,6.20304,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2955,1.44566,6.23203,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.2982,1.44566,6.22501,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3009,1.44566,6.20472,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3036,1.44566,6.19617,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3062,1.44566,6.17618,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3089,1.44566,6.19236,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3116,1.44566,6.19617,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3143,1.44566,6.22532,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.317,1.44566,6.19831,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3197,1.44566,6.17878,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.3224,1.44566,6.15421,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.325,1.44566,6.15024,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3277,1.44566,6.18122,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3304,1.44566,6.18091,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.3331,1.44566,6.19587,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3358,1.44566,6.17603,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3385,1.44566,6.16047,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3412,1.44566,6.15284,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3438,1.44566,6.1829,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.3465,1.44566,6.18992,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3492,1.44566,6.20609,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.3519,1.44566,6.18397,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3546,1.44566,6.15925,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3573,1.44566,6.15085,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.36,1.44566,6.16184,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3627,1.44566,6.18183,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3653,1.44566,6.18976,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.368,1.44566,6.18351,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3707,1.44566,6.16657,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3734,1.44566,6.14689,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3761,1.44566,6.16123,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3788,1.44566,6.17832,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3815,1.44566,6.1948,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3841,1.44566,6.19343,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3868,1.44566,6.16916,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3895,1.44566,6.15421,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3922,1.44581,6.15146,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3949,1.44566,6.17725,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.3976,1.44566,6.19266,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4003,1.44566,6.19037,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4029,1.44566,6.16428,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4056,1.44566,6.15329,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4083,1.44566,6.15879,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.411,1.44566,6.17374,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4137,1.44566,6.18107,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4164,1.44566,6.20197,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4191,1.44566,6.17344,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4217,1.44566,6.16688,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4244,1.44566,6.14124,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4271,1.44566,6.18351,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4298,1.44566,6.18854,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4325,1.44566,6.20167,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4352,1.44566,6.19388,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4379,1.44566,6.15802,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4406,1.44566,6.15848,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4432,1.44566,6.1623,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4459,1.44566,6.18015,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4486,1.44566,6.19495,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4513,1.44566,6.17695,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.454,1.44566,6.17466,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4567,1.44566,6.16001,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4594,1.44566,6.16382,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.462,1.44566,6.18397,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4647,1.44566,6.20624,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4674,1.44566,6.20045,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.4701,1.44566,6.16779,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4728,1.44566,6.15314,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4755,1.44566,6.16184,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4782,1.44566,6.18,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4808,1.44566,6.19144,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.4835,1.44566,6.18671,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.4862,1.44566,6.17328,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.4889,1.44566,6.16291,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4916,1.44566,6.15467,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4943,1.44566,6.17344,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.497,1.44566,6.19877,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.4997,1.44566,6.20197,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5023,1.44566,6.17069,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.505,1.44566,6.16184,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5077,1.44566,6.1565,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5104,1.44566,6.16596,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5131,1.44566,6.18702,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5158,1.44566,6.19602,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5185,1.44566,6.18061,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5211,1.44566,6.16718,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5238,1.44566,6.15543,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5265,1.44566,6.16794,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5292,1.44566,6.18168,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5319,1.44566,6.19388,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5346,1.44566,6.18641,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5373,1.44566,6.16153,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5399,1.44566,6.15329,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5426,1.44566,6.16977,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5453,1.44566,6.18107,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.548,1.44566,6.19022,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5507,1.44566,6.18809,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5534,1.44566,6.171,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5561,1.44566,6.16153,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5587,1.44566,6.15635,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5614,1.44566,6.17512,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5641,1.44566,6.18809,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5668,1.44581,6.19861,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5695,1.44566,6.16901,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5722,1.44566,6.1568,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5749,1.44566,6.15894,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5776,1.44566,6.17313,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5802,1.44566,6.18748,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5829,1.44566,6.19449,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5856,1.44566,6.17466,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.5883,1.44566,6.16092,2.49947,2.4987,1,0,0,0,0,0,0,0,0,
30.591,1.44566,6.14902,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
30.5937,1.44566,6.18091,2.49947,2.49886,1,0,0,0,0,0,0,0,0,
