# time, t1_s1_1_f1, t1_s1_2_f1, t1_s1_3_f1, t2_s1_1_f1, t2_s1_2_f1, t2_s1_3_f1, t3_s1_1_f1, t3_s1_2_f1, t3_s1_3_f1
5.47354,418.77778,429.55556,427.70000,311.50000,346.75000,652.28571,1034.55556,1036.22222,958.50000
5.48547,419.11111,430.00000,427.50000,310.62500,346.75000,650.71429,1033.44444,1033.44444,958.00000
5.49739,419.22222,430.22222,427.50000,310.12500,346.75000,649.00000,1031.88889,1030.11111,957.30000
5.50931,419.33333,430.22222,427.30000,309.62500,346.25000,647.42857,1030.00000,1026.55556,956.60000
5.52124,419.33333,430.11111,427.50000,309.00000,345.87500,646.14286,1027.44444,1022.22222,955.80000
5.53316,419.00000,430.44444,427.30000,309.00000,345.62500,645.28571,1024.77778,1018.11111,954.90000
5.54509,418.77778,430.22222,427.20000,308.75000,345.12500,644.85714,1021.55556,1013.88889,954.00000
5.55701,418.44444,430.00000,427.20000,309.00000,344.75000,644.71429,1018.22222,1009.88889,953.10000
5.56893,418.11111,430.11111,427.00000,309.00000,344.37500,645.00000,1014.88889,1006.33333,952.40000
5.58086,417.77778,430.00000,427.00000,309.25000,343.50000,645.28571,1011.77778,1003.44444,951.70000
5.59278,417.55556,430.11111,427.00000,309.50000,342.75000,646.14286,1009.00000,1000.77778,951.30000
5.60471,417.44444,430.22222,427.20000,310.00000,342.00000,647.00000,1006.77778,998.77778,951.20000
5.61663,417.22222,430.55556,427.10000,310.37500,341.62500,648.00000,1005.11111,997.66667,951.10000
5.62855,417.44444,431.00000,427.10000,311.00000,341.00000,648.71429,1004.33333,996.88889,951.20000
5.64048,417.66667,431.11111,427.00000,311.25000,340.50000,649.57143,1004.11111,996.66667,951.60000
5.65240,418.11111,431.55556,426.90000,311.87500,340.12500,650.28571,1004.66667,997.11111,951.90000
5.66433,418.44444,431.88889,427.00000,312.12500,339.75000,650.28571,1005.33333,998.00000,952.40000
5.67625,418.77778,432.00000,427.00000,312.75000,339.62500,650.57143,1006.44444,999.22222,952.70000
5.68817,419.22222,432.22222,426.80000,312.87500,339.75000,650.71429,1007.66667,1001.11111,952.80000
5.70010,419.55556,432.55556,427.00000,312.62500,339.87500,650.42857,1008.66667,1002.88889,952.60000
5.71202,419.88889,432.66667,426.90000,312.75000,339.62500,650.00000,1009.55556,1005.44444,952.20000
5.72394,420.00000,432.55556,427.00000,312.50000,339.75000,649.57143,1010.33333,1007.88889,951.30000
5.73587,419.44444,432.55556,427.10000,312.37500,339.75000,649.14286,1010.77778,1010.55556,950.30000
5.74779,419.22222,432.44444,427.40000,312.00000,339.62500,648.85714,1011.44444,1013.33333,949.00000
5.75972,418.55556,432.11111,427.30000,311.50000,339.00000,648.85714,1011.77778,1015.77778,947.40000
5.77164,417.77778,431.77778,427.20000,311.12500,339.00000,649.14286,1012.00000,1017.88889,945.80000
5.78356,417.00000,431.44444,426.90000,310.62500,338.75000,649.57143,1012.66667,1019.55556,944.40000
5.79549,416.11111,431.00000,426.50000,310.00000,338.00000,650.85714,1012.88889,1020.44444,942.80000
5.80741,415.33333,430.66667,426.00000,309.50000,337.75000,652.00000,1013.11111,1020.77778,941.60000
5.81934,414.33333,430.00000,425.20000,308.87500,337.50000,653.85714,1013.33333,1020.66667,940.20000
5.83126,414.11111,429.77778,424.70000,308.37500,337.37500,655.28571,1013.22222,1019.55556,939.30000
5.84318,413.88889,429.22222,424.00000,307.50000,337.25000,656.71429,1012.55556,1018.00000,938.10000
5.85511,413.88889,429.00000,423.50000,306.75000,337.37500,658.00000,1012.00000,1016.11111,937.50000
5.86703,414.22222,428.66667,423.20000,305.62500,337.50000,658.42857,1010.66667,1013.55556,937.00000
5.87896,414.88889,428.66667,423.00000,304.75000,337.62500,658.71429,1009.11111,1011.22222,936.80000
5.89088,415.44444,428.55556,423.00000,303.62500,338.00000,658.14286,1007.55556,1008.44444,937.20000
5.90280,416.22222,428.77778,423.30000,302.50000,338.25000,656.85714,1006.00000,1005.55556,938.20000
5.91473,416.77778,428.88889,423.60000,301.12500,338.50000,655.14286,1004.33333,1002.66667,939.40000
5.92665,417.33333,429.22222,424.30000,299.87500,338.62500,653.00000,1003.22222,999.88889,941.00000
5.93858,417.22222,429.44444,424.70000,298.62500,338.75000,650.71429,1002.33333,997.55556,942.90000
5.95050,417.44444,429.77778,425.60000,297.62500,338.62500,648.28571,1002.00000,995.55556,944.70000
5.96242,417.22222,429.88889,426.40000,297.00000,338.50000,646.42857,1002.00000,994.00000,946.90000
5.97435,417.00000,430.33333,427.10000,296.50000,338.25000,645.28571,1002.66667,992.88889,948.80000
5.98627,416.66667,431.00000,428.00000,296.37500,338.00000,644.14286,1003.66667,992.22222,950.70000
5.99819,416.22222,431.33333,428.60000,296.50000,337.75000,643.71429,1004.88889,992.22222,952.20000
6.01012,416.11111,432.00000,429.10000,297.00000,337.62500,644.00000,1005.88889,992.33333,953.50000
6.02204,415.55556,432.77778,429.40000,297.87500,337.37500,644.85714,1006.77778,992.55556,954.50000
6.03397,415.55556,433.55556,429.40000,298.62500,337.37500,645.85714,1007.33333,992.66667,955.30000
6.04589,415.44444,434.22222,429.20000,299.50000,337.50000,647.57143,1007.11111,992.77778,955.50000
6.05781,415.22222,434.88889,428.80000,300.50000,337.50000,648.57143,1006.33333,992.55556,955.60000
6.06974,415.11111,436.00000,428.10000,301.37500,337.37500,649.85714,1004.88889,991.77778,955.50000
6.08166,414.88889,436.55556,427.40000,302.25000,337.25000,650.71429,1002.88889,990.66667,954.70000
6.09359,414.77778,437.22222,426.50000,302.87500,337.00000,650.85714,1000.44444,989.11111,953.70000
6.10551,414.66667,438.00000,425.60000,303.37500,336.37500,650.85714,997.33333,987.11111,952.70000
6.11743,414.33333,438.33333,424.80000,303.87500,336.00000,650.57143,994.77778,985.11111,951.20000
6.12936,413.88889,438.55556,423.90000,304.25000,335.75000,649.28571,991.77778,983.11111,949.70000
6.14128,413.66667,438.33333,423.00000,304.62500,335.50000,648.28571,989.11111,981.11111,947.70000
6.15321,413.00000,438.22222,422.50000,304.87500,335.25000,646.71429,986.33333,979.33333,946.00000
6.16513,412.66667,437.77778,422.00000,305.25000,335.50000,645.57143,984.00000,978.11111,944.10000
6.17705,412.33333,437.11111,421.60000,305.50000,335.87500,644.71429,982.11111,977.44444,942.10000
6.18898,412.11111,436.66667,421.20000,305.62500,336.62500,644.00000,980.55556,976.88889,940.20000
6.20090,412.33333,436.22222,420.80000,305.62500,337.62500,643.57143,979.33333,977.00000,938.60000
6.21282,412.44444,435.66667,420.80000,305.87500,338.62500,643.28571,978.55556,977.11111,937.00000
6.22475,412.77778,435.11111,421.00000,306.00000,339.50000,643.00000,978.00000,977.77778,935.80000
6.23667,413.33333,435.00000,421.10000,305.87500,340.37500,643.14286,977.55556,978.22222,934.40000
6.24860,413.88889,434.88889,421.20000,305.62500,340.87500,642.71429,977.44444,978.77778,932.90000
6.26052,414.55556,434.77778,421.00000,305.75000,341.12500,642.28571,977.33333,979.33333,931.60000
6.27244,415.33333,434.88889,421.00000,305.75000,341.00000,641.42857,977.33333,979.55556,930.20000
6.28437,415.66667,435.00000,420.80000,305.75000,340.50000,640.28571,977.44444,979.77778,928.70000
6.29629,416.11111,435.44444,420.60000,306.00000,339.62500,638.71429,977.33333,979.55556,927.00000
6.30822,416.22222,435.55556,420.00000,306.12500,338.75000,637.14286,977.00000,979.11111,925.50000
6.32014,416.22222,436.00000,419.40000,306.25000,337.50000,635.71429,976.55556,979.00000,923.60000
6.33206,416.00000,436.22222,418.80000,306.62500,336.62500,634.42857,975.66667,978.66667,922.10000
6.34399,415.66667,437.11111,417.90000,306.75000,335.37500,633.71429,974.33333,978.44444,920.80000
6.35591,415.00000,437.66667,417.20000,306.75000,334.62500,633.42857,972.77778,978.33333,919.70000
6.36784,414.33333,438.22222,416.70000,306.62500,334.00000,633.28571,971.11111,978.33333,919.10000
6.37976,414.33333,438.77778,416.00000,306.62500,333.75000,633.85714,969.11111,979.00000,918.40000
6.39168,414.11111,439.44444,416.10000,306.50000,333.50000,635.00000,967.33333,979.77778,918.30000
6.40361,413.77778,440.00000,415.80000,305.87500,333.37500,636.42857,965.55556,981.00000,918.20000
6.41553,413.77778,440.66667,416.00000,305.25000,333.62500,638.00000,964.33333,981.88889,917.80000
6.42746,414.00000,441.22222,416.60000,304.62500,333.75000,639.28571,963.00000,983.22222,917.70000
6.43938,413.88889,441.55556,416.90000,303.87500,334.12500,640.57143,962.11111,984.33333,917.50000
6.45130,414.11111,441.66667,417.80000,303.37500,334.25000,641.28571,961.77778,985.00000,916.70000
6.46323,414.11111,441.77778,418.90000,302.62500,334.37500,641.71429,961.33333,985.33333,915.60000
6.47515,414.22222,441.66667,419.80000,301.75000,334.50000,641.42857,961.11111,985.44444,914.70000
6.48707,414.00000,441.33333,420.70000,301.25000,334.50000,641.00000,960.88889,985.00000,913.50000
6.49900,413.66667,440.88889,421.70000,301.00000,334.37500,640.14286,960.88889,984.77778,912.40000
6.51092,413.66667,440.11111,422.90000,300.50000,334.00000,639.00000,960.88889,984.33333,911.80000
6.52285,413.22222,439.66667,423.60000,300.25000,333.62500,637.71429,960.55556,983.55556,911.50000
6.53477,413.11111,438.88889,424.30000,300.00000,332.75000,636.42857,960.44444,982.77778,911.70000
6.54669,413.22222,438.11111,424.80000,299.50000,332.12500,635.42857,960.33333,981.77778,912.50000
6.55862,413.22222,437.44444,425.20000,299.37500,331.25000,634.85714,960.00000,981.00000,913.70000
6.57054,413.33333,436.55556,425.60000,299.12500,330.25000,634.71429,959.44444,980.00000,915.50000
6.58247,414.00000,435.77778,425.60000,299.00000,329.50000,635.14286,959.11111,978.66667,916.90000
6.59439,414.66667,434.77778,425.80000,299.00000,328.75000,636.14286,958.33333,977.88889,918.30000
6.60631,415.55556,433.77778,425.50000,299.00000,328.00000,637.42857,957.66667,976.66667,919.50000
6.61824,416.33333,432.66667,425.30000,298.87500,327.75000,638.57143,956.66667,975.77778,919.80000
6.63016,417.11111,431.55556,425.00000,299.00000,327.62500,640.14286,955.55556,974.88889,919.40000
6.64209,417.77778,430.33333,424.70000,298.87500,327.50000,641.14286,954.22222,974.33333,918.20000
6.65401,418.33333,429.33333,424.10000,299.00000,327.50000,641.85714,952.66667,973.77778,916.00000
6.66593,418.22222,428.11111,423.70000,298.75000,327.87500,642.14286,950.77778,973.55556,913.60000
6.67786,418.22222,427.33333,423.40000,298.50000,328.12500,641.57143,949.00000,973.33333,910.90000
6.68978,417.88889,426.44444,423.20000,298.00000,328.25000,640.85714,947.55556,973.33333,908.00000
6.70170,417.11111,426.00000,423.10000,297.25000,328.37500,639.57143,945.77778,973.66667,905.50000
6.71363,416.55556,425.22222,423.20000,296.25000,328.37500,637.85714,944.11111,973.88889,903.20000
6.72555,415.88889,424.77778,423.20000,295.37500,328.12500,635.57143,943.11111,974.22222,901.70000
6.73748,415.11111,424.55556,423.40000,294.37500,328.00000,633.57143,941.88889,974.88889,900.80000
6.74940,414.88889,424.55556,423.80000,293.37500,327.62500,631.28571,941.33333,975.33333,900.60000
6.76132,414.44444,424.55556,424.40000,292.75000,327.37500,629.42857,940.55556,975.77778,900.80000
6.77325,414.44444,424.88889,424.70000,292.12500,327.12500,627.71429,940.22222,976.33333,901.50000
6.78517,414.66667,425.44444,425.20000,292.12500,326.50000,626.42857,939.44444,976.55556,902.20000
6.79710,414.66667,426.33333,425.70000,292.25000,326.62500,625.14286,939.00000,976.44444,903.30000
6.80902,415.11111,427.22222,425.80000,292.62500,326.37500,624.28571,938.33333,976.22222,904.50000
6.82094,415.66667,428.11111,425.90000,293.37500,326.50000,623.85714,937.44444,975.44444,905.80000
6.83287,416.11111,428.88889,425.90000,294.25000,326.37500,624.00000,936.77778,974.22222,906.60000
6.84479,416.55556,430.00000,425.70000,295.00000,326.50000,623.57143,935.66667,973.00000,907.30000
6.85672,416.88889,430.66667,425.20000,295.62500,326.37500,624.28571,934.66667,971.88889,908.20000
6.86864,417.33333,431.22222,425.00000,296.00000,326.50000,625.14286,933.66667,970.66667,908.60000
6.88056,417.88889,431.66667,424.20000,296.37500,326.37500,626.00000,932.66667,969.11111,909.00000
6.89249,418.11111,431.77778,423.70000,296.37500,326.50000,627.00000,931.55556,968.00000,909.20000
6.90441,418.55556,432.00000,422.90000,295.75000,326.25000,628.14286,930.55556,967.22222,909.30000
6.91633,418.77778,431.66667,422.40000,295.00000,326.12500,629.42857,929.77778,966.55556,909.30000
6.92826,419.00000,431.33333,421.60000,294.12500,325.87500,630.71429,928.66667,966.22222,909.50000
6.94018,419.33333,430.88889,421.20000,293.37500,325.75000,632.00000,927.77778,965.88889,909.70000
6.95211,419.44444,430.66667,420.70000,292.25000,325.12500,633.14286,926.77778,965.44444,909.80000
6.96403,419.33333,430.00000,420.10000,291.25000,324.50000,634.00000,926.22222,965.00000,910.30000
6.97595,419.00000,429.33333,419.40000,290.12500,324.12500,635.00000,925.77778,964.44444,910.80000
6.98788,418.66667,428.77778,418.90000,289.37500,323.62500,635.71429,925.66667,963.66667,911.70000
6.99980,417.88889,427.88889,418.60000,288.37500,323.00000,636.00000,925.77778,962.77778,912.30000
7.01173,417.11111,427.77778,417.60000,288.00000,322.62500,636.14286,926.44444,961.77778,913.50000
7.02365,416.00000,427.22222,417.20000,287.25000,322.50000,636.14286,927.55556,960.44444,914.70000
7.03557,414.66667,426.88889,416.80000,286.87500,322.00000,635.42857,929.11111,959.11111,916.10000
7.04750,413.88889,426.55556,415.80000,286.25000,322.00000,635.00000,930.66667,957.55556,917.50000
7.05942,413.00000,426.22222,415.20000,285.62500,322.25000,634.42857,933.00000,956.11111,918.60000
7.07135,412.33333,426.11111,415.10000,285.12500,322.50000,633.71429,935.55556,954.77778,919.20000
7.08327,411.88889,425.88889,414.80000,284.50000,322.62500,632.85714,938.33333,953.11111,919.60000
7.09519,412.00000,425.77778,414.70000,284.12500,323.12500,631.71429,940.77778,952.22222,919.40000
7.10712,412.11111,426.00000,414.50000,283.75000,323.87500,630.42857,943.33333,951.33333,918.80000
7.11904,413.22222,426.11111,414.60000,283.37500,324.37500,628.85714,945.44444,951.00000,917.50000
7.13097,413.77778,426.33333,414.70000,283.25000,325.00000,627.57143,947.33333,951.00000,915.70000
7.14289,415.00000,426.66667,414.60000,283.37500,325.50000,625.85714,948.55556,951.44444,913.80000
7.15481,416.22222,427.22222,414.70000,283.50000,325.87500,624.14286,949.22222,952.22222,911.60000
7.16674,417.33333,427.66667,415.00000,283.87500,326.25000,622.42857,949.44444,953.44444,909.30000
7.17866,418.11111,428.11111,415.00000,284.25000,326.50000,621.00000,949.00000,954.77778,907.10000
7.19058,418.66667,428.44444,415.40000,284.75000,326.50000,620.00000,948.55556,956.00000,905.30000
7.20251,419.00000,428.55556,415.50000,285.12500,326.37500,619.14286,947.66667,957.00000,903.70000
7.21443,419.22222,428.55556,415.80000,285.50000,326.25000,619.14286,946.33333,957.88889,902.50000
7.22636,418.88889,428.66667,415.90000,285.87500,325.87500,619.57143,944.55556,958.11111,901.80000
7.23828,418.77778,428.44444,416.40000,286.37500,325.50000,620.28571,942.55556,957.88889,901.20000
7.25020,418.22222,428.44444,416.60000,286.25000,325.00000,621.28571,940.44444,957.22222,900.80000
7.26213,417.55556,428.77778,416.70000,286.12500,324.37500,622.42857,938.00000,955.66667,900.80000
7.27405,416.88889,428.88889,416.90000,286.12500,323.87500,623.85714,935.33333,953.88889,900.90000
7.28598,416.11111,429.33333,417.10000,286.00000,323.37500,625.00000,932.66667,951.66667,901.00000
7.29790,415.66667,430.00000,417.10000,286.00000,322.87500,626.00000,930.33333,949.44444,901.20000
7.30982,414.88889,430.88889,417.20000,285.75000,322.75000,626.71429,927.88889,946.88889,900.90000
7.32175,414.33333,431.66667,417.40000,285.62500,322.12500,627.00000,926.00000,944.55556,900.90000
7.33367,414.00000,432.66667,417.30000,285.62500,321.87500,627.00000,924.55556,942.44444,900.60000
7.34560,413.77778,434.00000,417.20000,285.75000,321.87500,626.28571,923.11111,940.55556,900.00000
7.35752,413.77778,435.11111,417.20000,285.75000,322.12500,625.28571,922.55556,939.44444,899.10000
7.36944,413.88889,436.11111,416.90000,285.75000,322.12500,624.28571,921.55556,938.55556,898.20000
7.38137,414.00000,437.44444,416.50000,285.75000,322.00000,622.85714,921.22222,938.33333,896.90000
7.39329,414.55556,438.44444,415.70000,285.87500,322.25000,621.28571,920.77778,938.44444,895.70000
7.40521,414.55556,439.44444,415.00000,285.62500,322.12500,620.00000,920.88889,939.00000,894.20000
7.41714,415.11111,440.11111,414.30000,285.37500,322.12500,618.42857,920.44444,940.44444,893.00000
7.42906,415.11111,440.77778,413.70000,284.87500,322.12500,617.42857,920.55556,942.33333,891.60000
7.44099,415.66667,441.00000,413.00000,284.50000,322.25000,616.71429,920.44444,944.33333,890.80000
7.45291,415.55556,441.22222,412.20000,284.00000,321.87500,616.00000,920.33333,946.55556,890.20000
7.46483,415.77778,441.00000,411.90000,283.37500,321.75000,615.85714,920.33333,949.11111,890.10000
7.47676,415.66667,440.66667,411.50000,282.75000,321.87500,615.85714,920.11111,951.33333,890.30000
7.48868,415.33333,440.11111,411.20000,282.50000,321.87500,615.57143,919.88889,953.55556,891.40000
7.50061,415.44444,439.22222,411.10000,282.12500,321.75000,615.71429,919.22222,954.77778,892.60000
7.51253,415.22222,438.44444,411.10000,281.87500,322.00000,615.00000,918.44444,956.00000,894.20000
7.52445,415.00000,437.33333,411.20000,282.12500,322.25000,614.57143,917.44444,956.55556,896.00000
7.53638,415.22222,436.33333,411.20000,282.12500,322.50000,613.57143,916.44444,956.55556,897.70000
7.54830,415.33333,435.44444,411.40000,282.50000,322.87500,612.28571,914.77778,956.00000,899.70000
7.56023,415.22222,434.55556,411.10000,282.75000,323.37500,611.00000,913.55556,955.44444,901.30000
7.57215,415.44444,433.77778,410.90000,283.00000,323.87500,609.28571,912.55556,954.33333,902.50000
7.58407,415.66667,433.00000,410.80000,283.37500,324.50000,607.71429,911.77778,953.33333,903.80000
7.59600,415.44444,432.55556,410.50000,283.37500,325.00000,606.42857,911.22222,952.44444,904.60000
7.60792,415.44444,431.77778,410.10000,283.25000,325.50000,605.42857,911.11111,951.33333,904.60000
7.61985,415.00000,431.22222,409.80000,283.12500,325.62500,604.85714,911.55556,950.66667,904.60000
7.63177,414.77778,430.88889,409.40000,282.50000,325.75000,604.85714,912.11111,949.88889,904.20000
7.64369,414.22222,430.55556,408.90000,282.00000,325.62500,605.42857,913.22222,949.22222,903.20000
7.65562,413.66667,430.44444,408.40000,281.37500,325.25000,606.28571,914.22222,948.66667,901.80000
7.66754,413.11111,430.44444,408.10000,280.62500,324.50000,607.14286,915.22222,947.88889,900.60000
7.67946,412.55556,430.33333,407.90000,280.00000,323.75000,608.57143,915.88889,947.33333,898.90000
7.69139,411.88889,430.33333,407.80000,279.00000,322.62500,609.71429,916.66667,946.66667,897.20000
7.70331,411.33333,430.66667,408.00000,278.12500,321.37500,610.85714,916.66667,946.00000,895.70000
7.71524,410.77778,430.88889,408.20000,277.50000,320.37500,611.57143,916.66667,945.11111,894.20000
7.72716,410.66667,431.00000,408.90000,277.25000,319.00000,612.14286,916.11111,944.55556,892.70000
7.73908,410.77778,430.88889,409.60000,276.62500,318.12500,612.57143,915.11111,943.88889,891.30000
7.75101,410.66667,430.77778,410.70000,276.25000,317.25000,612.71429,914.00000,943.33333,890.10000
7.76293,411.00000,430.55556,411.70000,276.12500,316.62500,612.42857,912.55556,942.66667,889.20000
7.77486,411.22222,430.11111,412.90000,275.87500,316.12500,612.42857,911.00000,942.33333,888.20000
7.78678,411.33333,429.55556,414.10000,275.87500,316.00000,613.00000,909.44444,941.77778,887.70000
7.79870,411.55556,428.66667,415.20000,275.75000,316.12500,613.42857,907.66667,941.33333,887.10000
7.81063,411.55556,428.00000,416.50000,275.37500,316.37500,614.14286,905.77778,940.66667,886.70000
7.82255,411.77778,427.22222,417.50000,275.25000,316.87500,615.00000,904.11111,939.77778,886.00000
7.83448,411.88889,426.55556,418.60000,274.50000,317.62500,616.00000,902.55556,938.66667,885.60000
7.84640,411.66667,425.88889,419.60000,274.00000,318.25000,617.28571,901.22222,937.33333,885.00000
7.85832,411.00000,425.33333,420.50000,273.25000,319.37500,618.28571,900.00000,936.11111,884.30000
7.87025,410.88889,425.11111,420.90000,272.37500,320.37500,619.28571,898.88889,934.55556,883.60000
7.88217,410.44444,425.00000,421.30000,271.87500,321.00000,620.28571,897.88889,933.33333,882.60000
7.89409,410.11111,424.88889,421.40000,271.00000,321.62500,621.00000,896.77778,931.88889,881.30000
7.90602,409.55556,424.66667,421.40000,270.37500,322.00000,622.14286,895.88889,930.88889,879.90000
7.91794,409.55556,424.33333,421.10000,269.62500,322.25000,622.71429,895.00000,929.66667,878.50000
7.92987,409.33333,424.44444,420.50000,269.25000,322.25000,623.71429,893.77778,929.11111,877.10000
7.94179,409.44444,424.11111,420.30000,269.12500,321.75000,624.57143,892.88889,928.22222,875.30000
7.95371,409.66667,423.44444,419.50000,268.75000,321.25000,625.85714,891.88889,927.55556,874.20000
7.96564,410.33333,422.88889,418.90000,268.87500,320.75000,626.85714,891.11111,927.11111,873.40000
7.97756,411.11111,422.33333,418.30000,269.00000,319.87500,627.71429,890.22222,926.66667,872.80000
7.98949,411.88889,421.88889,417.70000,269.12500,319.25000,628.71429,889.66667,926.33333,872.80000
8.00141,412.66667,421.77778,417.20000,269.12500,318.37500,629.00000,888.88889,925.77778,873.40000
8.01333,413.44444,421.55556,416.90000,269.50000,318.00000,629.00000,888.77778,925.33333,874.50000
8.02526,414.22222,421.66667,416.70000,269.62500,317.50000,628.28571,888.00000,925.00000,876.10000
8.03718,414.55556,422.11111,416.60000,269.87500,317.50000,627.14286,887.44444,925.00000,878.30000
8.04911,414.66667,422.66667,416.80000,269.87500,317.25000,625.71429,887.00000,925.11111,880.90000
8.06103,414.33333,423.33333,416.90000,270.12500,317.75000,623.42857,886.33333,925.55556,883.50000
8.07295,414.00000,424.00000,416.90000,270.50000,318.12500,621.14286,885.44444,926.33333,886.20000
8.08488,413.11111,424.77778,417.00000,270.62500,318.50000,618.57143,884.44444,927.22222,888.70000
8.09680,412.33333,425.22222,417.00000,271.12500,319.00000,616.14286,883.55556,928.44444,890.90000
8.10873,411.44444,425.33333,417.00000,271.50000,319.75000,613.71429,882.44444,929.88889,892.60000
8.12065,410.66667,425.55556,416.90000,271.75000,320.37500,611.28571,881.66667,931.33333,893.80000
8.13257,410.00000,425.55556,416.60000,272.00000,321.12500,609.28571,881.00000,932.55556,894.50000
8.14450,409.55556,425.33333,416.30000,272.50000,321.62500,607.71429,880.33333,933.77778,894.40000
8.15642,409.22222,425.22222,415.90000,273.00000,322.12500,606.42857,879.77778,934.44444,893.90000
8.16834,409.11111,424.88889,415.30000,273.75000,322.37500,605.57143,879.33333,935.00000,893.30000
8.18027,409.33333,424.55556,414.60000,274.37500,322.37500,604.85714,879.11111,934.55556,892.50000
8.19219,409.66667,424.11111,414.10000,274.62500,322.25000,604.71429,878.66667,934.00000,891.80000
8.20412,409.88889,424.11111,413.40000,275.25000,322.00000,604.85714,878.00000,932.88889,890.90000
8.21604,410.44444,423.88889,412.80000,275.50000,321.50000,604.85714,877.22222,931.00000,890.20000
8.22796,411.11111,424.22222,412.30000,275.75000,321.00000,605.00000,876.33333,928.88889,889.50000
8.23989,411.66667,424.22222,411.80000,276.00000,320.25000,605.57143,875.00000,926.55556,888.90000
8.25181,412.11111,424.77778,411.70000,276.00000,319.50000,605.85714,873.44444,924.22222,888.50000
8.26374,412.88889,425.11111,411.30000,275.75000,318.87500,605.85714,872.00000,922.11111,887.60000
8.27566,413.44444,425.55556,410.90000,275.25000,318.37500,605.57143,870.44444,920.00000,886.40000
8.28758,414.00000,426.00000,411.00000,274.87500,317.87500,605.28571,868.88889,918.22222,884.80000
8.29951,414.33333,426.44444,410.90000,274.37500,317.50000,604.71429,867.66667,916.88889,882.50000
8.31143,414.88889,427.00000,411.00000,273.62500,317.12500,604.14286,866.66667,915.88889,879.90000
8.32336,415.22222,427.33333,411.00000,273.12500,317.00000,603.00000,865.66667,915.66667,876.60000
8.33528,415.88889,427.66667,411.20000,272.50000,316.75000,602.28571,865.11111,915.55556,872.90000
8.34720,416.11111,427.66667,411.60000,271.87500,316.37500,601.85714,865.11111,915.88889,869.10000
8.35913,416.55556,427.66667,412.20000,271.37500,316.00000,601.57143,865.00000,916.22222,865.50000
8.37105,417.33333,427.33333,412.80000,270.75000,315.62500,601.71429,865.33333,916.55556,862.40000
8.38297,417.88889,427.11111,413.40000,270.62500,315.12500,601.85714,865.88889,916.77778,859.40000
8.39490,418.66667,426.55556,414.20000,270.37500,314.37500,603.00000,866.88889,916.55556,857.10000
8.40682,419.44444,426.22222,415.00000,269.87500,313.75000,604.28571,867.77778,916.22222,855.40000
8.41875,420.11111,425.77778,415.60000,269.50000,313.00000,606.14286,868.88889,915.33333,854.50000
8.43067,420.88889,425.11111,415.80000,269.25000,312.00000,608.71429,870.11111,914.00000,854.30000
8.44259,421.44444,424.77778,415.90000,268.87500,311.62500,611.14286,871.33333,913.00000,854.50000
8.45452,422.22222,424.11111,415.90000,268.50000,310.75000,613.85714,872.55556,911.77778,855.60000
8.46644,422.66667,423.77778,415.50000,268.50000,310.25000,616.42857,874.00000,910.11111,856.70000
8.47837,422.88889,423.33333,414.70000,268.00000,309.37500,619.14286,875.11111,908.77778,858.20000
8.49029,423.00000,423.00000,414.10000,267.75000,308.87500,621.57143,876.44444,907.44444,859.80000
8.50221,422.66667,422.77778,413.10000,267.25000,308.00000,623.71429,877.55556,906.33333,861.40000
8.51414,422.22222,422.55556,412.50000,266.87500,307.50000,625.14286,878.11111,905.22222,862.90000
8.52606,421.44444,422.00000,411.90000,266.50000,307.00000,626.00000,878.44444,904.22222,864.30000
8.53799,420.33333,421.77778,411.40000,265.87500,306.75000,626.14286,878.11111,903.44444,865.20000
8.54991,419.22222,421.55556,411.20000,265.37500,306.37500,625.57143,877.66667,902.55556,866.20000
8.56183,418.11111,421.22222,411.20000,264.75000,306.25000,624.42857,876.33333,901.88889,867.10000
8.57376,416.88889,421.22222,411.40000,264.37500,306.12500,622.42857,874.88889,901.44444,867.90000
8.58568,415.66667,420.77778,411.70000,263.87500,306.00000,620.14286,873.00000,900.66667,868.60000
8.59761,415.11111,420.77778,411.80000,263.37500,306.37500,617.14286,871.33333,900.44444,869.60000
8.60953,414.55556,420.55556,412.20000,262.75000,306.75000,614.57143,869.33333,900.22222,870.70000
8.62145,414.11111,420.22222,412.50000,262.37500,307.37500,612.00000,868.00000,900.11111,871.90000
8.63338,414.33333,420.11111,412.60000,261.87500,308.25000,609.57143,866.88889,900.22222,873.20000
8.64530,414.44444,419.88889,412.70000,261.37500,308.75000,607.71429,866.33333,900.44444,874.00000
8.65722,415.00000,419.77778,412.70000,260.75000,309.50000,606.28571,866.55556,900.66667,875.00000
8.66915,415.44444,419.77778,412.70000,260.62500,310.25000,605.00000,867.22222,901.00000,875.40000
8.68107,416.22222,419.66667,412.70000,260.37500,310.87500,604.28571,868.22222,901.33333,875.50000
8.69300,417.11111,419.77778,412.50000,260.00000,311.75000,603.71429,869.55556,901.66667,875.20000
8.70492,417.66667,419.77778,412.30000,260.12500,312.12500,603.42857,870.77778,901.88889,874.20000
8.71684,418.00000,420.11111,412.30000,259.87500,312.50000,603.00000,872.00000,902.33333,873.10000
8.72877,418.11111,420.55556,412.00000,259.87500,312.87500,602.14286,872.77778,903.11111,871.50000
8.74069,418.22222,420.77778,411.50000,259.75000,313.25000,601.57143,873.11111,903.88889,869.30000
8.75262,418.11111,421.22222,410.80000,259.87500,313.37500,600.57143,873.00000,904.66667,867.40000
