# time, t1_s1_1_f1, t1_s1_2_f1, t1_s1_3_f1, t2_s1_1_f1, t2_s1_2_f1, t2_s1_3_f1, t3_s1_1_f1, t3_s1_2_f1, t3_s1_3_f1
4.98466,524.33333,560.44444,719.50000,614.50000,738.37500,756.14286,1099.22222,1215.44444,1122.50000
4.99659,526.22222,561.11111,720.70000,614.37500,738.75000,755.14286,1098.77778,1217.33333,1120.60000
5.00851,527.77778,561.66667,721.80000,614.12500,739.75000,754.28571,1098.66667,1219.11111,1119.10000
5.02043,530.11111,562.33333,722.70000,613.87500,741.37500,753.14286,1099.11111,1220.00000,1117.40000
5.03236,532.77778,562.88889,723.30000,613.75000,743.62500,752.14286,1100.33333,1220.88889,1115.80000
5.04428,535.77778,563.66667,723.90000,613.62500,746.37500,751.00000,1102.66667,1221.00000,1114.10000
5.05621,539.44444,564.22222,724.60000,613.87500,749.25000,750.42857,1105.44444,1220.22222,1112.60000
5.06813,543.55556,564.88889,725.40000,614.75000,752.25000,750.42857,1109.33333,1218.77778,1111.40000
5.08005,547.55556,566.11111,726.70000,615.87500,754.87500,750.57143,1113.66667,1216.55556,1110.20000
5.09198,551.66667,567.11111,728.10000,617.12500,757.00000,751.14286,1118.55556,1213.22222,1109.80000
5.10390,555.55556,568.66667,729.80000,619.12500,758.87500,752.00000,1123.22222,1209.33333,1110.40000
5.11583,559.22222,570.00000,731.90000,621.25000,760.12500,752.71429,1127.66667,1204.55556,1111.80000
5.12775,562.22222,571.66667,734.20000,623.00000,760.75000,753.71429,1131.55556,1199.88889,1114.20000
5.13967,564.33333,573.55556,736.20000,624.87500,760.37500,754.00000,1134.44444,1195.22222,1118.00000
5.15160,565.77778,575.55556,738.00000,626.50000,760.12500,754.00000,1136.33333,1190.44444,1122.40000
5.16352,566.11111,577.44444,739.20000,627.62500,759.37500,753.42857,1137.11111,1186.66667,1127.50000
5.17545,565.66667,579.55556,739.80000,628.12500,758.87500,752.14286,1137.11111,1183.44444,1132.90000
5.18737,564.33333,582.33333,739.70000,628.37500,758.00000,749.85714,1135.88889,1181.66667,1138.10000
5.19929,562.44444,585.11111,738.70000,628.00000,757.50000,747.28571,1134.11111,1180.77778,1142.70000
5.21122,560.00000,588.44444,737.30000,627.87500,756.75000,744.14286,1132.00000,1180.77778,1146.10000
5.22314,557.22222,592.11111,735.10000,627.62500,755.75000,740.42857,1130.00000,1181.77778,1148.40000
5.23506,554.22222,596.11111,732.60000,627.62500,754.62500,736.85714,1128.11111,1183.44444,1149.20000
5.24699,551.77778,600.33333,730.10000,627.75000,753.25000,733.14286,1126.66667,1185.77778,1148.80000
5.25891,549.77778,604.55556,727.60000,628.62500,751.25000,729.57143,1125.33333,1187.88889,1147.20000
5.27084,548.00000,608.33333,725.20000,629.62500,748.62500,726.14286,1124.55556,1190.00000,1144.80000
5.28276,547.00000,611.44444,723.60000,631.12500,746.00000,723.57143,1124.00000,1192.22222,1141.90000
5.29468,546.77778,614.11111,721.90000,632.75000,742.87500,720.85714,1123.77778,1194.11111,1138.70000
5.30661,547.55556,615.88889,720.60000,634.50000,739.75000,718.71429,1123.66667,1195.77778,1135.40000
5.31853,548.66667,616.77778,720.00000,636.75000,736.75000,717.14286,1123.88889,1197.22222,1132.50000
5.33046,550.66667,617.22222,719.80000,638.75000,734.00000,716.28571,1124.00000,1198.44444,1129.90000
5.34238,553.22222,617.33333,719.70000,640.87500,731.37500,716.28571,1124.55556,1199.77778,1128.00000
5.35430,556.11111,617.77778,719.90000,643.12500,729.12500,717.00000,1125.00000,1200.88889,1126.30000
5.36623,559.44444,618.44444,721.00000,645.00000,727.62500,718.57143,1125.88889,1201.77778,1125.60000
5.37815,562.66667,619.88889,722.20000,647.00000,726.50000,720.57143,1127.00000,1203.00000,1125.30000
5.39008,565.77778,622.11111,724.20000,648.25000,726.25000,724.00000,1128.22222,1203.66667,1125.90000
5.40200,568.44444,624.88889,726.60000,648.62500,726.50000,727.85714,1129.55556,1204.22222,1127.10000
5.41392,570.66667,628.77778,729.70000,648.00000,727.25000,732.28571,1130.88889,1204.55556,1129.10000
5.42585,572.66667,632.66667,733.20000,646.37500,728.87500,736.71429,1132.88889,1204.66667,1131.20000
5.43777,574.55556,637.11111,737.00000,643.50000,731.25000,740.71429,1134.77778,1204.11111,1134.10000
