time, dGoR #1, dGoR #2, dGoR #3, dGoR #4, dGoR #5, dGoR #6, dGoR #7, dGoR #8, dGoR #9, dGoR #10, dGoR #11, dGoR #12, dGoR #13, dGoR #14, dGoR #15, average
5.65240, 0.59788, 0.50913, 0.59912, 0.58756, 0.52843, 0.62655, 0.59448, 0.60348, 0.52247, 0.49185, 0.61249, 0.59656, 0.46306, 0.53233, 0.57428, 0.56265, 
5.66433, 0.58718, 0.51983, 0.58341, 0.60738, 0.58356, 0.63950, 0.59103, 0.59209, 0.50242, 0.58215, 0.53096, 0.48343, 0.51410, 0.50602, 0.48789, 0.55406, 
5.67625, 0.56806, 0.54202, 0.50463, 0.54162, 0.54734, 0.59627, 0.59526, 0.59512, 0.58212, 0.55750, 0.57334, 0.49718, 0.44650, 0.53888, 0.44317, 0.54193, 
5.68817, 0.53755, 0.55275, 0.55035, 0.49182, 0.58721, 0.61230, 0.63282, 0.56359, 0.50572, 0.53211, 0.45737, 0.56587, 0.47880, 0.52679, 0.47417, 0.53795, 
5.70010, 0.59607, 0.53559, 0.55683, 0.53319, 0.52757, 0.63212, 0.53451, 0.52098, 0.56559, 0.60409, 0.59858, 0.45764, 0.51212, 0.46692, 0.52720, 0.54460, 
5.71202, 0.60693, 0.50239, 0.49930, 0.49309, 0.56825, 0.63806, 0.53381, 0.57311, 0.46350, 0.54423, 0.44468, 0.55022, 0.47564, 0.45346, 0.56699, 0.52758, 
5.72394, 0.54687, 0.53952, 0.50102, 0.60485, 0.52813, 0.59825, 0.59574, 0.54681, 0.51595, 0.50248, 0.53770, 0.55100, 0.55074, 0.48463, 0.42516, 0.53526, 
5.73587, 0.58584, 0.54987, 0.61608, 0.63532, 0.52170, 0.63068, 0.54217, 0.62993, 0.57542, 0.52573, 0.48771, 0.44382, 0.52477, 0.48821, 0.53544, 0.55284, 
5.74779, 0.57529, 0.60069, 0.49804, 0.57711, 0.57357, 0.56639, 0.62122, 0.56230, 0.53698, 0.50495, 0.51110, 0.50867, 0.52596, 0.50879, 0.52274, 0.54625, 
5.75972, 0.56058, 0.54385, 0.46656, 0.52396, 0.57228, 0.58266, 0.53434, 0.53703, 0.46810, 0.53169, 0.63144, 0.54343, 0.49180, 0.49203, 0.46071, 0.52937, 
5.77164, 0.57986, 0.54295, 0.56379, 0.55909, 0.58675, 0.55468, 0.58253, 0.55683, 0.50349, 0.50017, 0.52371, 0.51355, 0.46611, 0.53196, 0.50773, 0.53822, 
5.78356, 0.60492, 0.56672, 0.52258, 0.59604, 0.57610, 0.67058, 0.54795, 0.50355, 0.54934, 0.48397, 0.44026, 0.47728, 0.46807, 0.49386, 0.49850, 0.53331, 
5.79549, 0.50377, 0.59393, 0.53825, 0.54178, 0.55854, 0.59512, 0.53287, 0.58594, 0.51022, 0.53379, 0.49161, 0.44821, 0.50044, 0.46824, 0.55644, 0.53061, 
5.80741, 0.56248, 0.54917, 0.54617, 0.59046, 0.55462, 0.58521, 0.54580, 0.66268, 0.52835, 0.51911, 0.42467, 0.48733, 0.53068, 0.56488, 0.53651, 0.54587, 
5.81934, 0.63383, 0.50462, 0.48436, 0.52235, 0.57560, 0.56582, 0.58048, 0.55817, 0.46781, 0.48952, 0.51116, 0.51420, 0.48244, 0.57602, 0.47862, 0.52967, 
5.83126, 0.50388, 0.53327, 0.58291, 0.52531, 0.56111, 0.63345, 0.53617, 0.60082, 0.48889, 0.55150, 0.48253, 0.46221, 0.46032, 0.54877, 0.49932, 0.53136, 
5.84318, 0.56140, 0.62209, 0.57569, 0.55591, 0.51776, 0.62615, 0.60708, 0.57937, 0.51669, 0.57493, 0.50249, 0.53133, 0.53494, 0.47097, 0.50073, 0.55184, 
5.85511, 0.59852, 0.56428, 0.53126, 0.56779, 0.59958, 0.60353, 0.63034, 0.51933, 0.50890, 0.50093, 0.50068, 0.48193, 0.45357, 0.51554, 0.59964, 0.54506, 
5.86703, 0.57138, 0.50499, 0.56134, 0.57237, 0.53967, 0.57768, 0.55915, 0.53298, 0.50487, 0.59916, 0.47661, 0.49588, 0.51349, 0.52981, 0.48870, 0.53521, 
5.87896, 0.52758, 0.57543, 0.58958, 0.54418, 0.62033, 0.58607, 0.64376, 0.51819, 0.55517, 0.44982, 0.47672, 0.51151, 0.53242, 0.53421, 0.49272, 0.54385, 
5.89088, 0.58986, 0.54506, 0.59937, 0.53819, 0.50068, 0.50558, 0.51964, 0.53723, 0.50770, 0.41937, 0.45365, 0.46884, 0.47243, 0.42076, 0.55988, 0.50922, 
5.90280, 0.57381, 0.60272, 0.51468, 0.52513, 0.54705, 0.63367, 0.56511, 0.51906, 0.49720, 0.52786, 0.59234, 0.50000, 0.48101, 0.48371, 0.44416, 0.53383, 
5.91473, 0.57256, 0.48558, 0.58661, 0.50261, 0.53821, 0.58634, 0.56734, 0.52786, 0.45677, 0.47469, 0.48982, 0.49436, 0.51491, 0.57148, 0.54286, 0.52747, 
5.92665, 0.59703, 0.51157, 0.52735, 0.57437, 0.53331, 0.61020, 0.58900, 0.53162, 0.51737, 0.54500, 0.55678, 0.50337, 0.50987, 0.63400, 0.60530, 0.55641, 
5.93858, 0.53756, 0.55455, 0.51344, 0.57261, 0.57003, 0.60129, 0.56506, 0.60214, 0.55216, 0.49265, 0.48264, 0.56251, 0.50359, 0.46331, 0.45357, 0.53514, 
5.95050, 0.60802, 0.50382, 0.52944, 0.59970, 0.51571, 0.57623, 0.57550, 0.63017, 0.54768, 0.44755, 0.53153, 0.46791, 0.49658, 0.45972, 0.45776, 0.52982, 
5.96242, 0.50374, 0.57472, 0.50479, 0.56835, 0.60924, 0.57351, 0.51030, 0.49868, 0.49584, 0.48979, 0.50512, 0.48919, 0.48656, 0.51780, 0.47520, 0.52019, 
5.97435, 0.52277, 0.58162, 0.54335, 0.63043, 0.50098, 0.53417, 0.56884, 0.50280, 0.47511, 0.47663, 0.41746, 0.46715, 0.55010, 0.53538, 0.39520, 0.51347, 
5.98627, 0.54023, 0.57422, 0.59444, 0.54311, 0.63581, 0.63792, 0.50825, 0.49186, 0.52659, 0.47683, 0.43783, 0.46973, 0.53141, 0.42035, 0.51021, 0.52659, 
5.99819, 0.61660, 0.52771, 0.50831, 0.61852, 0.55951, 0.53855, 0.53749, 0.50535, 0.50799, 0.56442, 0.53508, 0.55137, 0.48803, 0.43390, 0.40691, 0.52665, 
6.01012, 0.53330, 0.50163, 0.56075, 0.55902, 0.51569, 0.55857, 0.55396, 0.59471, 0.51851, 0.51189, 0.50890, 0.53986, 0.48006, 0.54151, 0.51867, 0.53314, 
6.02204, 0.53065, 0.59547, 0.50266, 0.56767, 0.57675, 0.52398, 0.53205, 0.50477, 0.58128, 0.54497, 0.48127, 0.47469, 0.50448, 0.43298, 0.53717, 0.52606, 
6.03397, 0.57914, 0.51986, 0.51890, 0.62110, 0.56117, 0.57323, 0.50363, 0.57117, 0.55571, 0.49020, 0.44440, 0.38555, 0.49489, 0.59467, 0.56793, 0.53210, 
6.04589, 0.56039, 0.58508, 0.56846, 0.60424, 0.54931, 0.61552, 0.56517, 0.58999, 0.42758, 0.54744, 0.50501, 0.49085, 0.44431, 0.45921, 0.52485, 0.53583, 
6.05781, 0.55473, 0.46367, 0.53837, 0.53634, 0.58706, 0.58873, 0.58910, 0.50422, 0.52520, 0.49306, 0.47415, 0.48237, 0.50196, 0.51371, 0.45805, 0.52072, 
6.06974, 0.53808, 0.62282, 0.55796, 0.68687, 0.61564, 0.60591, 0.63877, 0.51041, 0.49050, 0.49277, 0.50742, 0.54563, 0.45908, 0.48251, 0.53052, 0.55232, 
6.08166, 0.52564, 0.52869, 0.47085, 0.57913, 0.60984, 0.53745, 0.49673, 0.43837, 0.53742, 0.54849, 0.49587, 0.49350, 0.45208, 0.50822, 0.51761, 0.51599, 
6.09359, 0.56709, 0.50870, 0.49512, 0.58833, 0.62164, 0.64923, 0.60906, 0.57072, 0.51846, 0.51219, 0.44680, 0.49947, 0.46440, 0.50211, 0.51657, 0.53799, 
6.10551, 0.57895, 0.57162, 0.46981, 0.55790, 0.55529, 0.52300, 0.57284, 0.52615, 0.52518, 0.51624, 0.54807, 0.44419, 0.44754, 0.44953, 0.38394, 0.51135, 
6.11743, 0.56227, 0.55543, 0.52744, 0.56645, 0.69749, 0.55294, 0.62781, 0.53953, 0.46886, 0.52958, 0.52737, 0.50508, 0.45557, 0.44137, 0.53549, 0.53951, 
6.12936, 0.54712, 0.55743, 0.47770, 0.54053, 0.58215, 0.54293, 0.54704, 0.58664, 0.53521, 0.60092, 0.43575, 0.40758, 0.51126, 0.48198, 0.56997, 0.52828, 
6.14128, 0.48707, 0.63611, 0.51066, 0.58435, 0.57693, 0.55038, 0.54240, 0.58370, 0.47960, 0.49200, 0.52061, 0.48951, 0.48792, 0.44890, 0.53713, 0.52848, 
6.15321, 0.62522, 0.53293, 0.54844, 0.49567, 0.56571, 0.56545, 0.58632, 0.52978, 0.49851, 0.53833, 0.53090, 0.48581, 0.45773, 0.41041, 0.48235, 0.52357, 
6.16513, 0.51533, 0.63223, 0.46816, 0.60417, 0.58117, 0.59347, 0.48667, 0.50911, 0.51074, 0.51633, 0.48237, 0.61663, 0.48883, 0.49075, 0.41935, 0.52769, 
6.17705, 0.50632, 0.53829, 0.52650, 0.60502, 0.52358, 0.61284, 0.62803, 0.47380, 0.50997, 0.50790, 0.56859, 0.49643, 0.54826, 0.47084, 0.47274, 0.53261, 
6.18898, 0.49616, 0.57281, 0.54684, 0.55615, 0.55193, 0.57997, 0.56237, 0.57999, 0.42885, 0.44882, 0.55066, 0.47536, 0.46297, 0.55927, 0.47243, 0.52297, 
6.20090, 0.53447, 0.52735, 0.53414, 0.53686, 0.50792, 0.53166, 0.57608, 0.55107, 0.50355, 0.56606, 0.54362, 0.49323, 0.46906, 0.48909, 0.47470, 0.52259, 
6.21282, 0.53534, 0.46853, 0.51138, 0.62305, 0.60557, 0.48990, 0.59300, 0.53225, 0.49957, 0.48056, 0.56068, 0.57072, 0.52057, 0.43896, 0.58374, 0.53426, 
6.22475, 0.57034, 0.60590, 0.54804, 0.51188, 0.48258, 0.52305, 0.52722, 0.52952, 0.52082, 0.63576, 0.47555, 0.53518, 0.53353, 0.44287, 0.48241, 0.52831, 
6.23667, 0.53828, 0.53394, 0.51290, 0.56908, 0.51929, 0.65000, 0.62633, 0.52484, 0.48154, 0.46649, 0.53338, 0.39146, 0.45446, 0.49685, 0.51623, 0.52101, 
6.24860, 0.53556, 0.54236, 0.52912, 0.51896, 0.53461, 0.56691, 0.56345, 0.58240, 0.51117, 0.57697, 0.50661, 0.41865, 0.57813, 0.54676, 0.47310, 0.53232, 
6.26052, 0.55753, 0.52126, 0.54169, 0.57105, 0.50791, 0.48730, 0.60961, 0.52127, 0.55427, 0.61551, 0.51610, 0.45312, 0.46485, 0.53785, 0.48915, 0.52990, 
6.27244, 0.52161, 0.52214, 0.56135, 0.55915, 0.52721, 0.55057, 0.48559, 0.47817, 0.51029, 0.50855, 0.51714, 0.50243, 0.43399, 0.56563, 0.47731, 0.51474, 
6.28437, 0.54748, 0.54625, 0.54852, 0.52207, 0.55635, 0.55937, 0.57086, 0.57786, 0.51925, 0.48451, 0.49909, 0.54027, 0.52649, 0.48988, 0.52845, 0.53445, 
6.29629, 0.61893, 0.58449, 0.51516, 0.57253, 0.53692, 0.52019, 0.63814, 0.48338, 0.44831, 0.48449, 0.56018, 0.58667, 0.47912, 0.48838, 0.45013, 0.53113, 
6.30822, 0.54683, 0.58508, 0.54421, 0.56906, 0.56287, 0.62792, 0.60334, 0.50540, 0.46434, 0.47590, 0.55897, 0.46315, 0.57205, 0.47437, 0.46819, 0.53478, 
6.32014, 0.58683, 0.51462, 0.58035, 0.56043, 0.56703, 0.52552, 0.58265, 0.55235, 0.54977, 0.55509, 0.51529, 0.41664, 0.45492, 0.59237, 0.49351, 0.53649, 
6.33206, 0.61833, 0.50314, 0.50514, 0.54181, 0.57784, 0.55430, 0.60398, 0.52032, 0.51366, 0.51784, 0.51519, 0.48577, 0.56514, 0.61398, 0.49578, 0.54215, 
6.34399, 0.54581, 0.50941, 0.46677, 0.53230, 0.61931, 0.63284, 0.56082, 0.51771, 0.52984, 0.45058, 0.54791, 0.53114, 0.55220, 0.42485, 0.44690, 0.52456, 
6.35591, 0.58377, 0.46967, 0.54306, 0.52625, 0.52383, 0.48987, 0.51946, 0.54655, 0.50985, 0.51601, 0.45414, 0.42482, 0.52167, 0.45755, 0.47592, 0.50416, 
6.36784, 0.55161, 0.57139, 0.54993, 0.53669, 0.50007, 0.56216, 0.59752, 0.49315, 0.54305, 0.53739, 0.47329, 0.47685, 0.50710, 0.52097, 0.47041, 0.52611, 
6.37976, 0.47855, 0.55937, 0.53479, 0.57151, 0.60922, 0.56467, 0.60736, 0.55268, 0.47995, 0.46742, 0.39272, 0.47409, 0.52106, 0.50417, 0.54185, 0.52396, 
6.39168, 0.53189, 0.47814, 0.47727, 0.60036, 0.56654, 0.51570, 0.53731, 0.46250, 0.56282, 0.46832, 0.47261, 0.58541, 0.42699, 0.46988, 0.48192, 0.50918, 
6.40361, 0.50128, 0.50133, 0.53716, 0.61491, 0.52873, 0.58871, 0.58519, 0.51092, 0.45755, 0.55071, 0.51824, 0.55689, 0.49827, 0.43198, 0.47070, 0.52350, 
6.41553, 0.57031, 0.52995, 0.56804, 0.56259, 0.49931, 0.58588, 0.50416, 0.54882, 0.53591, 0.51593, 0.50459, 0.56470, 0.50165, 0.49937, 0.46483, 0.53040, 
6.42746, 0.51943, 0.48235, 0.57088, 0.59013, 0.53052, 0.55855, 0.52664, 0.54654, 0.43268, 0.42907, 0.50878, 0.46096, 0.52079, 0.45087, 0.45398, 0.50548, 
6.43938, 0.51970, 0.50716, 0.49765, 0.62438, 0.55311, 0.53172, 0.54288, 0.48599, 0.53999, 0.51821, 0.56764, 0.42963, 0.48702, 0.47741, 0.47787, 0.51736, 
6.45130, 0.51443, 0.44800, 0.51734, 0.52898, 0.52339, 0.57846, 0.58816, 0.50792, 0.53310, 0.48510, 0.43394, 0.51664, 0.46347, 0.52742, 0.48067, 0.50980, 
6.46323, 0.53361, 0.49904, 0.51070, 0.52251, 0.62236, 0.56726, 0.53343, 0.52093, 0.53764, 0.46211, 0.48539, 0.48152, 0.43628, 0.46621, 0.49865, 0.51184, 
6.47515, 0.53332, 0.45438, 0.50953, 0.58020, 0.52247, 0.51853, 0.55802, 0.50030, 0.47285, 0.58462, 0.48332, 0.47288, 0.45362, 0.45441, 0.57860, 0.51180, 
6.48707, 0.46964, 0.54197, 0.56310, 0.56519, 0.58638, 0.58223, 0.50723, 0.56336, 0.44336, 0.55857, 0.43864, 0.54083, 0.36953, 0.39792, 0.51855, 0.50977, 
6.49900, 0.47307, 0.48742, 0.51692, 0.48510, 0.55642, 0.51911, 0.49439, 0.52959, 0.46262, 0.45686, 0.47514, 0.42285, 0.59039, 0.47186, 0.48018, 0.49479, 
6.51092, 0.56916, 0.50044, 0.53860, 0.54388, 0.56974, 0.54783, 0.52185, 0.61798, 0.52506, 0.58324, 0.46476, 0.47060, 0.46986, 0.43950, 0.55761, 0.52801, 
6.52285, 0.55507, 0.49902, 0.57497, 0.54568, 0.52474, 0.53596, 0.51366, 0.50493, 0.43704, 0.47190, 0.53450, 0.48523, 0.46436, 0.46240, 0.47437, 0.50559, 
6.53477, 0.51682, 0.50665, 0.52651, 0.57927, 0.56409, 0.56268, 0.44796, 0.48030, 0.58438, 0.51993, 0.47162, 0.50323, 0.49815, 0.45710, 0.50076, 0.51463, 
6.54669, 0.53022, 0.50726, 0.52746, 0.52061, 0.57845, 0.65619, 0.55310, 0.46302, 0.41569, 0.56425, 0.53039, 0.46074, 0.41447, 0.48215, 0.51217, 0.51441, 
6.55862, 0.51356, 0.56407, 0.51471, 0.54540, 0.56842, 0.52987, 0.52967, 0.49661, 0.45924, 0.54451, 0.45757, 0.50385, 0.44850, 0.47703, 0.41333, 0.50442, 
6.57054, 0.56985, 0.51374, 0.55075, 0.51100, 0.57019, 0.53652, 0.51709, 0.46031, 0.44177, 0.49523, 0.46830, 0.47482, 0.40266, 0.39527, 0.45099, 0.49057, 
6.58247, 0.56139, 0.53106, 0.51175, 0.62044, 0.55770, 0.58500, 0.49151, 0.61298, 0.55482, 0.50544, 0.50866, 0.50609, 0.50435, 0.47899, 0.46500, 0.53301, 
6.59439, 0.53586, 0.48118, 0.46848, 0.58755, 0.52970, 0.58863, 0.56668, 0.45476, 0.51945, 0.47880, 0.49066, 0.51813, 0.50757, 0.44985, 0.51092, 0.51255, 
6.60631, 0.49925, 0.52183, 0.52943, 0.57290, 0.54582, 0.58316, 0.55983, 0.48438, 0.52835, 0.48484, 0.48666, 0.39263, 0.47767, 0.41033, 0.49664, 0.50492, 
6.61824, 0.57618, 0.53090, 0.55020, 0.51637, 0.58197, 0.57148, 0.50354, 0.53957, 0.39219, 0.42062, 0.46770, 0.41932, 0.45280, 0.54168, 0.51995, 0.50563, 
6.63016, 0.56733, 0.48657, 0.50141, 0.54263, 0.56662, 0.58291, 0.50324, 0.56930, 0.54650, 0.41789, 0.48049, 0.47582, 0.44028, 0.42947, 0.42995, 0.50269, 
6.64209, 0.53073, 0.56255, 0.42929, 0.57889, 0.55476, 0.54945, 0.55507, 0.50137, 0.50423, 0.54672, 0.54651, 0.48531, 0.47182, 0.48281, 0.52527, 0.52165, 
6.65401, 0.56212, 0.52617, 0.50902, 0.49179, 0.52447, 0.57583, 0.52445, 0.54180, 0.51720, 0.55777, 0.47545, 0.58718, 0.48307, 0.49441, 0.43971, 0.52070, 
6.66593, 0.49626, 0.56185, 0.52627, 0.55756, 0.57330, 0.58512, 0.51130, 0.54829, 0.49046, 0.47723, 0.52709, 0.54067, 0.50955, 0.58524, 0.46223, 0.53016, 
6.67786, 0.53892, 0.51869, 0.54095, 0.56735, 0.56935, 0.49677, 0.49004, 0.55902, 0.50892, 0.48487, 0.59567, 0.43834, 0.45139, 0.47180, 0.40153, 0.50891, 
6.68978, 0.51415, 0.51505, 0.52555, 0.47885, 0.48775, 0.51698, 0.59493, 0.48463, 0.53961, 0.53553, 0.45618, 0.51001, 0.44793, 0.49763, 0.47390, 0.50525, 
6.70170, 0.46527, 0.50588, 0.54162, 0.48084, 0.55759, 0.56603, 0.59972, 0.51737, 0.54230, 0.47335, 0.52168, 0.47492, 0.56643, 0.48538, 0.47644, 0.51832, 
6.71363, 0.51223, 0.49948, 0.47495, 0.53050, 0.53702, 0.48956, 0.56151, 0.43925, 0.46873, 0.46625, 0.49766, 0.45436, 0.43690, 0.43287, 0.45097, 0.48348, 
6.72555, 0.47865, 0.53234, 0.53963, 0.53330, 0.53230, 0.51590, 0.51770, 0.56430, 0.46174, 0.47765, 0.42341, 0.39275, 0.39116, 0.56353, 0.47525, 0.49331, 
6.73748, 0.51816, 0.52382, 0.48373, 0.53821, 0.56659, 0.46821, 0.49942, 0.44863, 0.44977, 0.45056, 0.42924, 0.44630, 0.53568, 0.40179, 0.52806, 0.48588, 
6.74940, 0.47202, 0.50668, 0.58327, 0.48907, 0.54521, 0.52176, 0.66229, 0.50206, 0.44909, 0.54019, 0.49353, 0.46358, 0.50227, 0.43714, 0.42799, 0.50641, 
6.76132, 0.51271, 0.52708, 0.53806, 0.50408, 0.52450, 0.57795, 0.57858, 0.54599, 0.47014, 0.45769, 0.45564, 0.40804, 0.52177, 0.50386, 0.49871, 0.50832, 
6.77325, 0.53657, 0.52434, 0.52611, 0.55488, 0.45291, 0.56647, 0.57931, 0.51642, 0.43304, 0.51551, 0.49374, 0.51221, 0.43467, 0.48936, 0.47335, 0.50726, 
6.78517, 0.49818, 0.53522, 0.49843, 0.51423, 0.47899, 0.52427, 0.55970, 0.50412, 0.51950, 0.43674, 0.49282, 0.41375, 0.48959, 0.44069, 0.45590, 0.49081, 
6.79710, 0.51605, 0.54406, 0.50177, 0.54308, 0.54478, 0.56777, 0.56035, 0.49973, 0.46038, 0.40463, 0.44449, 0.45721, 0.42732, 0.44851, 0.58314, 0.50022, 
6.80902, 0.58946, 0.53339, 0.50844, 0.54113, 0.57139, 0.57029, 0.53763, 0.50330, 0.52965, 0.39676, 0.48552, 0.50578, 0.45166, 0.44198, 0.52692, 0.51289, 
6.82094, 0.53855, 0.57956, 0.46335, 0.49148, 0.56903, 0.58605, 0.52093, 0.47852, 0.52591, 0.53746, 0.49156, 0.50347, 0.45851, 0.44072, 0.51189, 0.51313, 
6.83287, 0.49890, 0.58041, 0.47733, 0.49540, 0.54514, 0.60990, 0.55633, 0.52696, 0.49245, 0.44425, 0.46183, 0.46062, 0.40851, 0.46348, 0.55009, 0.50477, 
6.84479, 0.52753, 0.52520, 0.44833, 0.50464, 0.51148, 0.55532, 0.64086, 0.51743, 0.52666, 0.55757, 0.50792, 0.48094, 0.51821, 0.49500, 0.48134, 0.51990, 
6.85672, 0.54110, 0.50494, 0.49168, 0.45245, 0.52795, 0.51495, 0.48020, 0.48101, 0.46922, 0.53612, 0.48336, 0.52024, 0.49864, 0.50115, 0.47245, 0.49837, 
6.86864, 0.46791, 0.46024, 0.49233, 0.55464, 0.52957, 0.51016, 0.51647, 0.53000, 0.50837, 0.49514, 0.53322, 0.49798, 0.52940, 0.47024, 0.50051, 0.50641, 
6.88056, 0.44747, 0.50940, 0.51350, 0.55258, 0.50953, 0.58061, 0.48780, 0.44516, 0.47727, 0.46054, 0.45324, 0.44146, 0.46081, 0.48387, 0.55688, 0.49201, 
6.89249, 0.52329, 0.48500, 0.47309, 0.53274, 0.46529, 0.51695, 0.61537, 0.55767, 0.49236, 0.44821, 0.51632, 0.47973, 0.44853, 0.47175, 0.54715, 0.50490, 
6.90441, 0.47588, 0.49467, 0.52205, 0.48097, 0.54402, 0.46175, 0.58522, 0.49025, 0.50187, 0.48519, 0.49688, 0.42916, 0.46331, 0.49883, 0.37167, 0.48678, 
6.91633, 0.44624, 0.52547, 0.48804, 0.52102, 0.57345, 0.55425, 0.51246, 0.53223, 0.49415, 0.50947, 0.44030, 0.47674, 0.49768, 0.46185, 0.36241, 0.49305, 
6.92826, 0.58209, 0.51755, 0.50350, 0.53138, 0.54544, 0.57076, 0.49437, 0.45516, 0.43991, 0.53151, 0.45447, 0.46605, 0.42827, 0.46518, 0.47496, 0.49737, 
6.94018, 0.50114, 0.52410, 0.48209, 0.47759, 0.58960, 0.51294, 0.53173, 0.54454, 0.47849, 0.50544, 0.48343, 0.47263, 0.53363, 0.49344, 0.52576, 0.51044, 
6.95211, 0.46366, 0.46081, 0.48791, 0.52961, 0.51876, 0.51714, 0.52652, 0.57719, 0.49697, 0.51553, 0.48355, 0.42214, 0.42430, 0.47757, 0.43760, 0.48928, 
6.96403, 0.49539, 0.43110, 0.49844, 0.50893, 0.50794, 0.57551, 0.57604, 0.50620, 0.45123, 0.51149, 0.46337, 0.42271, 0.49260, 0.44909, 0.46295, 0.49020, 
6.97595, 0.52316, 0.46353, 0.48113, 0.52966, 0.52902, 0.49083, 0.48630, 0.51129, 0.46699, 0.57982, 0.45314, 0.46640, 0.45429, 0.46063, 0.43082, 0.48847, 
6.98788, 0.53057, 0.57449, 0.52016, 0.51761, 0.56071, 0.53760, 0.53346, 0.52750, 0.47971, 0.54333, 0.47389, 0.46334, 0.46949, 0.52784, 0.46262, 0.51482, 
6.99980, 0.53709, 0.48255, 0.46049, 0.45787, 0.51604, 0.58260, 0.52111, 0.51981, 0.46144, 0.44653, 0.46625, 0.42296, 0.46239, 0.42695, 0.53549, 0.48664, 
7.01173, 0.52747, 0.50150, 0.51005, 0.52637, 0.42265, 0.45370, 0.46562, 0.53003, 0.44445, 0.48743, 0.44433, 0.42916, 0.41886, 0.41160, 0.47189, 0.46967, 
7.02365, 0.57393, 0.52916, 0.49711, 0.59294, 0.56057, 0.54832, 0.50849, 0.52533, 0.45490, 0.45359, 0.50957, 0.47208, 0.39655, 0.41757, 0.43643, 0.49844, 
7.03557, 0.45883, 0.46639, 0.51983, 0.51115, 0.48224, 0.49542, 0.49502, 0.50360, 0.46748, 0.44252, 0.46103, 0.50286, 0.41428, 0.49543, 0.49520, 0.48075, 
7.04750, 0.49050, 0.42095, 0.52709, 0.50735, 0.45275, 0.56791, 0.47836, 0.48701, 0.43510, 0.48379, 0.46733, 0.52046, 0.48813, 0.47470, 0.39780, 0.47995, 
7.05942, 0.47539, 0.44979, 0.47111, 0.55815, 0.51054, 0.54328, 0.52404, 0.49947, 0.44047, 0.41293, 0.50885, 0.40283, 0.40922, 0.51148, 0.45635, 0.47826, 
7.07135, 0.52939, 0.49617, 0.51816, 0.56478, 0.48131, 0.47688, 0.58322, 0.49187, 0.52049, 0.57792, 0.38434, 0.43720, 0.45817, 0.46933, 0.48177, 0.49807, 
7.08327, 0.51141, 0.46090, 0.47540, 0.49900, 0.51997, 0.50776, 0.53784, 0.53681, 0.45650, 0.47289, 0.48089, 0.45973, 0.39561, 0.42714, 0.42949, 0.47809, 
7.09519, 0.46006, 0.52148, 0.53748, 0.51276, 0.55776, 0.54724, 0.57476, 0.55595, 0.47454, 0.45124, 0.51860, 0.41096, 0.53042, 0.45455, 0.54008, 0.50986, 
7.10712, 0.51906, 0.47600, 0.46801, 0.48824, 0.50865, 0.50898, 0.50434, 0.52586, 0.47362, 0.51632, 0.47558, 0.40087, 0.47687, 0.45310, 0.44565, 0.48274, 
7.11904, 0.53638, 0.48742, 0.55539, 0.63689, 0.49003, 0.56949, 0.46358, 0.51877, 0.51481, 0.50119, 0.48714, 0.48895, 0.43578, 0.36614, 0.40696, 0.49726, 
7.13097, 0.50210, 0.55035, 0.49552, 0.56514, 0.50040, 0.49040, 0.55227, 0.59186, 0.52826, 0.49219, 0.44503, 0.40321, 0.56677, 0.46046, 0.44229, 0.50575, 
7.14289, 0.49783, 0.50375, 0.46841, 0.52658, 0.55881, 0.56764, 0.62876, 0.44266, 0.43728, 0.46024, 0.48080, 0.45935, 0.49065, 0.47327, 0.42756, 0.49491, 
7.15481, 0.49170, 0.53363, 0.59100, 0.46136, 0.53766, 0.57778, 0.53034, 0.55935, 0.49163, 0.52813, 0.43257, 0.43691, 0.43726, 0.38487, 0.41873, 0.49420, 
7.16674, 0.52120, 0.45642, 0.48960, 0.48170, 0.53614, 0.49393, 0.50848, 0.48105, 0.52377, 0.44777, 0.49189, 0.38404, 0.48502, 0.41550, 0.48223, 0.47992, 
7.17866, 0.51299, 0.47926, 0.55244, 0.46121, 0.52724, 0.54909, 0.44487, 0.54142, 0.55124, 0.50499, 0.45249, 0.41406, 0.45068, 0.41095, 0.50888, 0.49079, 
7.19058, 0.48063, 0.54094, 0.49664, 0.52644, 0.51813, 0.51512, 0.49672, 0.56074, 0.51835, 0.48630, 0.47618, 0.39779, 0.50521, 0.46078, 0.51180, 0.49945, 
7.20251, 0.50362, 0.51019, 0.44802, 0.57842, 0.53580, 0.50316, 0.47420, 0.48091, 0.44358, 0.48703, 0.41480, 0.45789, 0.46837, 0.49140, 0.44041, 0.48252, 
7.21443, 0.49478, 0.50635, 0.50229, 0.48769, 0.47983, 0.49952, 0.53415, 0.47955, 0.45001, 0.54844, 0.51848, 0.44552, 0.38531, 0.44155, 0.43679, 0.48068, 
7.22636, 0.46747, 0.54358, 0.47367, 0.48510, 0.50996, 0.55565, 0.52662, 0.46328, 0.41741, 0.52257, 0.51302, 0.44854, 0.40929, 0.46110, 0.45941, 0.48378, 
7.23828, 0.53783, 0.49755, 0.50272, 0.54628, 0.51662, 0.45746, 0.51587, 0.46945, 0.51394, 0.45890, 0.46330, 0.42539, 0.45671, 0.44636, 0.46541, 0.48492, 
