time, dGoR #1, dGoR #2, dGoR #3, dGoR #4, dGoR #5, dGoR #6, dGoR #7, dGoR #8, dGoR #9, dGoR #10, dGoR #11, dGoR #12, dGoR #13, dGoR #14, dGoR #15, average
5.48547, 0.73832, 0.69818, 0.72396, 0.68207, 0.78554, 0.65290, 0.64568, 0.62591, 0.70177, 0.60079, 0.58000, 0.63287, 0.60371, 0.56279, 0.62023, 0.65698, 
5.49739, 0.69454, 0.69415, 0.61800, 0.79265, 0.68440, 0.64251, 0.59738, 0.62892, 0.65761, 0.67382, 0.63811, 0.55746, 0.56220, 0.65355, 0.54182, 0.64247, 
5.50931, 0.70405, 0.77028, 0.68581, 0.65063, 0.77428, 0.71829, 0.64564, 0.62340, 0.65107, 0.66935, 0.58763, 0.64094, 0.60733, 0.62876, 0.59503, 0.66350, 
5.52124, 0.66516, 0.64515, 0.73831, 0.65064, 0.67995, 0.76641, 0.63714, 0.57416, 0.60383, 0.61149, 0.61774, 0.74826, 0.66524, 0.60100, 0.56238, 0.65112, 
5.53316, 0.65617, 0.70220, 0.71518, 0.68186, 0.70759, 0.69726, 0.61455, 0.60325, 0.68073, 0.70336, 0.66875, 0.63797, 0.64681, 0.52746, 0.61759, 0.65738, 
5.54509, 0.63442, 0.66456, 0.79959, 0.73192, 0.67458, 0.78017, 0.67145, 0.72029, 0.62322, 0.57958, 0.55513, 0.60287, 0.62977, 0.66164, 0.72129, 0.67003, 
5.55701, 0.72121, 0.69807, 0.63622, 0.72609, 0.67838, 0.62607, 0.57581, 0.59617, 0.66952, 0.60917, 0.68260, 0.66066, 0.65791, 0.60949, 0.78669, 0.66227, 
5.56893, 0.70283, 0.79856, 0.72522, 0.67030, 0.66036, 0.65911, 0.62698, 0.64504, 0.69142, 0.66427, 0.57577, 0.61064, 0.63093, 0.61403, 0.60345, 0.65859, 
5.58086, 0.69256, 0.76241, 0.64510, 0.71400, 0.67767, 0.65966, 0.65804, 0.69192, 0.63845, 0.68080, 0.72905, 0.54909, 0.71022, 0.62948, 0.65231, 0.67272, 
5.59278, 0.76642, 0.72738, 0.71326, 0.65956, 0.73656, 0.67177, 0.68370, 0.63665, 0.64680, 0.64055, 0.61530, 0.53798, 0.66589, 0.61433, 0.65156, 0.66451, 
5.60471, 0.70491, 0.73170, 0.65562, 0.65008, 0.69886, 0.73690, 0.69841, 0.61067, 0.61919, 0.73065, 0.68813, 0.67960, 0.58147, 0.54662, 0.55354, 0.65909, 
5.61663, 0.72621, 0.63333, 0.64589, 0.68825, 0.70607, 0.72846, 0.69737, 0.64491, 0.62627, 0.65506, 0.71925, 0.58428, 0.67994, 0.61740, 0.58952, 0.66281, 
5.62855, 0.78526, 0.74672, 0.73757, 0.68214, 0.69817, 0.72396, 0.58921, 0.63695, 0.66392, 0.64214, 0.71401, 0.69982, 0.69754, 0.62331, 0.58065, 0.68142, 
5.64048, 0.71756, 0.73057, 0.78018, 0.73567, 0.70583, 0.59741, 0.73474, 0.68146, 0.63984, 0.66304, 0.63853, 0.61271, 0.56063, 0.70919, 0.64499, 0.67682, 
5.65240, 0.72247, 0.72573, 0.74273, 0.75304, 0.76213, 0.68553, 0.74495, 0.67349, 0.60491, 0.67443, 0.62350, 0.58014, 0.67518, 0.61920, 0.64349, 0.68206, 
5.66433, 0.84633, 0.65110, 0.73801, 0.74340, 0.65938, 0.72728, 0.65667, 0.67158, 0.71430, 0.65430, 0.66720, 0.65466, 0.62332, 0.60494, 0.72335, 0.68905, 
5.67625, 0.72414, 0.73342, 0.76394, 0.74612, 0.76282, 0.78341, 0.71114, 0.66902, 0.60827, 0.63394, 0.63538, 0.66884, 0.65471, 0.67928, 0.50312, 0.68517, 
5.68817, 0.69447, 0.76713, 0.70098, 0.78972, 0.70260, 0.73228, 0.63571, 0.71662, 0.67330, 0.71951, 0.64077, 0.66527, 0.69546, 0.63937, 0.60917, 0.69216, 
5.70010, 0.71726, 0.74551, 0.66222, 0.74847, 0.66057, 0.69217, 0.69661, 0.73147, 0.67304, 0.63728, 0.60647, 0.73742, 0.62588, 0.62037, 0.62158, 0.67842, 
5.71202, 0.80388, 0.64402, 0.78817, 0.72889, 0.66603, 0.71557, 0.68945, 0.61318, 0.64520, 0.59558, 0.64273, 0.60619, 0.68077, 0.71474, 0.60536, 0.67598, 
5.72394, 0.73483, 0.72951, 0.78590, 0.79054, 0.70976, 0.64384, 0.64440, 0.67533, 0.69160, 0.71617, 0.74100, 0.63500, 0.64701, 0.72853, 0.79077, 0.71095, 
5.73587, 0.67584, 0.63704, 0.70363, 0.64969, 0.78936, 0.72585, 0.70504, 0.72157, 0.64147, 0.60669, 0.64672, 0.65508, 0.63773, 0.62779, 0.58664, 0.66734, 
5.74779, 0.75758, 0.65875, 0.74008, 0.77232, 0.77391, 0.72569, 0.69704, 0.64083, 0.68836, 0.62599, 0.64010, 0.76043, 0.61110, 0.63484, 0.65939, 0.69243, 
5.75972, 0.77195, 0.72521, 0.75679, 0.68419, 0.69567, 0.70303, 0.67137, 0.71992, 0.68554, 0.75535, 0.60047, 0.72154, 0.65504, 0.63606, 0.62087, 0.69353, 
5.77164, 0.77484, 0.72142, 0.77110, 0.67706, 0.76905, 0.65602, 0.79760, 0.67850, 0.63938, 0.72158, 0.70582, 0.67959, 0.63462, 0.77186, 0.72420, 0.71484, 
5.78356, 0.77261, 0.77176, 0.70218, 0.72535, 0.89311, 0.73464, 0.71223, 0.61725, 0.72119, 0.77779, 0.61578, 0.77839, 0.75313, 0.57147, 0.70496, 0.72346, 
5.79549, 0.70202, 0.68244, 0.76020, 0.67746, 0.70496, 0.76466, 0.64651, 0.61218, 0.68498, 0.77966, 0.63789, 0.69506, 0.60829, 0.67177, 0.63858, 0.68444, 
5.80741, 0.75924, 0.69598, 0.82476, 0.69642, 0.77507, 0.70005, 0.73968, 0.68212, 0.63923, 0.72671, 0.73457, 0.64012, 0.66942, 0.62330, 0.54689, 0.69690, 
5.81934, 0.72843, 0.72663, 0.74314, 0.82764, 0.70992, 0.72890, 0.78180, 0.73703, 0.71683, 0.62007, 0.76541, 0.70161, 0.68898, 0.63597, 0.67684, 0.71928, 
5.83126, 0.77518, 0.71935, 0.81348, 0.70101, 0.73880, 0.72215, 0.70895, 0.70274, 0.68420, 0.70316, 0.63064, 0.62828, 0.68550, 0.65717, 0.64625, 0.70112, 
5.84318, 0.75878, 0.72122, 0.82683, 0.70943, 0.77195, 0.68861, 0.60695, 0.74883, 0.63599, 0.79514, 0.74668, 0.57646, 0.68573, 0.59937, 0.62988, 0.70012, 
5.85511, 0.65293, 0.71502, 0.76101, 0.68496, 0.76408, 0.63967, 0.65587, 0.72709, 0.73574, 0.75809, 0.59130, 0.61488, 0.68489, 0.62624, 0.65341, 0.68435, 
5.86703, 0.88549, 0.66269, 0.72897, 0.72540, 0.77075, 0.69004, 0.77673, 0.66587, 0.77295, 0.66592, 0.72804, 0.67845, 0.68517, 0.61733, 0.54528, 0.70661, 
5.87896, 0.69028, 0.81138, 0.84133, 0.71738, 0.75325, 0.76278, 0.74586, 0.74311, 0.69019, 0.72719, 0.70063, 0.56833, 0.69608, 0.64158, 0.68896, 0.71855, 
5.89088, 0.69437, 0.74598, 0.81267, 0.74049, 0.76838, 0.70715, 0.76436, 0.66223, 0.71338, 0.76680, 0.69665, 0.71880, 0.66425, 0.61185, 0.67125, 0.71591, 
5.90280, 0.82066, 0.81446, 0.69858, 0.71926, 0.75403, 0.68382, 0.74402, 0.70766, 0.74108, 0.72223, 0.58471, 0.63284, 0.69209, 0.57822, 0.59698, 0.69938, 
5.91473, 0.68383, 0.70068, 0.76746, 0.68472, 0.74488, 0.67687, 0.74297, 0.73515, 0.61140, 0.71334, 0.60276, 0.62509, 0.68306, 0.69326, 0.67268, 0.68921, 
5.92665, 0.79466, 0.71104, 0.80497, 0.71614, 0.70654, 0.72049, 0.68968, 0.78408, 0.71540, 0.71183, 0.65762, 0.60732, 0.71048, 0.76987, 0.61477, 0.71433, 
5.93858, 0.73389, 0.91291, 0.71072, 0.74736, 0.78060, 0.75453, 0.70855, 0.70814, 0.70428, 0.73199, 0.80097, 0.69612, 0.71272, 0.70681, 0.73318, 0.74285, 
5.95050, 0.74338, 0.76913, 0.76047, 0.70939, 0.79299, 0.75107, 0.72857, 0.70920, 0.68309, 0.74261, 0.66302, 0.68924, 0.66969, 0.69062, 0.66019, 0.71751, 
5.96242, 0.84239, 0.79127, 0.67995, 0.75793, 0.79149, 0.66502, 0.82066, 0.77175, 0.72557, 0.70557, 0.67912, 0.75149, 0.68338, 0.59116, 0.63156, 0.72589, 
5.97435, 0.75919, 0.80791, 0.65323, 0.73312, 0.71766, 0.74130, 0.74094, 0.77735, 0.65932, 0.67586, 0.70776, 0.76637, 0.67200, 0.69105, 0.69456, 0.71984, 
5.98627, 0.68920, 0.71264, 0.72539, 0.75951, 0.68817, 0.79599, 0.78403, 0.69974, 0.63146, 0.74891, 0.70073, 0.74987, 0.65434, 0.69189, 0.65007, 0.71213, 
5.99819, 0.82092, 0.83679, 0.82702, 0.87447, 0.73172, 0.76739, 0.72058, 0.74876, 0.71768, 0.69472, 0.66695, 0.75050, 0.77043, 0.61914, 0.62349, 0.74470, 
6.01012, 0.68695, 0.84136, 0.83244, 0.80732, 0.74190, 0.81142, 0.66961, 0.82525, 0.75163, 0.68851, 0.65823, 0.74889, 0.65506, 0.71854, 0.66214, 0.73995, 
6.02204, 0.75252, 0.72624, 0.65421, 0.71118, 0.77834, 0.64802, 0.77850, 0.78848, 0.73400, 0.72639, 0.67289, 0.59914, 0.71653, 0.70552, 0.67498, 0.71113, 
6.03397, 0.70923, 0.74023, 0.85994, 0.72910, 0.84037, 0.74072, 0.74607, 0.76458, 0.71051, 0.78024, 0.82604, 0.71358, 0.75950, 0.67454, 0.78551, 0.75868, 
6.04589, 0.71256, 0.74616, 0.67554, 0.84672, 0.70491, 0.72955, 0.76294, 0.73979, 0.63799, 0.74802, 0.76547, 0.71406, 0.63800, 0.64811, 0.67993, 0.71665, 
6.05781, 0.76335, 0.73616, 0.81596, 0.79383, 0.68116, 0.73378, 0.69776, 0.71749, 0.64778, 0.71088, 0.63993, 0.78345, 0.73304, 0.70169, 0.68955, 0.72306, 
6.06974, 0.71480, 0.81730, 0.84230, 0.69972, 0.89506, 0.76789, 0.82593, 0.72430, 0.80946, 0.77588, 0.65128, 0.69224, 0.69945, 0.71642, 0.64582, 0.75186, 
6.08166, 0.86173, 0.76303, 0.71659, 0.82733, 0.75953, 0.74763, 0.70317, 0.71039, 0.69902, 0.73321, 0.72209, 0.67632, 0.78762, 0.70203, 0.72693, 0.74244, 
6.09359, 0.78449, 0.76394, 0.75115, 0.84375, 0.82112, 0.76686, 0.67889, 0.74420, 0.90325, 0.68404, 0.70322, 0.69361, 0.77095, 0.59821, 0.71350, 0.74808, 
6.10551, 0.69922, 0.81689, 0.69945, 0.66845, 0.75221, 0.83017, 0.71868, 0.75305, 0.72293, 0.76538, 0.73776, 0.68384, 0.63958, 0.57866, 0.63143, 0.71318, 
6.11743, 0.80347, 0.78728, 0.84450, 0.75903, 0.70381, 0.83350, 0.70740, 0.79364, 0.70089, 0.76768, 0.77251, 0.67282, 0.72190, 0.74652, 0.75771, 0.75818, 
6.12936, 0.71953, 0.76667, 0.83063, 0.80937, 0.76818, 0.72846, 0.74907, 0.76676, 0.78084, 0.78297, 0.66418, 0.79455, 0.69259, 0.69953, 0.66834, 0.74811, 
6.14128, 0.83012, 0.72266, 0.74836, 0.72676, 0.82144, 0.79435, 0.80593, 0.83361, 0.74496, 0.74754, 0.73426, 0.70530, 0.69142, 0.79983, 0.55738, 0.75093, 
6.15321, 0.89268, 0.78873, 0.81075, 0.78988, 0.80649, 0.76863, 0.80624, 0.65900, 0.74224, 0.80116, 0.65593, 0.83048, 0.67763, 0.68929, 0.69715, 0.76108, 
6.16513, 0.81461, 0.70633, 0.73535, 0.71238, 0.81134, 0.87065, 0.82398, 0.71286, 0.74821, 0.67253, 0.87349, 0.72570, 0.67641, 0.72623, 0.65508, 0.75101, 
6.17705, 0.84173, 0.69571, 0.75135, 0.84292, 0.78128, 0.80293, 0.74988, 0.71168, 0.87320, 0.62122, 0.69139, 0.78246, 0.77290, 0.71947, 0.72704, 0.75768, 
6.18898, 0.69910, 0.73258, 0.77020, 0.83106, 0.77780, 0.86868, 0.73218, 0.71057, 0.72214, 0.78494, 0.69645, 0.76152, 0.90623, 0.64626, 0.69150, 0.75541, 
6.20090, 0.67448, 0.80068, 0.75146, 0.75306, 0.71545, 0.75052, 0.74681, 0.77945, 0.77348, 0.69630, 0.67524, 0.74579, 0.75421, 0.71270, 0.63272, 0.73082, 
6.21282, 0.73491, 0.93063, 0.80704, 0.92484, 0.73811, 0.77421, 0.72356, 0.77563, 0.75776, 0.71479, 0.66586, 0.81529, 0.74442, 0.61168, 0.75890, 0.76517, 
6.22475, 0.75933, 0.72469, 0.72671, 0.75023, 0.72424, 0.76438, 0.74710, 0.86601, 0.71217, 0.62768, 0.79138, 0.73913, 0.73328, 0.66070, 0.73581, 0.73752, 
6.23667, 0.78537, 0.80626, 0.84829, 0.71606, 0.76783, 0.73018, 0.82755, 0.91279, 0.82397, 0.76782, 0.69829, 0.77167, 0.71008, 0.69030, 0.73932, 0.77305, 
6.24860, 0.78889, 0.76149, 0.70983, 0.72711, 0.76436, 0.76801, 0.82190, 0.71866, 0.72934, 0.72409, 0.67006, 0.73370, 0.72469, 0.66022, 0.66766, 0.73133, 
6.26052, 0.79451, 0.72630, 0.84679, 0.73361, 0.76635, 0.69490, 0.79603, 0.72275, 0.71412, 0.81555, 0.72915, 0.70614, 0.69754, 0.65855, 0.64445, 0.73645, 
6.27244, 0.70554, 0.75535, 0.85525, 0.73579, 0.75528, 0.89933, 0.72529, 0.66378, 0.79067, 0.71857, 0.66444, 0.82449, 0.74666, 0.67311, 0.73140, 0.74966, 
6.28437, 0.81089, 0.69009, 0.84758, 0.85576, 0.79848, 0.71837, 0.77389, 0.82713, 0.83965, 0.77335, 0.67389, 0.69918, 0.82508, 0.69995, 0.72841, 0.77078, 
6.29629, 0.84317, 0.78338, 0.83444, 0.75846, 0.79465, 0.75549, 0.83740, 0.74822, 0.82997, 0.70357, 0.72015, 0.74044, 0.75079, 0.64757, 0.65939, 0.76047, 
6.30822, 0.82846, 0.79206, 0.68528, 0.80719, 0.73276, 0.83604, 0.75944, 0.78742, 0.78522, 0.79480, 0.74601, 0.72085, 0.76754, 0.57536, 0.70459, 0.75487, 
6.32014, 0.77059, 0.84207, 0.83091, 0.89012, 0.74793, 0.76335, 0.77178, 0.77241, 0.81589, 0.75141, 0.69277, 0.65630, 0.82962, 0.71555, 0.77624, 0.77513, 
6.33206, 0.76677, 0.72166, 0.79426, 0.84756, 0.85612, 0.85227, 0.83094, 0.76603, 0.76482, 0.70443, 0.74481, 0.71053, 0.74123, 0.78143, 0.67363, 0.77043, 
6.34399, 0.83082, 0.71138, 0.76332, 0.77808, 0.77596, 0.85826, 0.76190, 0.80717, 0.81961, 0.82631, 0.65855, 0.73347, 0.71785, 0.74700, 0.82569, 0.77436, 
6.35591, 0.74715, 0.80947, 0.67218, 0.87446, 0.73262, 0.79809, 0.68010, 0.88262, 0.73197, 0.71242, 0.66530, 0.66644, 0.75224, 0.65928, 0.77931, 0.74424, 
6.36784, 0.78793, 0.82952, 0.77268, 0.83494, 0.80426, 0.71234, 0.85415, 0.76497, 0.81558, 0.77036, 0.70447, 0.74082, 0.76211, 0.61138, 0.66104, 0.76177, 
6.37976, 0.76842, 0.75230, 0.89747, 0.88397, 0.79332, 0.70991, 0.70959, 0.79069, 0.76801, 0.74350, 0.72900, 0.70075, 0.91522, 0.72555, 0.67794, 0.77104, 
6.39168, 0.79575, 0.89060, 0.81572, 0.74678, 0.75812, 0.70755, 0.75942, 0.75029, 0.79614, 0.77134, 0.83011, 0.69609, 0.74979, 0.69283, 0.61646, 0.75847, 
6.40361, 0.83817, 0.83840, 0.81439, 0.77102, 0.84879, 0.79117, 0.71697, 0.72216, 0.77067, 0.73220, 0.61050, 0.73500, 0.72880, 0.59536, 0.68495, 0.74657, 
6.41553, 0.73710, 0.93536, 0.79921, 0.83061, 0.81834, 0.90581, 0.71192, 0.76414, 0.71770, 0.65626, 0.78289, 0.77616, 0.73483, 0.70467, 0.70577, 0.77205, 
6.42746, 0.73547, 0.80121, 0.72982, 0.70984, 0.82525, 0.81311, 0.77378, 0.68788, 0.77524, 0.81557, 0.83421, 0.73140, 0.64884, 0.78120, 0.73301, 0.75972, 
6.43938, 0.81293, 0.79283, 0.79927, 0.77110, 0.76790, 0.71298, 0.65083, 0.71597, 0.75493, 0.82493, 0.70099, 0.73068, 0.75111, 0.74661, 0.70827, 0.74942, 
6.45130, 0.77175, 0.79373, 0.83493, 0.82609, 0.85381, 0.82400, 0.74814, 0.72816, 0.78220, 0.75964, 0.69650, 0.76679, 0.84771, 0.82134, 0.66828, 0.78154, 
6.46323, 0.68465, 0.81935, 0.81986, 0.85319, 0.74549, 0.79784, 0.74049, 0.78526, 0.72283, 0.81886, 0.70825, 0.78120, 0.65825, 0.78450, 0.73668, 0.76378, 
6.47515, 0.79971, 0.75897, 0.73906, 0.79530, 0.86182, 0.95019, 0.77405, 0.83704, 0.71771, 0.79905, 0.75695, 0.73220, 0.72628, 0.72414, 1.01118, 0.79891, 
6.48707, 0.82892, 0.78310, 0.81478, 0.79799, 0.71214, 0.86898, 0.73642, 0.71489, 0.69244, 0.74535, 0.66138, 0.65644, 0.58561, 0.72429, 0.63689, 0.73064, 
6.49900, 0.76728, 0.83226, 0.70083, 0.78886, 0.92295, 0.83810, 0.73861, 0.77811, 0.71148, 0.71697, 0.68399, 0.76610, 0.77873, 0.81541, 0.73032, 0.77133, 
6.51092, 0.72690, 0.72246, 0.77323, 0.86855, 0.74715, 0.78780, 0.70360, 0.82759, 0.76637, 0.67844, 0.72236, 0.78739, 0.68370, 0.74614, 0.73706, 0.75192, 
6.52285, 0.80465, 0.68632, 0.86082, 0.72844, 0.92030, 0.81083, 0.71753, 0.84615, 0.74421, 0.69982, 0.72307, 0.81620, 0.66324, 0.67240, 0.67179, 0.75772, 
6.53477, 0.83260, 0.75860, 0.83347, 0.82719, 0.70335, 0.78048, 0.72976, 0.64305, 0.71245, 0.71358, 0.71318, 0.69599, 0.73927, 0.63151, 0.68103, 0.73303, 
6.54669, 0.86677, 0.76916, 0.81174, 0.86767, 0.88012, 0.79074, 0.69401, 0.71705, 0.78238, 0.77317, 0.79137, 0.70900, 0.66567, 0.81418, 0.64494, 0.77186, 
6.55862, 0.79724, 0.77691, 0.92665, 0.73806, 0.78140, 0.79264, 0.75565, 0.66597, 0.66986, 0.83369, 0.75669, 0.64443, 0.74110, 0.70605, 0.60705, 0.74623, 
6.57054, 0.78494, 0.79370, 0.80318, 0.84311, 0.84025, 0.83296, 0.79903, 0.86165, 0.74654, 0.72028, 0.70812, 0.71051, 0.70204, 0.69633, 0.68001, 0.76818, 
6.58247, 0.80846, 0.77884, 0.80886, 0.79966, 0.83456, 0.79708, 0.74512, 0.77577, 0.80042, 0.70804, 0.68085, 0.69315, 0.74007, 0.66509, 0.70570, 0.75611, 
6.59439, 0.75963, 0.72908, 0.76878, 0.88570, 0.72267, 0.78405, 0.74817, 0.73574, 0.69335, 0.80070, 0.76997, 0.71528, 0.77893, 0.65088, 0.69558, 0.74923, 
6.60631, 0.67298, 0.91325, 0.75523, 0.71371, 0.79923, 0.71912, 0.78556, 0.78713, 0.77567, 0.66811, 0.68106, 0.59443, 0.72560, 0.70969, 0.73902, 0.73599, 
6.61824, 0.78359, 0.73493, 0.72924, 0.79614, 0.76006, 0.63653, 0.73767, 0.74861, 0.70799, 0.76150, 0.74940, 0.67165, 0.83516, 0.76757, 0.75126, 0.74475, 
6.63016, 0.81071, 0.81377, 0.73515, 0.82832, 0.70974, 0.77614, 0.73431, 0.72535, 0.83129, 0.66339, 0.66781, 0.59151, 0.67542, 0.64511, 0.75287, 0.73073, 
6.64209, 0.76706, 0.75614, 0.81649, 0.75262, 0.80270, 0.71574, 0.67637, 0.72747, 0.70459, 0.78208, 0.72648, 0.75515, 0.66882, 0.68665, 0.67708, 0.73436, 
6.65401, 0.80530, 0.78537, 0.77382, 0.77231, 0.74703, 0.68221, 0.81419, 0.83168, 0.72504, 0.76547, 0.77841, 0.71996, 0.71802, 0.71055, 0.66673, 0.75307, 
6.66593, 0.79881, 0.74275, 0.81063, 0.74150, 0.81979, 0.78954, 0.71694, 0.80593, 0.75802, 0.68756, 0.72642, 0.65251, 0.67634, 0.65647, 0.65867, 0.73612, 
6.67786, 0.84784, 0.65939, 0.76586, 0.78417, 0.82642, 0.80166, 0.70850, 0.69636, 0.76241, 0.75769, 0.74497, 0.64208, 0.81950, 0.68176, 0.65774, 0.74376, 
6.68978, 0.68201, 0.80221, 0.73589, 0.70265, 0.80766, 0.62790, 0.75952, 0.71506, 0.71715, 0.68726, 0.72074, 0.64268, 0.72183, 0.70392, 0.66688, 0.71289, 
6.70170, 0.66731, 0.88120, 0.72915, 0.72034, 0.79314, 0.83485, 0.71329, 0.74472, 0.84065, 0.85431, 0.73629, 0.69658, 0.64740, 0.66227, 0.65872, 0.74535, 
6.71363, 0.72218, 0.69257, 0.78442, 0.66738, 0.68579, 0.76802, 0.67973, 0.81961, 0.66221, 0.72019, 0.75702, 0.68840, 0.69682, 0.80331, 0.62063, 0.71789, 
6.72555, 0.80042, 0.75598, 0.81574, 0.80239, 0.84870, 0.76276, 0.66276, 0.76668, 0.75130, 0.65995, 0.71182, 0.73735, 0.68864, 0.65610, 0.61878, 0.73596, 
6.73748, 0.78346, 0.75314, 0.68857, 0.80227, 0.86287, 0.71164, 0.74455, 0.67425, 0.71981, 0.63517, 0.61194, 0.70645, 0.65793, 0.68515, 0.60420, 0.70943, 
6.74940, 0.75345, 0.80246, 0.81823, 0.80245, 0.80631, 0.89566, 0.71044, 0.75741, 0.62256, 0.75196, 0.66424, 0.67637, 0.71825, 0.66725, 0.60034, 0.73649, 
6.76132, 0.74398, 0.83196, 0.80581, 0.73062, 0.71965, 0.57333, 0.70253, 0.69373, 0.68243, 0.66796, 0.70388, 0.75640, 0.72954, 0.75112, 0.63537, 0.71522, 
6.77325, 0.72545, 0.85671, 0.68510, 0.67179, 0.69259, 0.73911, 0.70917, 0.76397, 0.72186, 0.67727, 0.64053, 0.74759, 0.60407, 0.71929, 0.73672, 0.71275, 
6.78517, 0.75117, 0.85936, 0.81153, 0.80675, 0.74621, 0.77089, 0.77967, 0.71710, 0.64888, 0.66661, 0.66422, 0.82911, 0.70715, 0.66216, 0.63479, 0.73704, 
6.79710, 0.80665, 0.72205, 0.81233, 0.63562, 0.71440, 0.78031, 0.72344, 0.78449, 0.76863, 0.77647, 0.82790, 0.76058, 0.73091, 0.65458, 0.69314, 0.74610, 
6.80902, 0.69578, 0.81077, 0.78264, 0.77717, 0.76506, 0.78611, 0.73473, 0.72602, 0.68327, 0.70735, 0.67280, 0.74045, 0.59312, 0.62458, 0.57561, 0.71170, 
6.82094, 0.80235, 0.84779, 0.71613, 0.75633, 0.64743, 0.81551, 0.83150, 0.78252, 0.75043, 0.75894, 0.66696, 0.69544, 0.73546, 0.77432, 0.68903, 0.75134, 
6.83287, 0.73241, 0.70008, 0.73969, 0.77283, 0.69760, 0.80701, 0.65157, 0.64548, 0.65440, 0.79930, 0.68404, 0.67034, 0.63522, 0.68623, 0.73378, 0.70733, 
6.84479, 0.73015, 0.78442, 0.73672, 0.81235, 0.82296, 0.80756, 0.73333, 0.75502, 0.68295, 0.63739, 0.71070, 0.66421, 0.67198, 0.62285, 0.57443, 0.71647, 
6.85672, 0.65432, 0.73423, 0.79131, 0.75624, 0.71555, 0.79047, 0.80531, 0.75856, 0.62332, 0.69466, 0.67836, 0.72918, 0.68562, 0.58772, 0.71023, 0.71434, 
6.86864, 0.65444, 0.66988, 0.74711, 0.78846, 0.84517, 0.77125, 0.70610, 0.77890, 0.70156, 0.70522, 0.64749, 0.69359, 0.70239, 0.69836, 0.82177, 0.72878, 
6.88056, 0.70688, 0.74547, 0.71195, 0.80717, 0.75845, 0.75424, 0.83334, 0.74725, 0.74516, 0.78484, 0.67815, 0.70575, 0.74691, 0.64072, 0.69588, 0.73748, 
6.89249, 0.66729, 0.73786, 0.74719, 0.77512, 0.75856, 0.67515, 0.71941, 0.72311, 0.76407, 0.67923, 0.57746, 0.68788, 0.78740, 0.73450, 0.76369, 0.71986, 
6.90441, 0.78392, 0.77248, 0.74387, 0.72259, 0.73561, 0.80423, 0.77331, 0.74479, 0.71738, 0.74254, 0.86088, 0.70123, 0.65287, 0.61141, 0.68390, 0.73673, 
6.91633, 0.74273, 0.73943, 0.70988, 0.75712, 0.73078, 0.71233, 0.75162, 0.65679, 0.61976, 0.72899, 0.63798, 0.74396, 0.72177, 0.65860, 0.54918, 0.69739, 
6.92826, 0.69771, 0.75066, 0.71323, 0.70338, 0.70512, 0.65743, 0.81203, 0.76436, 0.72517, 0.72743, 0.65755, 0.72988, 0.63335, 0.65508, 0.63302, 0.70436, 
6.94018, 0.67134, 0.69241, 0.74255, 0.70285, 0.67411, 0.85801, 0.68702, 0.67686, 0.66329, 0.65197, 0.65506, 0.56245, 0.62569, 0.64144, 0.58375, 0.67259, 
6.95211, 0.78115, 0.78283, 0.77228, 0.71221, 0.80229, 0.75087, 0.75227, 0.76483, 0.65026, 0.74503, 0.70920, 0.67889, 0.69073, 0.64743, 0.65033, 0.72604, 
6.96403, 0.68531, 0.71137, 0.71987, 0.74949, 0.79850, 0.77943, 0.75712, 0.82522, 0.76513, 0.61926, 0.67278, 0.63619, 0.69076, 0.60744, 0.62696, 0.70966, 
6.97595, 0.75413, 0.68739, 0.83907, 0.69250, 0.76917, 0.72823, 0.75202, 0.70942, 0.59336, 0.80794, 0.65415, 0.65129, 0.68603, 0.67297, 0.66543, 0.71087, 
6.98788, 0.68682, 0.70514, 0.75379, 0.67299, 0.83527, 0.73978, 0.72885, 0.70970, 0.70796, 0.67261, 0.65772, 0.78479, 0.66303, 0.62282, 0.60921, 0.70337, 
6.99980, 0.81884, 0.79863, 0.78430, 0.73546, 0.72980, 0.71361, 0.68550, 0.72144, 0.68519, 0.71094, 0.68474, 0.68808, 0.58844, 0.74071, 0.68729, 0.71820, 
7.01173, 0.68262, 0.70532, 0.70759, 0.76530, 0.72687, 0.72812, 0.76669, 0.71577, 0.65806, 0.69992, 0.68738, 0.72635, 0.62962, 0.69779, 0.65146, 0.70326, 
7.02365, 0.76950, 0.75032, 0.75718, 0.80716, 0.75879, 0.85977, 0.76746, 0.72024, 0.71212, 0.75748, 0.65215, 0.76279, 0.60716, 0.64635, 0.72247, 0.73673, 
7.03557, 0.78505, 0.76643, 0.76023, 0.68489, 0.76949, 0.66217, 0.68154, 0.81928, 0.66292, 0.57131, 0.69201, 0.71739, 0.76463, 0.60061, 0.62456, 0.70417, 
7.04750, 0.73610, 0.77407, 0.75556, 0.79588, 0.69652, 0.77429, 0.72163, 0.69709, 0.71318, 0.73523, 0.71586, 0.63630, 0.63336, 0.68317, 0.62217, 0.71269, 
7.05942, 0.62983, 0.80213, 0.70034, 0.77557, 0.73543, 0.65177, 0.71840, 0.73115, 0.67402, 0.65768, 0.76703, 0.73164, 0.76331, 0.63144, 0.62787, 0.70651, 
7.07135, 0.72341, 0.75097, 0.79242, 0.74245, 0.70083, 0.69048, 0.67829, 0.78570, 0.72275, 0.67120, 0.72103, 0.55149, 0.63358, 0.61770, 0.69763, 0.69866, 
