time, dGoR #1, dGoR #2, dGoR #3, dGoR #4, dGoR #5, dGoR #6, dGoR #7, dGoR #8, dGoR #9, dGoR #10, dGoR #11, dGoR #12, dGoR #13, dGoR #14, dGoR #15, average
3.88766, 0.42339, 0.45107, 0.54457, 0.37732, 0.42775, 0.38768, 0.41417, 0.37711, 0.38515, 0.37958, 0.27667, 0.40049, 0.40087, 0.34803, 0.31406, 0.39386, 
3.89959, 0.41010, 0.38495, 0.42524, 0.37947, 0.33075, 0.36833, 0.38424, 0.34502, 0.35813, 0.31713, 0.31749, 0.34657, 0.42718, 0.31167, 0.38029, 0.36577, 
3.91151, 0.38665, 0.39196, 0.37205, 0.35073, 0.47496, 0.40237, 0.34210, 0.34147, 0.39354, 0.36369, 0.35069, 0.35836, 0.36749, 0.44101, 0.36984, 0.38046, 
3.92344, 0.38877, 0.37325, 0.42694, 0.36695, 0.39300, 0.43292, 0.36289, 0.33355, 0.35797, 0.34029, 0.35498, 0.39654, 0.34411, 0.35363, 0.32892, 0.37031, 
3.93536, 0.42172, 0.38804, 0.37460, 0.45865, 0.42837, 0.40226, 0.39660, 0.34649, 0.36623, 0.39343, 0.29916, 0.34311, 0.36054, 0.31949, 0.32487, 0.37490, 
3.94728, 0.39402, 0.41752, 0.35321, 0.41364, 0.38507, 0.40137, 0.37651, 0.40270, 0.33228, 0.32971, 0.36730, 0.36007, 0.40479, 0.36879, 0.34495, 0.37680, 
3.95921, 0.44910, 0.36750, 0.43646, 0.36036, 0.39105, 0.37029, 0.36800, 0.30536, 0.31486, 0.37122, 0.35394, 0.39346, 0.43571, 0.32275, 0.29491, 0.36900, 
3.97113, 0.37109, 0.46708, 0.44200, 0.37485, 0.40232, 0.43221, 0.41817, 0.32367, 0.36918, 0.35965, 0.30295, 0.35105, 0.39626, 0.34253, 0.34749, 0.38003, 
3.98306, 0.39869, 0.40967, 0.42858, 0.40244, 0.41428, 0.32991, 0.32576, 0.34546, 0.37692, 0.43002, 0.33766, 0.32133, 0.39057, 0.37177, 0.33423, 0.37449, 
3.99498, 0.42951, 0.38400, 0.40373, 0.32658, 0.49680, 0.40244, 0.36983, 0.37250, 0.38809, 0.36796, 0.38092, 0.35418, 0.40274, 0.37777, 0.33793, 0.38633, 
4.00690, 0.37528, 0.40813, 0.38168, 0.39607, 0.37976, 0.32895, 0.35258, 0.40385, 0.37524, 0.39421, 0.35555, 0.53767, 0.36842, 0.52608, 0.30733, 0.39272, 
4.01883, 0.47448, 0.34976, 0.38910, 0.42865, 0.44211, 0.44980, 0.35019, 0.30019, 0.37904, 0.33887, 0.29985, 0.40526, 0.43612, 0.33737, 0.39316, 0.38493, 
4.03075, 0.43503, 0.45199, 0.44127, 0.39489, 0.44034, 0.39590, 0.42605, 0.36680, 0.40769, 0.35487, 0.32694, 0.41477, 0.43604, 0.31094, 0.37485, 0.39856, 
4.04267, 0.41492, 0.35584, 0.41309, 0.38804, 0.45806, 0.32698, 0.35434, 0.40000, 0.40733, 0.33196, 0.40997, 0.36341, 0.39274, 0.34096, 0.44492, 0.38684, 
4.05460, 0.37404, 0.41498, 0.36417, 0.46644, 0.42342, 0.39981, 0.39193, 0.35341, 0.35757, 0.38990, 0.32834, 0.39220, 0.41059, 0.32855, 0.32457, 0.38133, 
4.06652, 0.37231, 0.51947, 0.43012, 0.37851, 0.44448, 0.31108, 0.42477, 0.32453, 0.34739, 0.38400, 0.31816, 0.38091, 0.34069, 0.37787, 0.39776, 0.38347, 
4.07845, 0.38113, 0.40478, 0.34682, 0.38297, 0.41487, 0.38763, 0.40005, 0.34121, 0.35088, 0.36704, 0.33999, 0.39091, 0.41059, 0.32135, 0.40386, 0.37627, 
4.09037, 0.36341, 0.41842, 0.41232, 0.39157, 0.36358, 0.40142, 0.37977, 0.34168, 0.39006, 0.34522, 0.33782, 0.36116, 0.36604, 0.37995, 0.40016, 0.37684, 
4.10229, 0.40844, 0.45987, 0.39147, 0.40431, 0.47052, 0.34710, 0.36208, 0.38897, 0.37497, 0.40622, 0.32467, 0.34151, 0.31408, 0.38544, 0.49610, 0.39172, 
4.11422, 0.46996, 0.39570, 0.42897, 0.35749, 0.45271, 0.38860, 0.41535, 0.40497, 0.34521, 0.43561, 0.35734, 0.38599, 0.39417, 0.31325, 0.41074, 0.39707, 
4.12614, 0.44996, 0.32094, 0.44348, 0.46193, 0.40434, 0.36432, 0.37306, 0.34107, 0.39255, 0.35013, 0.33343, 0.38218, 0.37342, 0.32065, 0.34544, 0.37713, 
4.13807, 0.36532, 0.42138, 0.38914, 0.46862, 0.41745, 0.47340, 0.36777, 0.38370, 0.40536, 0.37687, 0.34313, 0.36407, 0.36545, 0.36103, 0.32901, 0.38878, 
4.14999, 0.34064, 0.46116, 0.36466, 0.45268, 0.38055, 0.46303, 0.39828, 0.38618, 0.32445, 0.35101, 0.37208, 0.33589, 0.37902, 0.31013, 0.39859, 0.38122, 
4.16191, 0.42041, 0.40038, 0.39898, 0.38077, 0.39266, 0.42598, 0.35827, 0.37375, 0.33654, 0.42647, 0.37055, 0.38749, 0.36887, 0.38871, 0.33440, 0.38428, 
4.17384, 0.41232, 0.43229, 0.41307, 0.40972, 0.43627, 0.40071, 0.37367, 0.39221, 0.41952, 0.33990, 0.40540, 0.35950, 0.34984, 0.32584, 0.32294, 0.38621, 
4.18576, 0.35531, 0.52375, 0.37887, 0.34935, 0.42512, 0.37206, 0.31596, 0.39714, 0.30029, 0.31742, 0.37484, 0.41534, 0.34568, 0.36926, 0.43111, 0.37810, 
4.19769, 0.41739, 0.42200, 0.39627, 0.38584, 0.42745, 0.36920, 0.35403, 0.36439, 0.38203, 0.31600, 0.32940, 0.38439, 0.40663, 0.39056, 0.55675, 0.39349, 
4.20961, 0.34330, 0.40108, 0.39608, 0.41812, 0.41102, 0.34018, 0.38847, 0.37746, 0.35997, 0.39098, 0.37421, 0.37512, 0.39264, 0.31948, 0.37249, 0.37737, 
4.22153, 0.37708, 0.39156, 0.44687, 0.39697, 0.42579, 0.38046, 0.36858, 0.32431, 0.34022, 0.38383, 0.42190, 0.37620, 0.32444, 0.33838, 0.39937, 0.37973, 
4.23346, 0.41727, 0.42327, 0.42509, 0.39129, 0.41569, 0.40222, 0.39606, 0.32478, 0.34150, 0.40006, 0.33676, 0.34875, 0.36111, 0.37975, 0.34239, 0.38040, 
4.24538, 0.32384, 0.40520, 0.36872, 0.43959, 0.46266, 0.39283, 0.35874, 0.32003, 0.32959, 0.41421, 0.34763, 0.38940, 0.38856, 0.38540, 0.35402, 0.37869, 
4.25731, 0.37404, 0.34676, 0.36367, 0.35845, 0.40437, 0.36294, 0.37931, 0.31943, 0.40548, 0.39262, 0.36753, 0.40330, 0.40507, 0.36154, 0.35728, 0.37345, 
4.26923, 0.35694, 0.43261, 0.39727, 0.46108, 0.33939, 0.36264, 0.38322, 0.33554, 0.38439, 0.32200, 0.32364, 0.44049, 0.35692, 0.28152, 0.36958, 0.36981, 
4.28115, 0.33501, 0.40299, 0.44683, 0.43767, 0.40602, 0.33362, 0.42361, 0.39247, 0.37994, 0.41153, 0.38060, 0.38071, 0.40112, 0.39011, 0.37304, 0.39302, 
4.29308, 0.40781, 0.35094, 0.39288, 0.32049, 0.39888, 0.35938, 0.40872, 0.32495, 0.33714, 0.47084, 0.37842, 0.35637, 0.37302, 0.33373, 0.38166, 0.37302, 
4.30500, 0.39892, 0.37717, 0.44717, 0.47185, 0.33230, 0.40766, 0.34283, 0.34174, 0.38020, 0.34089, 0.42486, 0.37136, 0.41851, 0.39164, 0.33981, 0.38579, 
4.31692, 0.37462, 0.41644, 0.34390, 0.35458, 0.41552, 0.37610, 0.40681, 0.33658, 0.35474, 0.35238, 0.33027, 0.38932, 0.32562, 0.33685, 0.33581, 0.36330, 
4.32885, 0.37791, 0.36995, 0.47552, 0.38431, 0.46511, 0.40611, 0.37853, 0.33325, 0.42707, 0.34816, 0.36405, 0.35658, 0.39026, 0.40022, 0.42580, 0.39352, 
4.34077, 0.38135, 0.42250, 0.40094, 0.35418, 0.41330, 0.41639, 0.36234, 0.38017, 0.40616, 0.38087, 0.38018, 0.34742, 0.33384, 0.33588, 0.37226, 0.37919, 
4.35270, 0.48311, 0.41802, 0.41320, 0.38484, 0.42432, 0.42335, 0.32774, 0.42863, 0.33764, 0.40250, 0.37459, 0.36177, 0.36573, 0.33119, 0.40565, 0.39215, 
4.36462, 0.42751, 0.34614, 0.45069, 0.37270, 0.39172, 0.35718, 0.44419, 0.37805, 0.35851, 0.41701, 0.38716, 0.32118, 0.41619, 0.37398, 0.42015, 0.39082, 
4.37654, 0.38097, 0.43748, 0.41729, 0.39444, 0.42073, 0.37683, 0.40476, 0.38603, 0.32203, 0.36532, 0.32020, 0.35084, 0.38785, 0.35780, 0.35752, 0.37867, 
4.38847, 0.36617, 0.41779, 0.43349, 0.41640, 0.43745, 0.41762, 0.41535, 0.32244, 0.36333, 0.39341, 0.40660, 0.35848, 0.39555, 0.32144, 0.42478, 0.39269, 
4.40039, 0.42295, 0.41779, 0.40733, 0.38282, 0.36020, 0.44323, 0.36706, 0.43258, 0.38770, 0.31057, 0.35125, 0.36476, 0.37294, 0.28011, 0.33304, 0.37562, 
4.41232, 0.39667, 0.46456, 0.35923, 0.40966, 0.41533, 0.33787, 0.39682, 0.36846, 0.34723, 0.37281, 0.30689, 0.32840, 0.38209, 0.34519, 0.37100, 0.37348, 
4.42424, 0.41505, 0.43068, 0.47168, 0.37761, 0.44454, 0.40072, 0.36254, 0.35709, 0.35118, 0.34494, 0.38681, 0.34273, 0.36723, 0.34642, 0.40117, 0.38669, 
4.43616, 0.41369, 0.42131, 0.36604, 0.38723, 0.48624, 0.34716, 0.38836, 0.41396, 0.42118, 0.34596, 0.34385, 0.51065, 0.41538, 0.28904, 0.40027, 0.39669, 
4.44809, 0.44248, 0.40077, 0.44716, 0.36835, 0.42678, 0.45784, 0.37621, 0.37156, 0.31911, 0.43381, 0.37261, 0.40749, 0.35907, 0.38254, 0.34002, 0.39372, 
4.46001, 0.40531, 0.37310, 0.40788, 0.37976, 0.33383, 0.46715, 0.42416, 0.38830, 0.37141, 0.30444, 0.35375, 0.39136, 0.37952, 0.31353, 0.38366, 0.37848, 
4.47194, 0.39079, 0.40682, 0.43530, 0.36059, 0.36240, 0.34629, 0.40928, 0.33896, 0.33052, 0.47331, 0.39311, 0.43888, 0.41468, 0.37300, 0.38096, 0.39033, 
4.48386, 0.41268, 0.40611, 0.39890, 0.50733, 0.49890, 0.35450, 0.35041, 0.37872, 0.35609, 0.42930, 0.35275, 0.39765, 0.30466, 0.28439, 0.34435, 0.38512, 
4.49578, 0.41491, 0.39111, 0.38959, 0.43343, 0.41244, 0.40994, 0.38842, 0.38088, 0.42745, 0.35246, 0.34054, 0.40584, 0.40214, 0.34340, 0.39168, 0.39228, 
4.50771, 0.41094, 0.39294, 0.42744, 0.41432, 0.40664, 0.39363, 0.35610, 0.37732, 0.38632, 0.40579, 0.37387, 0.39379, 0.42852, 0.37498, 0.38488, 0.39517, 
4.51963, 0.45710, 0.42784, 0.45774, 0.43475, 0.44135, 0.40174, 0.44569, 0.40919, 0.40021, 0.39312, 0.35587, 0.37934, 0.37517, 0.36510, 0.42428, 0.41123, 
4.53155, 0.41501, 0.53363, 0.41784, 0.45060, 0.42427, 0.45144, 0.38677, 0.40329, 0.39757, 0.38753, 0.38984, 0.38122, 0.37118, 0.37508, 0.34228, 0.40850, 
4.54348, 0.45326, 0.47949, 0.43917, 0.39325, 0.42950, 0.42543, 0.44897, 0.34863, 0.36419, 0.39327, 0.38867, 0.37356, 0.38278, 0.35936, 0.35449, 0.40227, 
4.55540, 0.47225, 0.42896, 0.43913, 0.43645, 0.43295, 0.39902, 0.37558, 0.36896, 0.38563, 0.34282, 0.35533, 0.42585, 0.47751, 0.39096, 0.37580, 0.40715, 
4.56733, 0.38186, 0.50779, 0.44332, 0.49264, 0.45014, 0.37415, 0.49112, 0.41925, 0.38588, 0.40797, 0.42429, 0.40541, 0.41209, 0.34060, 0.36806, 0.42030, 
4.57925, 0.42624, 0.45131, 0.47412, 0.46568, 0.42042, 0.42213, 0.37371, 0.39287, 0.39398, 0.45631, 0.45634, 0.35738, 0.38295, 0.37652, 0.36786, 0.41452, 
4.59117, 0.45753, 0.41382, 0.38287, 0.45698, 0.43049, 0.44213, 0.44748, 0.34642, 0.42248, 0.46666, 0.37170, 0.43354, 0.34469, 0.38590, 0.37620, 0.41192, 
4.60310, 0.45205, 0.41785, 0.44499, 0.42022, 0.49924, 0.41607, 0.43142, 0.35258, 0.37552, 0.46251, 0.41505, 0.37001, 0.41622, 0.37713, 0.37820, 0.41527, 
4.61502, 0.38783, 0.48360, 0.46774, 0.39371, 0.44409, 0.41238, 0.45866, 0.37968, 0.45855, 0.43076, 0.39726, 0.38199, 0.38631, 0.47050, 0.41602, 0.42461, 
4.62695, 0.40867, 0.46967, 0.49972, 0.40812, 0.51564, 0.41885, 0.47503, 0.42972, 0.37577, 0.42851, 0.37084, 0.42106, 0.42502, 0.35909, 0.39462, 0.42669, 
4.63887, 0.44232, 0.42254, 0.41990, 0.47640, 0.47369, 0.50353, 0.45053, 0.46237, 0.41445, 0.44057, 0.42836, 0.45955, 0.36393, 0.46974, 0.44327, 0.44474, 
4.65079, 0.49858, 0.47307, 0.51962, 0.54475, 0.45384, 0.43769, 0.41141, 0.46476, 0.43165, 0.35434, 0.41513, 0.42703, 0.40676, 0.38505, 0.41696, 0.44271, 
4.66272, 0.49362, 0.61823, 0.46521, 0.49135, 0.46852, 0.45028, 0.38413, 0.46192, 0.36765, 0.42548, 0.43376, 0.48286, 0.42927, 0.39127, 0.41562, 0.45194, 
4.67464, 0.49957, 0.45349, 0.46734, 0.45189, 0.49301, 0.41647, 0.49476, 0.46752, 0.41358, 0.42121, 0.35614, 0.40621, 0.38078, 0.45133, 0.43483, 0.44054, 
4.68657, 0.47797, 0.45806, 0.49431, 0.54772, 0.46853, 0.39389, 0.47524, 0.43292, 0.37947, 0.42403, 0.41870, 0.40243, 0.43239, 0.54358, 0.44600, 0.45302, 
4.69849, 0.46004, 0.46840, 0.46463, 0.43981, 0.52773, 0.57730, 0.50707, 0.42947, 0.46883, 0.44994, 0.41576, 0.43294, 0.48018, 0.39268, 0.43095, 0.46305, 
4.71041, 0.48241, 0.49533, 0.47199, 0.48689, 0.53608, 0.48492, 0.45342, 0.44199, 0.45014, 0.41747, 0.40872, 0.44298, 0.39816, 0.43679, 0.45355, 0.45739, 
4.72234, 0.47974, 0.48712, 0.48779, 0.46188, 0.51257, 0.46556, 0.41721, 0.44309, 0.44214, 0.47196, 0.44724, 0.45845, 0.46624, 0.47075, 0.41629, 0.46187, 
4.73426, 0.48551, 0.51627, 0.49348, 0.55161, 0.57063, 0.47213, 0.49568, 0.40361, 0.45438, 0.37556, 0.39917, 0.47381, 0.48025, 0.43685, 0.45091, 0.47066, 
4.74619, 0.52981, 0.47573, 0.47784, 0.50395, 0.49592, 0.48409, 0.51221, 0.39808, 0.41586, 0.41382, 0.44359, 0.43929, 0.46106, 0.43057, 0.46681, 0.46324, 
4.75811, 0.55489, 0.45964, 0.44439, 0.48395, 0.43615, 0.46832, 0.47740, 0.52027, 0.47925, 0.47348, 0.39928, 0.40462, 0.47657, 0.43874, 0.42796, 0.46299, 
4.77003, 0.56369, 0.47705, 0.53820, 0.50519, 0.55381, 0.49371, 0.45833, 0.48657, 0.46499, 0.42853, 0.48565, 0.48308, 0.47047, 0.41397, 0.41275, 0.48240, 
4.78196, 0.49720, 0.49578, 0.49648, 0.51751, 0.51595, 0.44152, 0.45972, 0.54169, 0.43515, 0.43971, 0.39353, 0.45484, 0.42832, 0.45192, 0.44947, 0.46792, 
4.79388, 0.52304, 0.49159, 0.52848, 0.45681, 0.47321, 0.43697, 0.45214, 0.46163, 0.42591, 0.47404, 0.49275, 0.50935, 0.45975, 0.51813, 0.44674, 0.47670, 
4.80580, 0.56030, 0.44776, 0.55626, 0.48432, 0.49437, 0.50816, 0.44606, 0.47074, 0.45527, 0.47877, 0.43660, 0.50631, 0.53616, 0.45207, 0.47807, 0.48741, 
4.81773, 0.49307, 0.56930, 0.56137, 0.40022, 0.58261, 0.51377, 0.49140, 0.47941, 0.49160, 0.47940, 0.48272, 0.53758, 0.44249, 0.43866, 0.48958, 0.49688, 
4.82965, 0.52862, 0.51681, 0.51598, 0.47472, 0.48057, 0.46202, 0.44630, 0.47335, 0.51409, 0.44885, 0.42875, 0.42612, 0.41561, 0.43258, 0.58280, 0.47648, 
4.84158, 0.51944, 0.46456, 0.62110, 0.47290, 0.52124, 0.46471, 0.56857, 0.48461, 0.49730, 0.46969, 0.43502, 0.52184, 0.50408, 0.49851, 0.44025, 0.49892, 
4.85350, 0.47785, 0.51901, 0.51873, 0.50040, 0.62045, 0.51308, 0.47216, 0.52134, 0.47458, 0.44733, 0.41640, 0.51003, 0.44710, 0.45627, 0.51595, 0.49405, 
4.86542, 0.65957, 0.54622, 0.52696, 0.63246, 0.51429, 0.47795, 0.51262, 0.40223, 0.45626, 0.49540, 0.47137, 0.48965, 0.49197, 0.43667, 0.52489, 0.50923, 
4.87735, 0.54822, 0.54025, 0.51758, 0.45624, 0.54288, 0.57217, 0.49172, 0.50497, 0.53079, 0.43243, 0.46715, 0.48360, 0.47882, 0.43985, 0.49844, 0.50034, 
4.88927, 0.49821, 0.53356, 0.52125, 0.53114, 0.56272, 0.51687, 0.53010, 0.48904, 0.45315, 0.48908, 0.47456, 0.49431, 0.41575, 0.42238, 0.49069, 0.49485, 
4.90120, 0.59617, 0.49147, 0.60098, 0.49974, 0.58021, 0.56076, 0.50662, 0.45738, 0.49404, 0.47328, 0.52405, 0.46583, 0.51161, 0.47962, 0.56963, 0.52076, 
4.91312, 0.51149, 0.55823, 0.58616, 0.61171, 0.51711, 0.49549, 0.44703, 0.47684, 0.51413, 0.56743, 0.43692, 0.48785, 0.45786, 0.51963, 0.42040, 0.50722, 
4.92504, 0.60551, 0.57969, 0.57071, 0.51533, 0.51481, 0.58007, 0.52204, 0.46588, 0.48745, 0.51546, 0.49743, 0.45831, 0.50116, 0.42100, 0.47598, 0.51406, 
4.93697, 0.59977, 0.55899, 0.53860, 0.50541, 0.65620, 0.53340, 0.49463, 0.51133, 0.44306, 0.49620, 0.53822, 0.53067, 0.55542, 0.45309, 0.46548, 0.52536, 
4.94889, 0.59988, 0.55942, 0.54384, 0.46719, 0.55891, 0.45928, 0.45581, 0.51077, 0.48503, 0.55235, 0.47092, 0.53896, 0.49433, 0.47303, 0.46317, 0.50886, 
4.96082, 0.55440, 0.56154, 0.51668, 0.54322, 0.49967, 0.53758, 0.57608, 0.54933, 0.52862, 0.54489, 0.42364, 0.56228, 0.51471, 0.47669, 0.48946, 0.52525, 
4.97274, 0.56090, 0.60838, 0.58567, 0.56823, 0.54309, 0.53730, 0.53984, 0.53417, 0.49280, 0.48415, 0.50545, 0.46374, 0.59589, 0.49061, 0.49584, 0.53374, 
4.98466, 0.53806, 0.68276, 0.68246, 0.57912, 0.58188, 0.56569, 0.60718, 0.58775, 0.48993, 0.58090, 0.51545, 0.48416, 0.55881, 0.45039, 0.46971, 0.55828, 
4.99659, 0.50294, 0.58238, 0.62849, 0.59571, 0.55246, 0.56202, 0.56829, 0.57858, 0.53009, 0.62674, 0.42304, 0.42520, 0.50960, 0.43288, 0.45390, 0.53149, 
5.00851, 0.53188, 0.58816, 0.57755, 0.52570, 0.53860, 0.51535, 0.58463, 0.54574, 0.46349, 0.52889, 0.48219, 0.42708, 0.54433, 0.55887, 0.51156, 0.52827, 
5.02043, 0.57020, 0.57902, 0.57527, 0.53186, 0.54279, 0.55782, 0.45050, 0.54192, 0.49355, 0.57368, 0.53409, 0.48773, 0.54297, 0.50713, 0.49131, 0.53199, 
5.03236, 0.52250, 0.63962, 0.57497, 0.58568, 0.57920, 0.54867, 0.49893, 0.53704, 0.53728, 0.53856, 0.52884, 0.50519, 0.56904, 0.54735, 0.52852, 0.54943, 
5.04428, 0.56380, 0.62896, 0.50922, 0.57370, 0.51952, 0.58481, 0.54063, 0.61896, 0.50485, 0.51342, 0.52150, 0.52658, 0.48213, 0.54923, 0.52523, 0.54417, 
5.05621, 0.52068, 0.57034, 0.70691, 0.57383, 0.55090, 0.51245, 0.52616, 0.50450, 0.55155, 0.46114, 0.45361, 0.49242, 0.42937, 0.47627, 0.54586, 0.52507, 
5.06813, 0.56908, 0.65544, 0.62376, 0.52015, 0.59846, 0.54100, 0.59546, 0.59472, 0.54311, 0.50777, 0.48803, 0.58219, 0.49049, 0.44705, 0.53692, 0.55291, 
5.08005, 0.55985, 0.58065, 0.58538, 0.51541, 0.58557, 0.58126, 0.53780, 0.56667, 0.53869, 0.47328, 0.45257, 0.52583, 0.51967, 0.53658, 0.48295, 0.53614, 
5.09198, 0.46760, 0.62517, 0.64149, 0.51140, 0.65363, 0.58615, 0.60516, 0.52836, 0.58707, 0.54324, 0.52257, 0.44567, 0.48807, 0.52789, 0.54799, 0.55210, 
5.10390, 0.57331, 0.51905, 0.65028, 0.55664, 0.66324, 0.55680, 0.60793, 0.46605, 0.51943, 0.50903, 0.49710, 0.57769, 0.48062, 0.58833, 0.47568, 0.54941, 
5.11583, 0.55315, 0.59370, 0.66518, 0.62190, 0.60662, 0.55752, 0.58030, 0.53489, 0.51701, 0.56045, 0.57795, 0.56927, 0.59323, 0.52015, 0.58128, 0.57551, 
5.12775, 0.59437, 0.53649, 0.59111, 0.57794, 0.60700, 0.54742, 0.58814, 0.52235, 0.53601, 0.50338, 0.56194, 0.46023, 0.59319, 0.55450, 0.55764, 0.55545, 
5.13967, 0.61055, 0.61799, 0.65110, 0.62145, 0.65171, 0.64639, 0.58410, 0.57123, 0.55309, 0.52342, 0.60554, 0.51687, 0.55102, 0.52623, 0.53601, 0.58445, 
5.15160, 0.65752, 0.57789, 0.61422, 0.59283, 0.69254, 0.57843, 0.62278, 0.53628, 0.58586, 0.54635, 0.53733, 0.59542, 0.48207, 0.55408, 0.54368, 0.58115, 
5.16352, 0.66981, 0.60534, 0.53159, 0.71685, 0.61718, 0.59832, 0.62053, 0.57577, 0.63501, 0.46390, 0.54136, 0.52854, 0.52213, 0.57478, 0.64387, 0.58966, 
5.17545, 0.60765, 0.60707, 0.58807, 0.54102, 0.61846, 0.61529, 0.63059, 0.59975, 0.55869, 0.51957, 0.52488, 0.60888, 0.51387, 0.62430, 0.56395, 0.58147, 
5.18737, 0.60438, 0.60284, 0.65719, 0.55356, 0.58697, 0.53930, 0.56654, 0.54311, 0.56243, 0.53037, 0.51411, 0.58267, 0.56292, 0.54807, 0.67030, 0.57499, 
5.19929, 0.66037, 0.58514, 0.68782, 0.55597, 0.65516, 0.50430, 0.64407, 0.54274, 0.52363, 0.52929, 0.59004, 0.49777, 0.51329, 0.50536, 0.59743, 0.57282, 
5.21122, 0.58439, 0.59764, 0.69617, 0.54812, 0.68161, 0.59755, 0.48676, 0.52387, 0.59501, 0.55074, 0.53268, 0.55888, 0.54260, 0.53028, 0.52144, 0.56985, 
5.22314, 0.68200, 0.66435, 0.67526, 0.77049, 0.66728, 0.56137, 0.51486, 0.63896, 0.50417, 0.60183, 0.58185, 0.54887, 0.50910, 0.53539, 0.50975, 0.59770, 
5.23506, 0.70433, 0.77259, 0.67626, 0.62905, 0.54331, 0.63764, 0.65688, 0.60450, 0.57065, 0.57807, 0.56259, 0.61879, 0.61390, 0.63058, 0.50044, 0.61997, 
5.24699, 0.64461, 0.61769, 0.71206, 0.63107, 0.58330, 0.58385, 0.53706, 0.51396, 0.59706, 0.54162, 0.57445, 0.58133, 0.62173, 0.48461, 0.52501, 0.58330, 
5.25891, 0.61936, 0.63246, 0.63210, 0.66508, 0.65031, 0.50014, 0.59371, 0.59492, 0.53045, 0.59656, 0.65552, 0.60773, 0.57033, 0.55183, 0.57409, 0.59831, 
5.27084, 0.68260, 0.64472, 0.62715, 0.64622, 0.61772, 0.59066, 0.60116, 0.59377, 0.59789, 0.53827, 0.49059, 0.55814, 0.54585, 0.68546, 0.51311, 0.59555, 
5.28276, 0.59064, 0.60629, 0.58561, 0.69456, 0.66288, 0.58775, 0.67107, 0.59549, 0.60520, 0.65933, 0.55929, 0.50054, 0.55545, 0.54538, 0.60650, 0.60173, 
5.29468, 0.58457, 0.61083, 0.69782, 0.69587, 0.60629, 0.62444, 0.59587, 0.63167, 0.56399, 0.56243, 0.72020, 0.53512, 0.51448, 0.56940, 0.55919, 0.60481, 
5.30661, 0.62617, 0.64612, 0.63323, 0.61338, 0.67551, 0.65563, 0.61356, 0.57842, 0.59896, 0.62926, 0.60269, 0.61307, 0.50409, 0.55473, 0.60195, 0.60978, 
5.31853, 0.75117, 0.66855, 0.70484, 0.68118, 0.69494, 0.59475, 0.63052, 0.65104, 0.57758, 0.55192, 0.68841, 0.51115, 0.60139, 0.57463, 0.61217, 0.63295, 
5.33046, 0.72228, 0.59993, 0.59741, 0.61724, 0.67505, 0.65123, 0.62087, 0.58526, 0.63282, 0.62513, 0.62041, 0.61675, 0.60591, 0.58242, 0.53277, 0.61903, 
5.34238, 0.58912, 0.65791, 0.63405, 0.60863, 0.62494, 0.61900, 0.60072, 0.65588, 0.54766, 0.64911, 0.49515, 0.59323, 0.59254, 0.57241, 0.55999, 0.60002, 
5.35430, 0.81048, 0.63402, 0.67309, 0.69504, 0.70924, 0.55833, 0.61319, 0.69642, 0.68258, 0.53463, 0.60929, 0.61449, 0.58358, 0.52295, 0.63024, 0.63784, 
5.36623, 0.57064, 0.61990, 0.65175, 0.66115, 0.63504, 0.63267, 0.57605, 0.63444, 0.53514, 0.66704, 0.63123, 0.70278, 0.66625, 0.55121, 0.50208, 0.61583, 
5.37815, 0.60440, 0.63296, 0.67791, 0.67437, 0.62065, 0.61745, 0.60016, 0.70120, 0.59530, 0.53467, 0.62344, 0.63836, 0.59924, 0.63267, 0.62243, 0.62501, 
5.39008, 0.77096, 0.63303, 0.62492, 0.58537, 0.61593, 0.57727, 0.57839, 0.54836, 0.57898, 0.56482, 0.59639, 0.60057, 0.52056, 0.57499, 0.56801, 0.59590, 
5.40200, 0.60923, 0.71794, 0.71448, 0.61881, 0.58578, 0.71085, 0.61685, 0.59232, 0.63597, 0.63223, 0.57199, 0.59788, 0.59520, 0.54138, 0.67748, 0.62789, 
5.41392, 0.66167, 0.56109, 0.70450, 0.55860, 0.66889, 0.65029, 0.55282, 0.67855, 0.66080, 0.57373, 0.69151, 0.62573, 0.65813, 0.51507, 0.59714, 0.62390, 
5.42585, 0.70562, 0.68919, 0.63733, 0.60090, 0.70806, 0.64661, 0.64040, 0.69767, 0.65104, 0.60649, 0.53173, 0.55714, 0.55877, 0.50534, 0.67531, 0.62744, 
5.43777, 0.75944, 0.73890, 0.69098, 0.61593, 0.69433, 0.59674, 0.65064, 0.61079, 0.62446, 0.61315, 0.66714, 0.64422, 0.58616, 0.58974, 0.59604, 0.64524, 
5.44970, 0.67692, 0.63835, 0.68265, 0.58576, 0.65609, 0.57778, 0.60108, 0.59383, 0.71923, 0.58596, 0.55179, 0.61943, 0.57927, 0.62359, 0.60763, 0.61996, 
5.46162, 0.74403, 0.74149, 0.65656, 0.65786, 0.74611, 0.67486, 0.60981, 0.61256, 0.59576, 0.56456, 0.66320, 0.62859, 0.62200, 0.59538, 0.56985, 0.64551, 
5.47354, 0.67694, 0.65180, 0.72965, 0.59068, 0.76217, 0.66229, 0.63554, 0.67139, 0.57636, 0.61348, 0.60659, 0.75607, 0.63227, 0.59140, 0.58627, 0.64953, 
