2.46872,-0.00758,-0.00163,0.01862,0.00236,-0.01261,-0.00342,-0.00319,0.00928,-0.02279,-0.01136,-0.00087,-0.00854,0.00029,0.00655,0.00522
2.48064,-0.00776,-0.00186,0.01827,0.00230,-0.01217,-0.00350,-0.00323,0.00897,-0.02246,-0.01100,-0.00078,-0.00841,0.00026,0.00635,0.00495
2.49257,-0.00837,-0.00206,0.01752,0.00212,-0.01144,-0.00365,-0.00336,0.00835,-0.02181,-0.01030,-0.00091,-0.00829,0.00025,0.00574,0.00428
2.50449,-0.00909,-0.00230,0.01643,0.00180,-0.01041,-0.00363,-0.00348,0.00744,-0.02085,-0.00923,-0.00082,-0.00811,0.00025,0.00484,0.00350
2.51642,-0.00989,-0.00266,0.01512,0.00144,-0.00894,-0.00353,-0.00333,0.00664,-0.01961,-0.00805,-0.00068,-0.00778,0.00033,0.00394,0.00247
2.52834,-0.01079,-0.00308,0.01355,0.00095,-0.00727,-0.00329,-0.00329,0.00564,-0.01828,-0.00678,-0.00054,-0.00752,0.00026,0.00261,0.00132
2.54026,-0.01183,-0.00341,0.01178,0.00032,-0.00548,-0.00269,-0.00296,0.00487,-0.01661,-0.00549,-0.00013,-0.00719,0.00032,0.00131,0.00009
2.55219,-0.01262,-0.00378,0.01000,-0.00049,-0.00350,-0.00186,-0.00245,0.00417,-0.01501,-0.00437,0.00014,-0.00699,0.00042,-0.00032,-0.00105
2.56411,-0.01362,-0.00442,0.00819,-0.00116,-0.00192,-0.00081,-0.00187,0.00365,-0.01317,-0.00358,0.00055,-0.00681,0.00059,-0.00179,-0.00213
2.57604,-0.01430,-0.00525,0.00643,-0.00181,-0.00047,0.00062,-0.00117,0.00328,-0.01143,-0.00312,0.00100,-0.00680,0.00069,-0.00337,-0.00303
2.58796,-0.01497,-0.00640,0.00504,-0.00243,0.00046,0.00174,-0.00038,0.00313,-0.00955,-0.00307,0.00147,-0.00699,0.00090,-0.00469,-0.00356
2.59988,-0.01543,-0.00769,0.00371,-0.00282,0.00106,0.00308,0.00040,0.00319,-0.00765,-0.00328,0.00197,-0.00730,0.00136,-0.00598,-0.00381
2.61181,-0.01577,-0.00927,0.00292,-0.00288,0.00099,0.00420,0.00129,0.00323,-0.00584,-0.00380,0.00238,-0.00768,0.00183,-0.00707,-0.00357
2.62373,-0.01583,-0.01115,0.00257,-0.00273,0.00056,0.00498,0.00196,0.00353,-0.00404,-0.00451,0.00275,-0.00818,0.00243,-0.00763,-0.00294
2.63565,-0.01576,-0.01313,0.00251,-0.00210,0.00003,0.00551,0.00255,0.00375,-0.00245,-0.00516,0.00306,-0.00859,0.00311,-0.00801,-0.00227
2.64758,-0.01535,-0.01518,0.00290,-0.00131,-0.00080,0.00576,0.00281,0.00404,-0.00089,-0.00566,0.00332,-0.00896,0.00390,-0.00786,-0.00107
2.65950,-0.01466,-0.01723,0.00353,-0.00024,-0.00151,0.00581,0.00301,0.00429,0.00021,-0.00581,0.00348,-0.00924,0.00462,-0.00748,-0.00002
2.67143,-0.01391,-0.01917,0.00443,0.00093,-0.00213,0.00591,0.00301,0.00465,0.00102,-0.00557,0.00354,-0.00914,0.00533,-0.00688,0.00095
2.68335,-0.01299,-0.02072,0.00555,0.00209,-0.00242,0.00606,0.00300,0.00491,0.00145,-0.00493,0.00360,-0.00915,0.00585,-0.00597,0.00185
2.69527,-0.01215,-0.02181,0.00660,0.00315,-0.00241,0.00640,0.00286,0.00489,0.00146,-0.00405,0.00346,-0.00887,0.00632,-0.00503,0.00245
2.70720,-0.01120,-0.02239,0.00757,0.00398,-0.00199,0.00692,0.00279,0.00478,0.00125,-0.00275,0.00344,-0.00857,0.00657,-0.00419,0.00282
2.71912,-0.01040,-0.02246,0.00836,0.00457,-0.00138,0.00771,0.00278,0.00464,0.00079,-0.00142,0.00316,-0.00833,0.00657,-0.00313,0.00295
2.73105,-0.00974,-0.02175,0.00892,0.00477,-0.00057,0.00874,0.00287,0.00415,0.00004,-0.00008,0.00292,-0.00804,0.00646,-0.00248,0.00280
2.74297,-0.00939,-0.02067,0.00918,0.00478,0.00029,0.00988,0.00323,0.00359,-0.00077,0.00122,0.00269,-0.00769,0.00609,-0.00181,0.00231
2.75489,-0.00894,-0.01869,0.00908,0.00442,0.00116,0.01108,0.00369,0.00269,-0.00150,0.00228,0.00218,-0.00766,0.00561,-0.00125,0.00181
2.76682,-0.00896,-0.01646,0.00845,0.00373,0.00188,0.01223,0.00439,0.00184,-0.00185,0.00327,0.00160,-0.00767,0.00507,-0.00096,0.00096
2.77874,-0.00898,-0.01370,0.00749,0.00262,0.00220,0.01328,0.00505,0.00065,-0.00218,0.00404,0.00092,-0.00771,0.00433,-0.00066,0.00020
2.79067,-0.00916,-0.01098,0.00620,0.00141,0.00224,0.01408,0.00569,-0.00037,-0.00234,0.00461,-0.00014,-0.00794,0.00364,-0.00054,-0.00043
2.80259,-0.00950,-0.00801,0.00461,-0.00016,0.00191,0.01478,0.00625,-0.00139,-0.00224,0.00487,-0.00131,-0.00796,0.00288,-0.00071,-0.00109
2.81451,-0.00972,-0.00533,0.00279,-0.00183,0.00131,0.01527,0.00656,-0.00257,-0.00188,0.00500,-0.00245,-0.00813,0.00234,-0.00102,-0.00178
2.82644,-0.01002,-0.00284,0.00109,-0.00379,0.00060,0.01566,0.00684,-0.00349,-0.00147,0.00487,-0.00368,-0.00819,0.00188,-0.00149,-0.00229
2.83836,-0.01030,-0.00079,-0.00066,-0.00587,-0.00006,0.01590,0.00667,-0.00436,-0.00099,0.00475,-0.00510,-0.00830,0.00153,-0.00216,-0.00272
2.85028,-0.01055,0.00089,-0.00234,-0.00789,-0.00065,0.01608,0.00633,-0.00518,-0.00047,0.00443,-0.00608,-0.00824,0.00141,-0.00300,-0.00313
2.86221,-0.01076,0.00214,-0.00378,-0.00972,-0.00115,0.01615,0.00569,-0.00568,0.00007,0.00390,-0.00706,-0.00838,0.00144,-0.00380,-0.00335
2.87413,-0.01093,0.00286,-0.00512,-0.01161,-0.00140,0.01615,0.00475,-0.00603,0.00044,0.00337,-0.00765,-0.00854,0.00157,-0.00461,-0.00352
2.88606,-0.01119,0.00313,-0.00627,-0.01318,-0.00143,0.01604,0.00343,-0.00614,0.00075,0.00284,-0.00792,-0.00881,0.00165,-0.00526,-0.00358
2.89798,-0.01136,0.00324,-0.00742,-0.01438,-0.00131,0.01566,0.00183,-0.00594,0.00119,0.00236,-0.00779,-0.00892,0.00187,-0.00558,-0.00354
2.90990,-0.01157,0.00280,-0.00800,-0.01537,-0.00108,0.01529,0.00012,-0.00563,0.00160,0.00171,-0.00731,-0.00913,0.00187,-0.00570,-0.00351
2.92183,-0.01160,0.00211,-0.00856,-0.01612,-0.00085,0.01472,-0.00164,-0.00513,0.00188,0.00119,-0.00639,-0.00899,0.00189,-0.00545,-0.00332
2.93375,-0.01167,0.00126,-0.00867,-0.01633,-0.00051,0.01413,-0.00346,-0.00425,0.00215,0.00077,-0.00528,-0.00874,0.00179,-0.00486,-0.00295
2.94568,-0.01159,0.00038,-0.00844,-0.01631,-0.00035,0.01351,-0.00500,-0.00338,0.00235,0.00043,-0.00388,-0.00819,0.00152,-0.00398,-0.00275
2.95760,-0.01122,-0.00078,-0.00773,-0.01620,-0.00037,0.01288,-0.00615,-0.00227,0.00244,0.00021,-0.00239,-0.00744,0.00124,-0.00290,-0.00238
2.96952,-0.01067,-0.00209,-0.00659,-0.01591,-0.00044,0.01219,-0.00688,-0.00134,0.00233,0.00018,-0.00074,-0.00636,0.00097,-0.00191,-0.00211
2.98145,-0.00981,-0.00355,-0.00516,-0.01545,-0.00064,0.01170,-0.00704,-0.00024,0.00215,0.00008,0.00099,-0.00519,0.00086,-0.00095,-0.00185
2.99337,-0.00876,-0.00507,-0.00332,-0.01512,-0.00104,0.01122,-0.00681,0.00073,0.00179,0.00020,0.00235,-0.00375,0.00084,-0.00021,-0.00151
3.00530,-0.00728,-0.00677,-0.00136,-0.01489,-0.00129,0.01061,-0.00615,0.00146,0.00142,0.00031,0.00354,-0.00236,0.00102,0.00022,-0.00132
3.01722,-0.00567,-0.00849,0.00069,-0.01469,-0.00171,0.01012,-0.00524,0.00200,0.00088,0.00031,0.00423,-0.00105,0.00129,0.00048,-0.00108
3.02914,-0.00405,-0.01037,0.00274,-0.01449,-0.00222,0.00959,-0.00404,0.00207,0.00041,0.00045,0.00489,0.00022,0.00165,0.00030,-0.00104
3.04107,-0.00243,-0.01205,0.00453,-0.01441,-0.00258,0.00878,-0.00276,0.00217,-0.00007,0.00055,0.00500,0.00152,0.00200,-0.00014,-0.00095
3.05299,-0.00086,-0.01369,0.00624,-0.01421,-0.00288,0.00791,-0.00159,0.00185,-0.00024,0.00069,0.00490,0.00269,0.00224,-0.00060,-0.00107
3.06492,0.00067,-0.01513,0.00755,-0.01385,-0.00332,0.00695,-0.00067,0.00154,-0.00016,0.00078,0.00456,0.00364,0.00248,-0.00102,-0.00113
3.07684,0.00201,-0.01631,0.00842,-0.01338,-0.00350,0.00597,0.00001,0.00121,0.00029,0.00079,0.00407,0.00457,0.00238,-0.00141,-0.00142
3.08876,0.00338,-0.01729,0.00893,-0.01273,-0.00379,0.00495,0.00031,0.00100,0.00112,0.00095,0.00351,0.00543,0.00191,-0.00152,-0.00152
3.10069,0.00473,-0.01794,0.00909,-0.01171,-0.00386,0.00389,0.00036,0.00070,0.00231,0.00098,0.00306,0.00609,0.00140,-0.00133,-0.00155
3.11261,0.00589,-0.01809,0.00874,-0.01031,-0.00399,0.00307,0.00020,0.00057,0.00374,0.00110,0.00262,0.00646,0.00063,-0.00087,-0.00168
3.12453,0.00703,-0.01796,0.00821,-0.00892,-0.00386,0.00239,-0.00023,0.00037,0.00506,0.00117,0.00245,0.00653,-0.00019,-0.00018,-0.00171
3.13646,0.00808,-0.01740,0.00735,-0.00735,-0.00370,0.00181,-0.00071,0.00008,0.00658,0.00119,0.00218,0.00635,-0.00124,0.00089,-0.00150
3.14838,0.00899,-0.01652,0.00634,-0.00576,-0.00349,0.00124,-0.00129,-0.00047,0.00793,0.00111,0.00211,0.00605,-0.00198,0.00208,-0.00130
3.16031,0.00964,-0.01530,0.00540,-0.00419,-0.00326,0.00079,-0.00165,-0.00129,0.00902,0.00095,0.00234,0.00532,-0.00270,0.00345,-0.00086
3.17223,0.01020,-0.01385,0.00440,-0.00277,-0.00313,0.00053,-0.00206,-0.00255,0.00967,0.00055,0.00267,0.00440,-0.00313,0.00488,-0.00045
3.18415,0.01045,-0.01216,0.00360,-0.00150,-0.00288,0.00005,-0.00222,-0.00385,0.00976,0.00001,0.00295,0.00340,-0.00333,0.00623,0.00000
