102.50000,10.71468
102.50000,10.70643
102.75000,10.69818
102.62500,10.68992
102.62500,10.68167
102.62500,10.67341
102.87500,10.66516
103.62500,10.65690
104.00000,10.64865
104.87500,10.64040
105.50000,10.63214
106.37500,10.62389
107.25000,10.61563
108.37500,10.60738
109.25000,10.59913
110.00000,10.59087
110.87500,10.58262
111.37500,10.57436
111.87500,10.56611
111.87500,10.55785
111.62500,10.54960
111.50000,10.54135
110.87500,10.53309
110.00000,10.52484
109.25000,10.51658
108.12500,10.50833
107.25000,10.50007
106.50000,10.49182
105.87500,10.48357
105.12500,10.47531
104.37500,10.46706
103.75000,10.45880
103.25000,10.45055
102.75000,10.44230
102.50000,10.43404
102.00000,10.42579
101.87500,10.41753
101.75000,10.40928
101.62500,10.40102
101.50000,10.39277
101.62500,10.38452
101.75000,10.37626
101.87500,10.36801
102.00000,10.35975
102.12500,10.35150
102.37500,10.34324
102.50000,10.33499
102.62500,10.32674
102.62500,10.31848
102.75000,10.31023
102.87500,10.30197
103.00000,10.29372
103.00000,10.28547
103.00000,10.27721
103.12500,10.26896
103.00000,10.26070
103.37500,10.25245
103.50000,10.24419
103.37500,10.23594
103.87500,10.22769
104.50000,10.21943
104.87500,10.21118
105.62500,10.20292
106.12500,10.19467
107.12500,10.18641
107.87500,10.17816
108.00000,10.16991
108.50000,10.16165
108.37500,10.15340
108.25000,10.14514
107.87500,10.13689
107.37500,10.12863
106.87500,10.12038
106.25000,10.11213
105.75000,10.10387
105.37500,10.09562
104.87500,10.08736
104.62500,10.07911
104.37500,10.07086
104.50000,10.06260
104.25000,10.05435
104.12500,10.04609
104.00000,10.03784
103.62500,10.02958
103.75000,10.02133
103.62500,10.01308
103.62500,10.00482
103.62500,9.99657
103.75000,9.98831
103.75000,9.98006
103.75000,9.97180
103.62500,9.96355
104.00000,9.95530
103.87500,9.94704
104.00000,9.93879
103.87500,9.93053
104.00000,9.92228
103.62500,9.91403
104.00000,9.90577
104.37500,9.89752
104.37500,9.88926
104.87500,9.88101
105.25000,9.87275
105.75000,9.86450
106.12500,9.85625
106.50000,9.84799
106.50000,9.83974
106.75000,9.83148
106.50000,9.82323
106.25000,9.81497
105.62500,9.80672
105.12500,9.79847
104.62500,9.79021
104.00000,9.78196
103.50000,9.77370
103.12500,9.76545
102.62500,9.75720
102.37500,9.74894
102.37500,9.74069
102.25000,9.73243
102.50000,9.72418
102.75000,9.71592
103.37500,9.70767
103.75000,9.69942
104.00000,9.69116
104.50000,9.68291
105.00000,9.67465
105.25000,9.66640
105.50000,9.65814
105.50000,9.64989
105.37500,9.64164
105.25000,9.63338
104.87500,9.62513
104.62500,9.61687
104.25000,9.60862
103.75000,9.60036
103.50000,9.59211
103.25000,9.58386
103.00000,9.57560
102.87500,9.56735
102.75000,9.55909
102.75000,9.55084
102.37500,9.54259
102.50000,9.53433
102.00000,9.52608
101.87500,9.51782
101.87500,9.50957
101.75000,9.50131
101.87500,9.49306
102.37500,9.48481
102.62500,9.47655
102.87500,9.46830
103.37500,9.46004
104.00000,9.45179
104.50000,9.44353
104.62500,9.43528
104.87500,9.42703
105.00000,9.41877
105.12500,9.41052
105.00000,9.40226
105.00000,9.39401
104.87500,9.38576
104.75000,9.37750
104.50000,9.36925
104.62500,9.36099
104.75000,9.35274
104.87500,9.34448
105.12500,9.33623
105.37500,9.32798
105.62500,9.31972
105.87500,9.31147
106.12500,9.30321
106.12500,9.29496
106.00000,9.28670
105.87500,9.27845
105.62500,9.27020
105.50000,9.26194
105.12500,9.25369
104.62500,9.24543
104.37500,9.23718
104.37500,9.22893
104.50000,9.22067
104.37500,9.21242
104.62500,9.20416
105.12500,9.19591
105.37500,9.18765
105.75000,9.17940
106.00000,9.17115
106.37500,9.16289
106.50000,9.15464
106.50000,9.14638
106.50000,9.13813
106.25000,9.12987
105.87500,9.12162
105.75000,9.11337
105.62500,9.10511
105.25000,9.09686
105.12500,9.08860
104.75000,9.08035
104.62500,9.07209
104.25000,9.06384
104.12500,9.05559
103.87500,9.04733
103.62500,9.03908
103.25000,9.03082
103.37500,9.02257
103.37500,9.01432
103.12500,9.00606
103.12500,8.99781
103.00000,8.98955
103.12500,8.98130
102.87500,8.97304
102.75000,8.96479
102.87500,8.95654
102.62500,8.94828
102.62500,8.94003
102.37500,8.93177
102.37500,8.92352
102.37500,8.91526
102.37500,8.90701
102.50000,8.89876
102.62500,8.89050
102.87500,8.88225
103.00000,8.87399
103.25000,8.86574
103.37500,8.85749
103.50000,8.84923
103.50000,8.84098
103.75000,8.83272
103.50000,8.82447
103.37500,8.81621
103.25000,8.80796
103.00000,8.79971
102.87500,8.79145
102.87500,8.78320
102.75000,8.77494
102.50000,8.76669
102.62500,8.75843
102.75000,8.75018
102.87500,8.74193
103.00000,8.73367
103.25000,8.72542
103.37500,8.71716
103.37500,8.70891
103.62500,8.70066
103.62500,8.69240
103.62500,8.68415
103.25000,8.67589
103.12500,8.66764
102.75000,8.65938
102.75000,8.65113
102.75000,8.64288
102.62500,8.63462
102.37500,8.62637
102.62500,8.61811
102.75000,8.60986
103.12500,8.60160
103.00000,8.59335
103.37500,8.58510
103.75000,8.57684
104.12500,8.56859
104.37500,8.56033
104.37500,8.55208
104.87500,8.54382
104.87500,8.53557
105.00000,8.52732
105.12500,8.51906
105.62500,8.51081
105.62500,8.50255
105.75000,8.49430
105.62500,8.48605
105.87500,8.47779
105.87500,8.46954
105.75000,8.46128
105.50000,8.45303
105.12500,8.44477
104.75000,8.43652
104.25000,8.42827
103.62500,8.42001
103.12500,8.41176
102.62500,8.40350
102.25000,8.39525
101.87500,8.38699
101.75000,8.37874
101.62500,8.37049
101.62500,8.36223
101.62500,8.35398
101.75000,8.34572
101.87500,8.33747
102.25000,8.32922
102.37500,8.32096
102.75000,8.31271
103.37500,8.30445
103.62500,8.29620
104.12500,8.28794
104.37500,8.27969
104.75000,8.27144
105.25000,8.26318
105.37500,8.25493
105.62500,8.24667
105.62500,8.23842
105.62500,8.23016
105.75000,8.22191
105.25000,8.21366
105.12500,8.20540
105.12500,8.19715
104.50000,8.18889
104.37500,8.18064
103.87500,8.17239
104.00000,8.16413
103.75000,8.15588
103.50000,8.14762
103.50000,8.13937
103.12500,8.13111
103.12500,8.12286
103.12500,8.11461
102.75000,8.10635
102.62500,8.09810
102.37500,8.08984
102.37500,8.08159
101.87500,8.07333
101.75000,8.06508
101.62500,8.05683
101.50000,8.04857
101.12500,8.04032
100.87500,8.03206
100.75000,8.02381
100.50000,8.01555
100.62500,8.00730
100.62500,7.99905
100.50000,7.99079
100.50000,7.98254
100.75000,7.97428
100.75000,7.96603
100.87500,7.95778
101.00000,7.94952
101.25000,7.94127
101.25000,7.93301
101.50000,7.92476
101.50000,7.91650
101.50000,7.90825
101.37500,7.90000
101.37500,7.89174
101.12500,7.88349
100.87500,7.87523
