2.46872,0.31407
2.47697,0.31422
2.48523,0.31420
2.49348,0.31414
2.50174,0.31391
2.50999,0.31395
2.51825,0.31358
2.52650,0.31345
2.53475,0.31353
2.54301,0.31320
2.55126,0.31327
2.55952,0.31359
2.56777,0.31424
2.57602,0.31520
2.58428,0.31642
2.59253,0.31788
2.60079,0.31964
2.60904,0.32166
2.61730,0.32376
2.62555,0.32619
2.63380,0.32832
2.64206,0.33052
2.65031,0.33265
2.65857,0.33401
2.66682,0.33475
2.67508,0.33507
2.68333,0.33429
2.69158,0.33312
2.69984,0.33113
2.70809,0.32873
2.71635,0.32570
2.72460,0.32220
2.73285,0.31883
2.74111,0.31577
2.74936,0.31284
2.75762,0.31039
2.76587,0.30870
2.77413,0.30770
2.78238,0.30741
2.79063,0.30820
2.79889,0.30958
2.80714,0.31076
2.81540,0.31259
2.82365,0.31464
2.83191,0.31664
2.84016,0.31881
2.84841,0.32107
2.85667,0.32359
2.86492,0.32677
2.87318,0.33046
2.88143,0.33399
2.88969,0.33818
2.89794,0.34254
2.90619,0.34694
2.91445,0.35055
2.92270,0.35370
2.93096,0.35570
2.93921,0.35670
2.94746,0.35671
2.95572,0.35578
2.96397,0.35436
2.97223,0.35250
2.98048,0.35058
2.98874,0.34911
2.99699,0.34796
3.00524,0.34769
3.01350,0.34806
3.02175,0.34851
3.03001,0.34970
3.03826,0.35140
3.04652,0.35272
3.05477,0.35458
3.06302,0.35634
3.07128,0.35850
3.07953,0.36040
3.08779,0.36299
3.09604,0.36582
3.10429,0.36956
3.11255,0.37382
3.12080,0.37904
3.12906,0.38498
3.13731,0.39201
3.14557,0.40000
3.15382,0.40931
3.16207,0.41991
3.17033,0.43152
3.17858,0.44333
3.18684,0.45647
3.19509,0.47002
3.20335,0.48337
3.21160,0.49712
3.21985,0.51105
3.22811,0.52583
3.23636,0.54016
3.24462,0.55544
3.25287,0.57079
3.26112,0.58784
3.26938,0.60527
3.27763,0.62320
3.28589,0.64193
3.29414,0.66100
3.30240,0.67983
3.31065,0.69780
3.31890,0.71512
3.32716,0.73114
3.33541,0.74688
3.34367,0.76217
3.35192,0.77605
3.36018,0.79043
3.36843,0.80457
3.37668,0.81949
3.38494,0.83442
3.39319,0.85056
3.40145,0.86737
3.40970,0.88546
3.41796,0.90407
3.42621,0.92350
3.43446,0.94371
3.44272,0.96379
3.45097,0.98389
3.45923,1.00385
3.46748,1.02323
3.47573,1.04339
3.48399,1.06263
3.49224,1.08159
3.50050,1.10040
3.50875,1.11830
3.51701,1.13530
3.52526,1.15194
3.53351,1.16912
3.54177,1.18447
3.55002,1.19972
3.55828,1.21421
3.56653,1.22824
3.57479,1.24191
3.58304,1.25549
3.59129,1.26882
3.59955,1.28235
3.60780,1.29518
3.61606,1.30847
3.62431,1.32004
3.63256,1.33156
3.64082,1.34062
3.64907,1.34789
3.65733,1.35351
3.66558,1.35616
3.67384,1.35547
3.68209,1.35305
3.69034,1.34847
3.69860,1.34187
3.70685,1.33405
3.71511,1.32646
3.72336,1.31861
3.73162,1.31171
3.73987,1.30662
3.74812,1.30300
3.75638,1.30222
3.76463,1.30347
3.77289,1.30726
3.78114,1.31341
3.78939,1.32135
3.79765,1.33151
3.80590,1.34138
3.81416,1.35273
3.82241,1.36366
3.83067,1.37399
3.83892,1.38293
3.84717,1.38993
3.85543,1.39369
3.86368,1.39507
3.87194,1.39428
3.88019,1.38938
3.88845,1.38180
3.89670,1.37186
3.90495,1.36073
3.91321,1.34983
3.92146,1.33799
3.92972,1.32825
3.93797,1.31914
3.94623,1.31322
3.95448,1.30932
3.96273,1.30815
3.97099,1.30948
3.97924,1.31343
3.98750,1.31899
3.99575,1.32656
4.00400,1.33399
4.01226,1.34203
4.02051,1.34894
4.02877,1.35549
4.03702,1.36125
4.04528,1.36548
4.05353,1.36828
4.06178,1.36879
4.07004,1.36941
4.07829,1.36825
4.08655,1.36452
4.09480,1.35995
4.10306,1.35432
4.11131,1.34784
4.11956,1.34111
4.12782,1.33389
4.13607,1.32718
4.14433,1.32193
4.15258,1.31699
4.16083,1.31246
4.16909,1.30936
4.17734,1.30546
4.18560,1.30215
4.19385,1.29967
4.20211,1.29635
4.21036,1.29389
4.21861,1.29189
4.22687,1.28967
4.23512,1.28849
4.24338,1.28708
4.25163,1.28647
4.25989,1.28568
4.26814,1.28523
4.27639,1.28391
4.28465,1.28328
4.29290,1.28121
4.30116,1.27845
4.30941,1.27506
4.31766,1.26994
4.32592,1.26423
4.33417,1.25687
4.34243,1.24948
4.35068,1.24160
4.35894,1.23441
4.36719,1.22814
4.37544,1.22417
