"","green","red","GoR","dGoR"
"1",240.674509803922,150.470588235294,0.625203675943427,0
"2",236.43137254902,150.654901960784,0.637203516337701,0.0119998403942742
"3",243.58431372549,146.541176470588,0.601603503235985,-0.0236001727074415
"4",242.627450980392,149.450980392157,0.615968967189268,-0.00923470875415922
"5",252.662745098039,144.392156862745,0.571481786152199,-0.0537218897912284
"6",235.298039215686,143.6,0.610289828502858,-0.0149138474405688
"7",245.988235294118,149.050980392157,0.60592727214756,-0.0192764037958669
"8",236.988235294118,148.247058823529,0.625546068308181,0.000342392364754085
"9",236.196078431373,144.4,0.611356466876972,-0.0138472090664553
"10",240.686274509804,142.266666666667,0.591087576374746,-0.0341160995686814
"11",240.737254901961,143.917647058824,0.597820420929172,-0.0273832550142552
"12",234.521568627451,144.364705882353,0.615571125194388,-0.00963255074903868
"13",237.658823529412,150.027450980392,0.631272379255152,0.00606870331172549
"14",238.094117647059,143.360784313726,0.602118127614718,-0.0230855483287087
"15",244.690196078431,152.254901960784,0.622235399705109,-0.00296827623831764
"16",237.749019607843,151.254901960784,0.636195691617458,0.0109920156740309
"17",251.298039215686,138.247058823529,0.55013186435917,-0.0750718115842566
"18",239.541176470588,139.58431372549,0.582715321775289,-0.0424883541681376
"19",243.980392156863,143.564705882353,0.588427228160411,-0.0367764477830155
"20",235.737254901961,143.945098039216,0.610616671934523,-0.0145870040089037
"21",233.274509803922,139.713725490196,0.59892409851223,-0.026279577431197
"22",237.764705882353,148.152941176471,0.623107372587828,-0.00209630335559907
"23",236.752941176471,151.996078431373,0.642002915258729,0.0167992393153023
"24",238.521568627451,147.909803921569,0.620110813343636,-0.00509286259979058
"25",240.521568627451,143.670588235294,0.597329333311594,-0.027874342631833
"26",226.925490196078,140.301960784314,0.618273251995991,-0.00693042394743626
"27",243.207843137255,141.745098039216,0.582814666709665,-0.042389009233762
"28",236.741176470588,143.227450980392,0.604995941625669,-0.0202077343177582
"29",240.933333333333,148.003921568627,0.614294085093916,-0.0109095908495112
"30",239.156862745098,146.243137254902,0.611494629827007,-0.0137090461164203
"31",240.21568627451,144.843137254902,0.602971186025631,-0.0222324899177964
"32",236.658823529412,149.235294117647,0.630592563133824,0.00538888719039687
"33",232.764705882353,142.552941176471,0.612433661865049,-0.0127700140783776
"34",226.482352941176,146.192156862745,0.645490277561339,0.0202866016179118
"35",241.235294117647,142.227450980392,0.589579777290092,-0.0356238986533352
"36",232.333333333333,137.929411764706,0.593670351928433,-0.0315333240149942
"37",241.678431372549,144.278431372549,0.596985136626209,-0.0282185393172181
"38",236.113725490196,140.062745098039,0.593200352106828,-0.0320033238365991
"39",234.592156862745,137.58431372549,0.586483007639458,-0.0387206683039693
"40",232.917647058824,144.949019607843,0.622318752735967,-0.00288492320746037
"41",232.364705882353,142.364705882353,0.612677839096755,-0.0125258368466723
"42",236.082352941176,141.458823529412,0.599192704440126,-0.0260109715033013
"43",223.960784313725,146.435294117647,0.653843459989494,0.0286397840460669
"44",241.058823529412,147.521568627451,0.611973320318855,-0.0132303556245722
"45",231.596078431373,141.447058823529,0.610748937467193,-0.0144547384762342
"46",232.207843137255,136.545098039216,0.588029655649942,-0.0371740202934853
"47",232.301960784314,143.96862745098,0.619747792764657,-0.00545588317876977
"48",219.811764705882,147.588235294118,0.671430100620852,0.0462264246774251
"49",232.396078431373,140.058823529412,0.602672921482931,-0.0225307544604956
"50",230.41568627451,131.654901960784,0.571379944175914,-0.053823731767513
"51",229.764705882353,143.474509803922,0.624441030892644,-0.000762645050783162
"52",231.772549019608,141.933333333333,0.612381983689215,-0.0128216922542117
"53",231.478431372549,131.756862745098,0.569197147068291,-0.0560065288751361
"54",230.917647058824,148.694117647059,0.643927042999796,0.0187233670563692
"55",226.278431372549,149.486274509804,0.660629798443701,0.0354261225002742
"56",225.592156862745,145.647058823529,0.645621110454403,0.0204174345109763
"57",217.509803921569,144.545098039216,0.664545208690165,0.039341532746738
"58",219.329411764706,148.192156862745,0.675660212054569,0.0504565361111422
"59",219.494117647059,147.627450980392,0.672580443443926,0.0473767675004994
"60",224.035294117647,143.909803921569,0.642353270668137,0.01714959472471
"61",226.874509803922,143.486274509804,0.632447755518296,0.0072440795748695
"62",225.309803921569,142.886274509804,0.634176906742785,0.00897323079935852
"63",220.364705882353,146.835294117647,0.66632854626021,0.0411248703167834
